#{"t_start": 1788521919.5417206, "env_id": "None"}
r,l,t
-1.380811,60,4.829656
16.527432,60,9.303139
-3.519545,60,13.277085
-5.307531,60,17.809483
-8.108269,60,21.031889
4.319357,60,24.456381
-3.946168,60,29.174245
8.105442,60,33.328243
6.764933,60,39.222319
5.643725,60,43.006431
13.550385,60,46.567599
6.080333,60,50.666093
-4.957404,60,54.961685
18.35305,60,59.360978
20.100859,60,63.283356
15.06089,60,67.055487
12.443112,60,71.099582
23.176834,60,76.273026
2.94491,60,80.479131
-1.319695,60,84.231175
9.904356,60,88.425076
15.520874,60,93.118947
13.218721,60,97.545795
9.453239,60,101.22892
23.06348,60,105.3756
-1.284589,60,110.36963
24.986787,60,115.1438
9.490317,60,119.845444
17.982477,60,124.599693
24.499952,60,128.877696
18.008581,60,133.332479
25.773902,60,137.65078
21.727978,60,142.083458
10.724555,60,146.64893
23.560516,60,151.830738
14.376189,60,156.149635
19.071217,60,160.617037
17.968098,60,164.871385
29.674426,60,169.144259
19.717201,60,173.086165
22.589189,60,177.958564
24.757859,60,182.335278
25.762287,60,187.614207
26.810028,60,191.748601
24.548847,60,195.988359
24.755192,60,200.517454
23.906378,60,206.48552
26.266486,60,211.434992
34.112757,60,215.934728
25.767264,60,220.397284
26.146801,60,225.12867
25.929275,60,230.594162
22.484756,60,234.657701
29.961689,60,239.493593
19.049405,60,244.312629
18.316696,60,248.800451
23.00551,60,253.319623
27.789845,60,257.259856
26.271457,60,261.924383
33.459821,60,269.49808
26.9241,60,273.744536
30.577492,60,278.715065
32.490496,60,283.340486
38.320208,60,288.075966
28.103996,60,292.950475
26.443548,60,296.876822
31.209207,60,300.94439
28.46306,60,305.654735
29.282019,60,311.08563
26.661007,60,315.951499
33.246306,60,320.361018
28.612494,60,324.669493
26.820447,60,330.695103
30.62667,60,335.733417
31.364534,60,340.766546
33.21117,60,345.59699
34.207114,60,351.914513
36.943829,60,357.518306
35.584868,60,362.60562
27.619335,60,368.080672
39.394405,60,373.345927
35.514215,60,378.768621
34.819159,60,384.115527
34.863768,60,390.302076
35.297045,60,395.63381
27.450525,60,402.200749
36.741865,60,408.189595
30.291323,60,413.676976
31.980287,60,419.867287
36.596,60,425.196453
30.873132,60,430.604362
26.623002,60,435.122767
30.684605,60,439.69681
36.569274,60,450.837275
29.584795,60,457.693724
31.370138,60,463.340604
33.089683,60,468.111827
34.351797,60,473.767536
37.5477,60,480.818667
35.29389,60,487.065695
38.517905,60,492.994051
31.188296,60,499.924542
29.449813,60,508.61858
33.949264,60,513.887525
34.131421,60,520.09679
27.39635,60,527.044516
33.541116,60,533.82101
35.787295,60,539.883443
37.746951,60,545.719996
33.21036,60,553.212346
32.146799,60,561.414783
28.885067,60,568.584572
35.651854,60,573.257434
38.79658,60,577.602134
39.316168,60,583.786633
27.592033,60,589.588317
30.905173,60,594.959046
36.118589,60,600.83735
33.261237,60,606.833664
38.503003,60,613.865634
35.719391,60,618.77325
33.327019,60,624.314472
39.835142,60,630.459093
37.385192,60,635.54937
36.230169,60,641.046704
36.695719,60,646.131272
37.421035,60,650.642203
39.598516,60,655.09227
