#{"t_start": 1788521920.0464976, "env_id": "None"}
r,l,t
-4.6742,60,4.358547
12.645014,60,8.847185
9.452244,60,12.818539
5.975037,60,17.335404
1.315443,60,20.54661
-5.048515,60,23.973294
2.72134,60,28.701046
13.431518,60,32.846127
9.724269,60,38.764438
9.247608,60,42.535088
4.276186,60,46.101013
10.191899,60,50.199182
1.130732,60,54.505993
13.195514,60,58.878759
12.835053,60,62.80077
0.451412,60,66.592708
7.543362,60,70.619684
-2.503143,60,75.795974
7.044046,60,80.016476
17.570606,60,83.763019
11.989077,60,87.959445
11.616836,60,92.648273
18.699994,60,97.05779
9.905645,60,100.75844
20.914241,60,104.891843
14.588829,60,109.905111
18.028445,60,114.686327
12.682673,60,119.383865
18.375112,60,124.12848
27.195773,60,128.405011
23.157855,60,132.866536
12.004992,60,137.185432
17.232479,60,141.597482
25.606658,60,146.162823
11.085495,60,151.349317
22.314423,60,155.682439
30.803548,60,160.144579
22.190627,60,164.409667
20.048471,60,168.658008
26.384198,60,172.604894
10.62059,60,177.482125
28.473401,60,181.866854
21.157468,60,187.142005
20.483192,60,191.27919
16.06159,60,195.518011
14.131109,60,200.073316
24.689194,60,206.034478
24.749116,60,210.964232
29.472343,60,215.464263
17.782582,60,219.919044
27.436403,60,224.665075
10.891956,60,230.109903
21.161448,60,234.194509
34.188559,60,239.033542
26.644671,60,243.84438
23.8258,60,248.334003
32.958374,60,252.843129
33.27767,60,256.789613
28.600048,60,261.458057
28.252854,60,269.028237
29.471231,60,273.272628
30.526879,60,278.247531
25.676816,60,282.877898
30.565093,60,287.595144
29.484933,60,292.464541
30.73017,60,296.399234
14.97605,60,300.466364
30.241666,60,305.170677
29.83175,60,310.617391
38.136104,60,315.482578
34.010196,60,319.87484
25.238535,60,324.207328
27.629851,60,330.232378
29.954302,60,335.25189
22.824153,60,340.306623
27.629192,60,345.131898
33.643238,60,351.46138
34.400798,60,357.051742
28.165824,60,362.126553
32.753756,60,367.620311
32.696443,60,372.866763
36.748768,60,378.317433
29.914621,60,383.661008
30.84811,60,389.848885
25.097798,60,395.169602
38.510655,60,401.741976
33.830713,60,407.731617
37.019647,60,413.214063
32.438015,60,419.400314
35.474685,60,424.736113
39.294702,60,430.136292
31.475659,60,434.66427
32.088239,60,439.235512
34.628503,60,450.388356
32.930663,60,457.230687
39.518918,60,462.872827
33.418653,60,467.632883
33.396312,60,473.312249
34.89259,60,480.37526
33.773665,60,486.612293
36.72,60,492.541996
23.864651,60,499.452619
40.517285,60,508.160376
33.098836,60,513.425118
35.079521,60,519.649602
32.537507,60,526.614374
36.293278,60,533.361771
37.82476,60,539.421484
30.900124,60,545.278638
26.455283,60,552.756493
36.387161,60,560.963378
38.095198,60,568.124238
33.697669,60,572.779924
29.310658,60,577.135041
35.245403,60,583.331309
27.384693,60,589.109946
38.871868,60,594.498721
44.280165,60,600.375419
38.340043,60,606.358484
34.212887,60,613.394907
38.376176,60,618.291548
37.558138,60,623.855799
39.539557,60,629.996133
45.152568,60,635.086352
33.027143,60,640.583972
35.393076,60,645.667467
38.197274,60,650.184084
34.178035,60,654.606216
33.54225,60,659.662767
36.833829,60,664.737937
38.283172,60,669.621471
37.308061,60,674.146282
34.89452,60,678.208791
35.125596,60,682.471521
36.749559,60,688.620031
43.370959,60,693.418211
37.150889,60,700.61682
34.21082,60,705.61463
37.065626,60,710.364113
43.883108,60,715.330237
37.90279,60,720.112517
42.708618,60,724.93972
42.696476,60,730.004208
40.609011,60,735.045859
38.46951,60,739.984003
38.942246,60,746.643093
37.17637,60,751.522697
25.771286,60,756.273796
42.237773,60,761.117147
39.346573,60,766.136505
34.768634,60,770.709735
31.554208,60,776.575864
