handover_penalty,reward_mean,switch_rate_mean,outage_rate_mean
0.0,47.19466027616293,0.06816666666666667,0.0
0.05,46.895675398544064,0.058166666666666665,0.0
0.15,46.568747826277765,0.06766666666666667,0.0
0.3,47.46579962566306,0.04266666666666666,0.0
0.5,46.94354552639389,0.022166666666666664,0.0
