epoch,step,min,max,mean,std
1,2000,-0.0073182000778615475,0.0031825192272663116,-0.0021771397441625595,0.003809723537415266
2,4000,-0.003808794543147087,0.004845408722758293,-0.0005440773675218225,0.003195251803845167
3,6000,-0.006162587087601423,0.00338174169883132,-0.0001374447747366503,0.0032784477807581425
4,8000,-0.0023819543421268463,0.0033270460553467274,0.0005885519203729928,0.002347193891182542
5,10000,-0.006071537267416716,0.0033000209368765354,-0.0005829348228871822,0.003716658800840378
6,12000,-0.004435127601027489,0.010794999077916145,0.0015751051250845194,0.0051194168627262115
7,14000,-0.0045586153864860535,0.002325583714991808,-0.0007834633579477668,0.0023308119270950556
8,16000,-0.003214406780898571,0.0020319425966590643,-0.00029763643397018313,0.001991828205063939
9,18000,-0.0062589338049292564,0.003303681965917349,-3.657187335193157e-05,0.0036945962347090244
10,20000,-0.003668502438813448,0.0032659354619681835,-0.0004140298697166145,0.002477151807397604
11,22000,-0.0024351668544113636,0.005081060342490673,0.0002584923931863159,0.0026230118237435818
12,24000,-0.002986910752952099,0.0010930118151009083,-0.00043783971341326833,0.001467630616389215
13,26000,-0.01435144618153572,0.003792933188378811,-0.003350162412971258,0.006033889017999172
14,28000,-0.0019154264591634274,0.006153663154691458,0.0018502685707062483,0.0028956937603652477
15,30000,-0.00835078489035368,0.007482512854039669,0.0011747952084988356,0.005282532423734665
16,32000,-0.004761609248816967,0.0022045799996703863,-0.0013923740480095148,0.0023721959441900253
17,34000,-0.0008058588718995452,0.0031890547834336758,0.000999783049337566,0.0014697072328999639
18,36000,-0.0025816839188337326,0.01026672963052988,0.0026860409416258335,0.004631062503904104
19,38000,-0.013637788593769073,0.012655322439968586,0.00018089656077791005,0.009612350724637508
20,40000,-0.0017281023319810629,0.005591506138443947,0.0019575892947614193,0.0029047178104519844
