epoch,step,min,max,mean,std
1,2000,-0.001077250693924725,0.0012812690110877156,-5.331445936462842e-05,0.00034229911398142576
2,4000,-0.0006381482817232609,0.000883518485352397,3.446162054387969e-06,0.00022458120656665415
3,6000,-0.0010345191694796085,0.0006542994524352252,-4.2159281292697415e-05,0.00028794672107324004
4,8000,-0.0010472547728568316,0.0009900459554046392,2.1919015125604346e-05,0.0002987680200021714
5,10000,-0.0011431537568569183,0.001591946929693222,-1.35868513098103e-05,0.0003870978835038841
6,12000,-0.0009804576402530074,0.0016101297223940492,6.571930134668946e-05,0.0003838221891783178
7,14000,-0.0004574619233608246,0.0006834332598373294,1.3188331649871543e-05,0.00017847779963631183
8,16000,-0.0005138713750056922,0.0012386536691337824,8.326078386744484e-06,0.0002228475350420922
9,18000,-0.0009696854394860566,0.0013929522829130292,-4.917030310025439e-06,0.0003733424819074571
10,20000,-0.0010006066877394915,0.0023971807677298784,1.6251653505605645e-05,0.0002610826923046261
11,22000,-0.0017329088877886534,0.0007826304063200951,-2.3312979465117678e-05,0.00026464578695595264
12,24000,-0.0004645516164600849,0.0009581545600667596,4.826416898140451e-06,0.00020574149675667286
13,26000,-0.0014640395529568195,0.0019909183029085398,-5.9226720622973517e-05,0.0006115673459134996
14,28000,-0.0009561058832332492,0.0007080627256073058,8.709132998774294e-06,0.00023910953314043581
15,30000,-0.001905929297208786,0.0009331917972303927,-1.8255643226439133e-05,0.00040348904440179467
16,32000,-0.0005917033413425088,0.0013058295007795095,2.996916009578854e-05,0.00026784351211972535
17,34000,-0.0007666702149435878,0.000579635554458946,-1.140624863182893e-05,0.00017027063586283475
18,36000,-0.0018028595950454473,0.0010420887265354395,-1.11892386485124e-05,0.00040989150875248015
19,38000,-0.0028313829097896814,0.0013435590080916882,-5.546748070628382e-05,0.0005683866911567748
20,40000,-0.0013187672011554241,0.0006928499205969274,9.022931408253498e-06,0.000311851006699726
