1,2000,0.006592769980430603
2,4000,0.006146448016166687
3,6000,0.0061281521320343015
4,8000,0.00604142165184021
5,10000,0.007298372864723205
6,12000,0.010979910850524903
7,14000,0.007350143432617188
8,16000,0.007452626824378967
9,18000,0.0070505554676055905
10,20000,0.00648420250415802
11,22000,0.007078224778175354
12,24000,0.006643439888954163
13,26000,0.006720543503761291
14,28000,0.006543150544166565
15,30000,0.006541822075843811
16,32000,0.006565268158912659
17,34000,0.007663641571998597
18,36000,0.013416408061981201
19,38000,0.013448427796363831
20,40000,0.010313727617263794
