1,2000,0.013066310405731201
2,4000,0.012168541550636292
3,6000,0.012274828791618347
4,8000,0.012123869299888611
5,10000,0.014487213969230651
6,12000,0.019975708603858947
7,14000,0.01481908655166626
8,16000,0.015060922980308533
9,18000,0.014180875897407531
10,20000,0.013107622981071472
11,22000,0.014452044367790223
12,24000,0.013471322655677796
13,26000,0.013695727348327637
14,28000,0.013306887984275819
15,30000,0.013232468008995055
16,32000,0.013330893158912659
17,34000,0.015246142864227295
18,36000,0.02529602015018463
19,38000,0.02557500219345093
20,40000,0.020351287961006166
