epoch,step,min,max,mean,std
1,2000,-0.0009693094179965556,0.0017754839500412345,-1.1938715033465996e-05,0.00023826777760405093
2,4000,-0.0006691037560813129,0.0009217828046530485,1.309938306803815e-05,0.0001569875457789749
3,6000,-0.002070504939183593,0.0013908729888498783,-7.129948789952323e-05,0.0003747885348275304
4,8000,-0.0018836584640666842,0.003994551487267017,3.8767899241065606e-05,0.0005695481086149812
5,10000,-0.0012924724724143744,0.0019680371042340994,-3.6708654533867957e-06,0.00033471002825535834
6,12000,-0.0013320897705852985,0.002253953367471695,2.863219015125651e-05,0.0004137418873142451
7,14000,-0.0011364439269527793,0.0011865143897011876,9.25514268601546e-06,0.0002460752730257809
8,16000,-0.0013802851317450404,0.0013640079414471984,1.3247711649455596e-05,0.00031621797825209796
9,18000,-0.0022775791585445404,0.0020110111217945814,-2.2999878638074733e-05,0.0004368493100628257
10,20000,-0.0014874775661155581,0.0019012187840417027,5.417880311142653e-05,0.0003452841192483902
11,22000,-0.0014875842025503516,0.0009754594648256898,-1.7904814740177244e-05,0.0002785887336358428
12,24000,-0.0011762632057070732,0.0020089515019208193,2.0272736946935765e-05,0.00038705975748598576
13,26000,-0.003480766899883747,0.0031208833679556847,1.5074290786287747e-05,0.0005889500607736409
14,28000,-0.0011772897560149431,0.0012178567703813314,-2.626783498271834e-06,0.0002768904669210315
15,30000,-0.0018471889197826385,0.0011871909955516458,-1.0179189303016756e-05,0.00027295664767734706
16,32000,-0.001103586982935667,0.00127730134408921,1.6459294783999212e-05,0.00030873826472088695
17,34000,-0.0014387160772457719,0.0020486959256231785,2.7113617761642672e-05,0.00030699066701345146
18,36000,-0.0012673113960772753,0.0014841135125607252,9.35416935021749e-08,0.00029517250368371606
19,38000,-0.00169277167879045,0.0017175371758639812,-1.643933865125291e-05,0.00038823726936243474
20,40000,-0.0014969116309657693,0.0009666410624049604,2.7449734716356033e-06,0.0002903878630604595
