1,2000,0.006393780589103699
2,4000,0.005944823265075684
3,6000,0.006071156859397888
4,8000,0.006004710555076599
5,10000,0.007100697636604309
6,12000,0.008891183614730834
7,14000,0.007377110123634338
8,16000,0.007513016819953918
9,18000,0.007044429063796997
10,20000,0.0065443537235260005
11,22000,0.007286845922470093
12,24000,0.00674662983417511
13,26000,0.006890257120132446
14,28000,0.006679964184761048
15,30000,0.0066100902557373045
16,32000,0.006684292793273925
17,34000,0.007485617399215699
18,36000,0.011743440270423889
19,38000,0.011980041861534119
20,40000,0.009912792086601258
