epoch,step,min,max,mean,std
1,2000,-0.0009693092433735728,0.0015674065798521042,-3.229801950510591e-05,0.0003517450822982937
2,4000,-0.0006691038142889738,0.0008537968969903886,2.0370767742861062e-05,0.00023096398217603564
3,6000,-0.002033927943557501,0.0009782550623640418,-0.000133362045744434,0.00047562207328155637
4,8000,-0.0018474748358130455,0.003994551952928305,7.630650361534208e-05,0.0007389779784716666
5,10000,-0.001240402227267623,0.0015730635495856404,-1.2327787771937437e-05,0.00048162168241105974
6,12000,-0.0012770770117640495,0.0022539536003023386,5.96420795773156e-05,0.0005570698995143175
7,14000,-0.001136444159783423,0.0011713281273841858,1.2319926099735312e-05,0.0003117176238447428
8,16000,-0.001380285480991006,0.001364007592201233,2.7202711862628348e-05,0.00042887608287855983
9,18000,-0.0022102482616901398,0.0019914736039936543,-4.369545422377996e-05,0.0006055798730812967
10,20000,-0.0014874772168695927,0.0019012189004570246,9.39421879593283e-05,0.00045020869583822787
11,22000,-0.0011792720761150122,0.0009668421698734164,-2.965464227600023e-05,0.00035741645842790604
12,24000,-0.0011064889840781689,0.0020089512690901756,4.3850672227563336e-05,0.0005006550345569849
13,26000,-0.003480766899883747,0.003084365278482437,2.7478006813907996e-05,0.0008491468615829945
14,28000,-0.0011383669916540384,0.001217857003211975,-7.109936632332392e-06,0.00036818961962126195
15,30000,-0.0017868533032014966,0.0011871913447976112,-1.4472213479166385e-05,0.00043215317418798804
16,32000,-0.0011035872157663107,0.0012773011112585664,2.1234900486888364e-05,0.0004115800547879189
17,34000,-0.001185501692816615,0.0020486959256231785,5.5617310863453895e-05,0.00039935068343766034
18,36000,-0.0012673113960772753,0.001484113628976047,7.798305887263268e-06,0.00043080365867353976
19,38000,-0.0016927714459598064,0.001717536710202694,-4.201780029688962e-05,0.0005733395228162408
20,40000,-0.0014969116309657693,0.0009595005540177226,1.3821256288792938e-05,0.0004105153202544898
