#{"t_start": 1788526188.2867427, "env_id": "None"}
r,l,t
2.408535,60,3.975972
-1.884751,60,6.660529
-2.146214,60,7.864162
3.977447,60,9.824985
-11.256048,60,12.57497
-1.498798,60,15.916851
12.933343,60,19.639721
12.725743,60,22.874642
9.812718,60,25.10946
2.807352,60,28.338189
11.227374,60,30.594284
13.303899,60,32.756633
17.483978,60,35.059675
19.029343,60,38.398004
21.127673,60,42.604081
11.295202,60,45.251027
16.821776,60,47.702956
-12.630443,60,52.27303
-13.703783,60,54.60189
4.149832,60,57.821949
19.441261,60,60.721869
17.65919,60,63.160198
1.839677,60,66.861616
17.880854,60,69.651375
17.247253,60,72.8076
18.069264,60,75.61255
-0.416917,60,78.480068
24.10067,60,80.940537
24.35179,60,84.29054
6.254101,60,86.427872
10.63059,60,88.804667
35.293953,60,91.304609
36.103666,60,94.15516
34.064751,60,97.132371
31.031666,60,100.285326
39.659048,60,103.789692
37.300157,60,106.887965
40.620748,60,110.187313
43.837011,60,112.816364
35.434125,60,114.869781
37.955669,60,117.034511
39.424334,60,119.62439
46.011231,60,121.848391
35.889845,60,123.971718
39.523628,60,126.250548
42.718476,60,128.571392
41.198979,60,131.102819
42.750246,60,133.361863
43.377623,60,136.09668
45.917436,60,138.321549
41.887788,60,140.377725
41.67708,60,142.6917
41.404755,60,144.840914
41.525895,60,147.020527
44.90902,60,149.186833
35.498302,60,151.389096
40.075256,60,153.615574
37.556024,60,155.645581
49.909946,60,157.756023
39.145085,60,159.842667
37.162258,60,162.973483
39.610489,60,166.166726
43.068894,60,169.341854
48.050157,60,172.12426
38.610132,60,174.685894
43.091814,60,177.2453
42.805133,60,179.713463
42.343575,60,182.270368
37.128455,60,184.430233
41.825707,60,186.874384
41.119726,60,189.449998
40.241477,60,192.003862
41.170592,60,194.532553
44.90437,60,196.933429
36.574978,60,199.51323
42.958273,60,201.97489
41.914293,60,204.373406
41.408853,60,206.673191
43.790417,60,209.052305
39.253478,60,211.354073
40.872832,60,213.726316
41.45705,60,216.213943
37.871214,60,218.709396
42.674662,60,221.12751
39.850737,60,223.467538
43.779951,60,225.73906
40.352633,60,227.997959
43.779189,60,230.341313
44.95991,60,232.791027
40.29506,60,235.037207
41.474143,60,237.404743
41.390127,60,239.649119
45.248435,60,241.999014
44.765963,60,244.373443
41.09349,60,246.59696
42.603629,60,248.876435
46.861978,60,251.158548
40.759307,60,253.349061
34.348731,60,255.652948
