#{"t_start": 1788432847.7102358, "env_id": "None"}
r,l,t
-10.996029,60,1.809857
3.180893,60,3.109657
-16.834179,60,4.188617
-7.083702,60,5.30101
-14.129127,60,6.778729
1.798798,60,8.463384
8.145358,60,10.407827
-9.72245,60,12.221043
23.779771,60,14.521762
-1.351069,60,16.343626
15.618412,60,18.753186
7.928789,60,20.55478
9.024132,60,22.427255
11.549568,60,24.463269
4.930963,60,26.443312
5.941246,60,28.352157
21.236626,60,30.106947
26.652005,60,32.100713
4.884314,60,33.761635
15.764125,60,35.736205
-1.96171,60,37.745342
-2.741598,60,39.525264
18.902337,60,41.491693
29.93154,60,43.713383
17.259042,60,45.866192
20.458524,60,48.201623
1.950715,60,49.916112
25.490951,60,51.747034
5.032655,60,53.660944
27.620736,60,55.683619
29.328524,60,57.714833
31.192116,60,59.817057
30.360843,60,62.194617
34.685667,60,64.698324
35.260329,60,67.196432
38.700022,60,69.572059
36.102148,60,71.613319
41.223464,60,73.768553
43.169598,60,75.745422
37.923006,60,77.834473
39.168644,60,79.803989
44.998967,60,82.083091
42.164865,60,84.779837
44.773797,60,87.182865
49.358409,60,89.797261
42.790241,60,91.901733
43.672862,60,93.997294
46.699349,60,96.706225
41.239294,60,99.410242
45.05626,60,101.906456
40.14845,60,104.128198
44.214775,60,106.565913
45.165398,60,109.331755
42.709085,60,111.872157
48.167025,60,114.150037
43.222669,60,116.566916
46.821648,60,118.974212
47.584632,60,121.23276
47.301235,60,123.626446
44.84873,60,126.057891
39.509984,60,128.643622
43.084313,60,131.528914
47.549816,60,134.133288
45.05866,60,136.735638
44.332538,60,138.962095
45.859144,60,141.256313
46.227694,60,143.558737
43.673723,60,146.042483
43.453545,60,148.842212
46.397453,60,151.706561
49.069569,60,154.459263
45.246765,60,156.949999
39.086954,60,159.365535
39.022969,60,161.771781
44.219601,60,164.353509
37.868574,60,166.946495
46.157,60,170.033366
46.480995,60,172.958515
46.207971,60,175.598684
41.416709,60,177.518426
44.847764,60,179.526372
51.330055,60,181.55148
43.890036,60,183.53281
43.48469,60,185.769751
