#{"t_start": 1788519502.2709255, "env_id": "None"}
r,l,t
-8.939518,60,5.991026
14.761363,60,8.322174
-2.02336,60,10.776116
4.857528,60,12.909505
-5.123747,60,14.706969
6.370836,60,16.681074
4.643191,60,18.527864
5.159175,60,20.428112
1.47445,60,22.987853
3.895327,60,24.997182
7.477809,60,27.257976
5.889069,60,29.540571
1.19061,60,31.71084
4.586708,60,34.14732
-7.877247,60,36.217074
1.980203,60,38.21626
2.201569,60,40.03809
19.725134,60,42.879288
5.97053,60,45.013344
-0.971002,60,47.341844
6.95613,60,49.730634
22.543537,60,52.275963
19.245604,60,54.601279
16.52165,60,56.874861
6.960998,60,59.128219
9.571782,60,62.362663
26.777842,60,64.991627
17.067433,60,67.207508
12.795014,60,70.451895
17.887157,60,73.787508
22.274643,60,76.420623
10.551706,60,78.917958
19.242997,60,81.442128
21.746221,60,83.782583
33.006283,60,86.51455
19.985046,60,88.85973
19.260526,60,90.994941
25.02006,60,93.217061
24.999122,60,95.931151
17.604429,60,98.814049
26.138217,60,101.823509
22.299733,60,104.841898
22.318436,60,107.936305
21.561733,60,111.056353
32.461414,60,115.025683
34.144706,60,118.384965
31.181147,60,121.942273
20.565319,60,124.974769
8.585768,60,127.352658
25.703999,60,129.666882
25.125664,60,132.364518
22.819161,60,135.491683
29.626539,60,138.502288
28.11016,60,141.247577
24.359295,60,143.817905
20.903248,60,146.141777
23.687226,60,149.462572
28.974612,60,152.133018
32.442595,60,154.501913
32.710686,60,157.401824
32.09758,60,159.951931
30.311005,60,162.504591
24.645381,60,164.938827
29.967955,60,167.419961
31.806872,60,169.730803
25.612976,60,172.270081
30.91973,60,174.50297
29.838477,60,176.839705
34.411719,60,180.016833
39.552615,60,182.581985
37.753751,60,185.790329
39.416513,60,189.121821
33.778922,60,192.427558
25.242097,60,195.278076
36.184447,60,198.149194
26.514917,60,201.104252
26.818761,60,204.867568
30.37523,60,207.730964
31.653471,60,210.588195
28.784741,60,213.178846
32.054367,60,215.911844
28.971919,60,218.35083
25.963564,60,221.152389
31.858833,60,225.222349
25.664966,60,228.39198
31.401526,60,231.835409
37.810505,60,234.88633
37.822492,60,238.143502
31.005777,60,241.323907
39.004504,60,244.305537
33.954352,60,247.186996
35.44014,60,249.786348
34.196686,60,252.372444
30.887332,60,255.384309
28.183187,60,258.100607
35.766278,60,260.904327
33.011609,60,263.875875
34.335955,60,266.790708
30.067058,60,269.87079
34.556859,60,272.287758
35.571071,60,274.89297
35.55961,60,277.624401
40.63022,60,281.215195
39.122511,60,284.650795
33.293479,60,287.676208
34.457433,60,290.318921
32.839053,60,292.960913
33.088168,60,295.358837
34.722908,60,297.828956
33.76944,60,300.271241
33.11054,60,303.700426
33.712434,60,306.590755
40.485426,60,310.054446
37.540679,60,313.170297
32.070182,60,316.457729
33.671179,60,319.443948
33.436448,60,322.340813
34.922123,60,325.756351
36.325034,60,329.232219
38.487084,60,332.718979
37.361886,60,335.675344
38.148478,60,340.758413
39.461947,60,344.627824
41.257507,60,347.454262
30.604106,60,350.348644
30.007733,60,353.185937
34.944717,60,356.183644
40.183386,60,359.156339
35.627871,60,362.181639
32.085059,60,364.633065
38.550769,60,367.517189
33.493765,60,369.898466
36.049392,60,372.245584
36.371617,60,374.636171
42.081652,60,377.279081
38.310683,60,379.888044
34.358875,60,383.451179
37.212058,60,386.487546
39.914531,60,389.471101
38.789911,60,392.422402
36.776476,60,395.095712
44.143642,60,397.745322
41.931527,60,400.365709
37.940698,60,403.685618
33.69721,60,407.859926
40.44738,60,412.896943
38.485929,60,416.481911
44.222732,60,419.905095
