handover_penalty,reward_mean,switch_rate_mean,outage_rate_mean
0.0,44.30317454683007,0.06899999999999999,0.0
0.05,44.251197208429105,0.06616666666666667,0.0
0.15,43.8493373524428,0.05483333333333332,0.0
0.3,43.4604281097891,0.04516666666666666,0.0
0.5,43.00636581000985,0.0375,0.0
