policy_a,policy_b,metric,n_a,n_b,mean_a,mean_b,welch_t,welch_p,mannwhitney_u,mannwhitney_p,cohens_d
ppo,dqn,total_reward,600,600,44.16476378115497,43.46131248246388,4.550463199876367,5.90018298729552e-06,207727.5,3.851436037451587e-06,0.2627211153386106
ppo,dqn,switch_rate,600,600,0.03730555555555552,0.14205555555555555,-34.88667249312401,3.0280518461103717e-165,24255.5,1.6571691417019249e-149,-2.0141829755035463
ppo,hysteresis,total_reward,600,200,44.16476378115497,40.90381651851569,17.57538000325703,4.533571878602422e-53,100059.0,1.7649228665322284e-45,1.246490565320908
ppo,hysteresis,switch_rate,600,200,0.03730555555555552,0.062499999999999965,-11.026918508511194,1.053064568785542e-24,30394.5,2.544642688244687e-26,-0.8509294337995612
ppo,oracle,total_reward,600,200,44.16476378115497,45.29186305752389,-5.052095000602081,7.080911206857027e-07,45340.0,2.2226727876965206e-07,-0.4085897620920189
ppo,oracle,switch_rate,600,200,0.03730555555555552,0.04958333333333331,-4.30142244311187,2.305138219658845e-05,47843.5,1.291291295596269e-05,-0.383938659428873
dqn,hysteresis,total_reward,600,200,43.46131248246388,40.90381651851569,14.138672233513992,2.203777061485364e-37,94273.0,9.395985205450089e-34,1.0375487128841574
dqn,hysteresis,switch_rate,600,200,0.14205555555555555,0.062499999999999965,23.816127704255592,2.096301977181859e-94,105036.0,2.2312906117714735e-57,1.335051888545362
