policy,n,reward_mean,reward_ci_low,reward_ci_high,switch_rate_mean,outage_rate_mean
dqn,600,43.115626983600464,42.91748380893806,43.33027816688725,0.15911111111111112,0.0
greedy,200,39.88050745217378,39.59730771132552,40.170675121988566,0.16958333333333336,0.0
hysteresis,200,40.88097622323704,40.58656747753507,41.18610738682848,0.06233333333333333,0.0
oracle,200,45.19993282763309,44.829977981184626,45.56266441336904,0.05133333333333333,0.0
ppo,600,44.19309319795463,43.973826673119454,44.417046983663234,0.043444444444444445,0.0001111111111111111
random,200,3.1710977289402935,2.0779148396756453,4.223271903808168,0.4134166666666667,0.33166666666666667
