reward_profile,reward_mean,switch_rate_mean,outage_rate_mean
balanced,43.8493373524428,0.05483333333333332,0.0
throughput-leaning,43.454012923885955,0.05266666666666666,0.0
latency-leaning,44.90546752846363,0.054166666666666655,0.0
reliability-leaning,43.264204689995815,0.04949999999999998,0.0
