epoch,step,min,max,mean,std
1,2000,-0.003937315661460161,0.004038617946207523,-8.70408839546144e-05,0.0014514835784211755
2,4000,-0.011567454785108566,0.01302326936274767,0.00022219451784621924,0.0042285011149942875
3,6000,-0.01095971092581749,0.015007035806775093,0.00047258002450689673,0.0048009613528847694
4,8000,-0.005974358879029751,0.012354519218206406,0.0005630821106024086,0.0026907087303698063
5,10000,-0.006149512715637684,0.005528120324015617,0.00013326684711501002,0.0019581785891205072
6,12000,-0.01746210642158985,0.011462636291980743,-0.0004816710716113448,0.004665984306484461
7,14000,-0.014477759599685669,0.01011728122830391,-0.0002680929028429091,0.004430753644555807
8,16000,-0.005842907354235649,0.009179498068988323,2.077526005450636e-05,0.0023885625414550304
9,18000,-0.013699401170015335,0.006865030154585838,-8.044467540457845e-05,0.0023063740227371454
10,20000,-0.013562571257352829,0.007852209731936455,4.1932467865990475e-05,0.0030361830722540617
