epoch,step,min,max,mean,std
1,2000,-0.004618371371179819,0.004038617946207523,-3.689972072606906e-05,0.0010330920340493321
2,4000,-0.011567451059818268,0.013225400820374489,0.00013049092376604676,0.0030031322967261076
3,6000,-0.01095971092581749,0.015007036738097668,0.0002601603919174522,0.0033086631447076797
4,8000,-0.00647419597953558,0.01235452014952898,0.00028188462601974607,0.0018728432478383183
5,10000,-0.00617840513586998,0.005857138428837061,6.097367804613896e-05,0.0014905453426763415
6,12000,-0.017478207126259804,0.01160059031099081,-0.00022997971973381937,0.003320826683193445
7,14000,-0.014965152367949486,0.012733690440654755,-0.00013513310113921762,0.0034494248684495687
8,16000,-0.005842906888574362,0.009197045117616653,1.5710173101979308e-05,0.001812741975300014
9,18000,-0.013762662187218666,0.007512782700359821,-5.229493763181381e-05,0.0018132587429136038
10,20000,-0.013562574982643127,0.00785221066325903,2.6322742996853776e-05,0.002195145236328244
