UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type
UE_017,48.2,15.818,10.687,-76.618,0.00100926,476.874,0.66,0.4,9.4,0.1607,0.0,0.0,72.404,3.67,HAPS
UE_018,101.83,20.495,19.239,-74.64,0.00011745,833.068,0.7,0.35,9.4,0.3394,0.0,0.0,100.0,6.41,HAPS
UE_019,107.65,-13.347,-17.606,-91.891,0.02000308,3.227,1.36,32.2,9.4,0.3588,42.02,32.05,0.0,0.02,HAPS
UE_000,149.86,3.284,1.717,-84.736,0.02000565,170.708,1.73,8.88,9.4,0.4995,0.0,0.0,41.008,1.31,HAPS
UE_001,113.23,11.34,10.428,-80.916,0.0010188,466.612,0.95,1.56,9.4,0.3774,0.0,0.0,71.499,3.59,HAPS
UE_002,85.91,-10.031,-12.976,-90.015,0.02001297,9.222,0.99,22.41,9.4,0.2864,39.34,23.51,0.0,0.07,HAPS
UE_003,169.59,7.856,5.615,-80.523,0.02002219,287.957,1.4,0.25,9.4,0.5653,0.0,0.0,54.651,2.22,HAPS
UE_004,146.72,16.877,14.132,-77.457,0.00010408,617.397,1.11,2.36,9.4,0.4891,0.0,0.0,84.462,4.75,HAPS
UE_005,91.82,19.137,13.853,-75.563,0.00010177,605.811,0.7,1.42,9.4,0.3061,0.0,0.0,83.485,4.66,HAPS
UE_006,174.66,12.859,10.809,-75.949,0.00101112,481.751,1.89,1.98,9.4,0.5822,0.0,0.0,72.832,3.71,HAPS
UE_007,46.11,28.815,26.653,-69.348,1.132e-05,1151.411,0.89,3.45,9.4,0.1537,0.0,0.0,100.0,8.86,HAPS
UE_008,94.74,8.259,5.483,-79.774,0.02000626,283.51,1.28,1.2,9.4,0.3158,17.06,8.93,54.19,2.18,HAPS
UE_009,174.43,10.337,8.04,-79.921,0.00101023,374.551,1.28,0.16,9.4,0.5814,0.0,0.0,63.139,2.88,HAPS
UE_010,106.08,-13.861,-17.318,-91.973,0.02000058,3.446,1.19,38.45,9.4,0.3536,34.88,24.9,0.0,0.03,HAPS
UE_011,119.18,11.586,5.34,-79.813,0.02000211,278.701,0.94,0.94,9.4,0.3973,0.0,0.0,53.688,2.14,HAPS
UE_012,142.69,14.596,13.942,-78.78,0.00010689,609.51,1.35,0.86,9.4,0.4756,0.0,0.0,83.797,4.69,HAPS
UE_013,177.8,14.003,10.819,-78.603,0.00102206,482.127,1.79,2.57,9.4,0.5927,0.0,0.0,72.865,3.71,HAPS
UE_014,105.31,10.897,7.865,-79.76,0.0010211,368.069,1.44,0.1,9.4,0.351,0.0,0.0,62.529,2.83,HAPS
UE_015,111.85,13.136,11.805,-79.166,0.00100082,521.778,1.25,2.91,9.4,0.3728,0.0,0.0,76.317,4.01,HAPS
UE_016,142.02,7.871,5.286,-80.313,0.02000624,276.902,1.64,1.46,9.4,0.4734,0.0,0.0,53.5,2.13,HAPS
UE_017,48.32,22.383,17.521,-72.405,0.00010698,759.954,0.44,0.37,9.4,0.1611,0.0,0.0,96.325,5.85,HAPS
UE_018,101.63,15.761,13.643,-76.764,0.00010218,597.111,1.03,2.84,9.4,0.3388,0.0,0.0,82.751,4.59,HAPS
UE_019,107.45,-22.912,-24.841,-96.266,0.02000941,0.614,0.94,7.47,9.4,0.3582,42.02,31.99,0.0,0.0,HAPS
UE_000,149.92,17.117,15.515,-74.632,0.00010218,675.219,1.25,0.63,9.4,0.4997,0.0,0.0,89.303,5.19,HAPS
UE_001,113.42,17.932,13.924,-76.792,0.00010687,608.743,0.8,1.11,9.4,0.3781,0.0,0.0,83.733,4.68,HAPS
UE_002,85.71,-5.675,-8.772,-88.745,0.02001519,23.364,0.63,43.03,9.4,0.2857,39.34,23.46,4.297,0.18,HAPS
UE_003,169.55,9.876,8.906,-80.72,0.00100855,407.307,1.62,2.36,9.4,0.5652,0.0,0.0,66.171,3.13,HAPS
UE_004,146.86,12.773,9.721,-80.035,0.00101105,438.79,1.35,0.63,9.4,0.4895,0.0,0.0,69.022,3.38,HAPS
UE_005,91.99,14.841,9.892,-77.116,0.00101367,445.506,1.25,0.61,9.4,0.3066,0.0,0.0,69.623,3.43,HAPS
UE_006,174.87,7.472,6.01,-80.551,0.0010076,301.471,1.53,0.42,9.4,0.5829,0.0,0.0,56.034,2.32,HAPS
UE_007,45.93,23.421,19.883,-74.298,0.00011963,860.548,0.83,0.1,9.4,0.1531,0.0,0.0,100.0,6.62,HAPS
UE_008,94.88,9.352,5.843,-80.862,0.02000067,295.748,1.01,2.2,9.4,0.3163,17.06,8.94,55.451,2.27,HAPS
UE_009,174.43,8.955,6.653,-80.852,0.00100732,324.022,1.21,4.62,9.4,0.5814,0.0,0.0,58.287,2.49,HAPS
UE_010,105.88,-6.97,-9.325,-89.192,0.02000125,20.72,1.43,20.11,9.4,0.3529,34.88,24.85,2.362,0.16,HAPS
UE_011,119.36,10.322,5.511,-79.47,0.02000316,284.445,1.2,12.09,9.4,0.3979,0.0,0.0,54.287,2.19,HAPS
UE_012,142.56,17.491,15.247,-76.294,0.00010134,663.971,1.15,3.06,9.4,0.4752,0.0,0.0,88.365,5.11,HAPS
UE_013,178.0,18.744,16.385,-76.829,0.00010692,711.836,1.54,0.1,9.4,0.5933,0.0,0.0,92.346,5.48,HAPS
UE_014,105.11,13.583,10.912,-77.822,0.00101091,485.853,0.83,1.66,9.4,0.3504,0.0,0.0,73.192,3.74,HAPS
UE_015,111.65,11.68,10.011,-77.526,0.00101755,450.155,0.97,9.35,9.4,0.3722,0.0,0.0,70.038,3.46,HAPS
UE_016,141.91,14.87,13.433,-78.383,0.00011532,588.439,1.22,0.52,9.4,0.473,0.0,0.0,82.017,4.53,HAPS
UE_017,48.44,21.185,17.344,-74.614,0.0001056,752.439,0.95,1.5,9.4,0.1615,0.0,0.0,95.705,5.79,HAPS
UE_018,101.43,13.879,12.765,-78.653,0.00010124,560.912,0.73,1.21,9.4,0.3381,0.0,0.0,79.676,4.31,HAPS
UE_019,107.26,-20.798,-22.627,-94.841,0.0200016,1.022,1.26,17.5,9.4,0.3575,42.02,31.94,0.0,0.01,HAPS
UE_000,149.99,12.978,9.701,-77.398,0.00101078,438.031,1.53,2.09,9.4,0.5,0.0,0.0,68.954,3.37,HAPS
UE_001,113.62,18.365,14.88,-74.586,0.00011685,648.598,1.46,0.4,9.4,0.3787,0.0,0.0,87.08,4.99,HAPS
UE_002,85.51,-3.946,-6.126,-86.02,0.02000474,40.949,1.04,11.22,9.4,0.285,39.34,23.4,13.559,0.31,HAPS
UE_003,169.51,9.828,9.159,-79.239,0.001005,417.015,1.9,3.25,9.4,0.565,0.0,0.0,67.056,3.21,HAPS
UE_004,147.0,12.984,10.542,-81.037,0.00100297,471.135,1.29,0.33,9.4,0.49,0.0,0.0,71.898,3.62,HAPS
UE_005,92.16,23.832,20.371,-72.933,1.765e-05,881.444,1.36,1.8,9.4,0.3072,0.0,0.0,100.0,6.78,HAPS
UE_006,175.07,13.503,11.353,-78.322,0.00100452,503.519,1.47,0.18,9.4,0.5836,0.0,0.0,74.734,3.87,HAPS
UE_007,45.75,20.771,18.032,-74.283,0.00010799,781.656,0.96,0.47,9.4,0.1525,0.0,0.0,98.113,6.01,HAPS
UE_008,95.02,5.478,0.673,-81.366,0.02000632,145.104,1.3,37.51,9.4,0.3167,17.06,8.95,37.357,1.12,HAPS
UE_009,174.44,10.659,9.479,-79.704,0.00100455,429.401,1.58,3.76,9.4,0.5815,0.0,0.0,68.178,3.3,HAPS
UE_010,105.68,-8.052,-11.537,-88.683,0.02000308,12.724,1.04,20.92,9.4,0.3523,34.88,24.81,0.0,0.1,HAPS
UE_011,119.53,17.62,13.442,-76.85,0.00010705,588.803,0.94,1.27,9.4,0.3984,0.0,0.0,82.047,4.53,HAPS
UE_012,142.44,15.397,13.112,-77.558,0.00010241,575.177,1.71,7.23,9.4,0.4748,0.0,0.0,80.891,4.42,HAPS
UE_013,178.21,18.295,14.832,-76.465,0.00011052,646.592,1.37,0.71,9.4,0.594,0.0,0.0,86.912,4.97,HAPS
UE_014,104.92,18.036,13.684,-76.752,0.00011296,598.828,0.76,2.24,9.4,0.3497,0.0,0.0,82.896,4.61,HAPS
UE_015,111.45,17.081,15.413,-75.578,0.0001038,670.925,0.82,0.34,9.4,0.3715,0.0,0.0,88.945,5.16,HAPS
UE_016,141.79,13.597,9.749,-77.628,0.00101786,439.887,1.61,3.26,9.4,0.4726,0.0,0.0,69.12,3.38,HAPS
UE_017,48.56,23.033,17.97,-74.649,0.00010018,778.985,0.35,1.96,9.4,0.1619,0.0,0.0,97.893,5.99,HAPS
UE_018,101.23,16.78,13.004,-76.69,0.00010833,570.748,1.29,0.73,9.4,0.3374,0.0,0.0,80.515,4.39,HAPS
UE_019,107.07,-11.224,-16.546,-90.07,0.02001641,4.109,1.02,12.14,9.4,0.3569,42.02,31.88,0.0,0.03,HAPS
UE_000,150.06,8.462,7.143,-81.183,0.00100806,341.589,1.62,1.54,9.4,0.5002,0.0,0.0,60.002,2.63,HAPS
UE_001,113.82,16.496,14.341,-76.801,0.00011405,626.099,0.89,2.71,9.4,0.3794,0.0,0.0,85.194,4.82,HAPS
UE_002,85.31,7.838,2.369,-81.505,0.02001036,188.048,0.9,34.76,9.4,0.2844,39.34,23.35,43.292,1.45,HAPS
UE_003,169.48,13.014,12.069,-79.019,0.00011964,532.496,1.49,2.87,9.4,0.5649,0.0,0.0,77.241,4.1,HAPS
UE_004,147.14,14.123,10.823,-76.034,0.00101626,482.315,1.58,1.35,9.4,0.4905,0.0,0.0,72.882,3.71,HAPS
UE_005,92.33,22.131,18.791,-76.031,0.00010864,813.962,1.04,2.17,9.4,0.3078,0.0,0.0,100.0,6.26,HAPS
UE_006,175.28,10.763,7.666,-80.207,0.00100837,360.672,1.82,0.49,9.4,0.5843,0.0,0.0,61.829,2.77,HAPS
UE_007,45.57,22.764,19.333,-73.238,0.00010191,837.08,0.97,7.01,9.4,0.1519,0.0,0.0,100.0,6.44,HAPS
UE_008,95.15,12.39,8.611,-77.587,0.00100513,396.061,1.39,0.92,9.4,0.3172,17.06,8.97,65.139,3.05,HAPS
UE_009,174.45,11.206,8.362,-78.995,0.00100468,386.624,1.53,0.39,9.4,0.5815,0.0,0.0,64.265,2.97,HAPS
UE_010,105.47,-4.308,-6.626,-86.745,0.02000308,36.903,1.01,28.21,9.4,0.3516,34.88,24.76,11.808,0.28,HAPS
UE_011,119.71,18.296,13.409,-75.317,0.00011229,587.45,1.45,2.77,9.4,0.399,0.0,0.0,81.933,4.52,HAPS
UE_012,142.32,14.007,10.823,-78.711,0.00100262,482.288,1.06,1.33,9.4,0.4744,0.0,0.0,72.879,3.71,HAPS
UE_013,178.41,15.222,11.554,-77.097,0.00100187,511.653,1.7,1.26,9.4,0.5947,0.0,0.0,75.44,3.94,HAPS
UE_014,104.72,9.74,5.534,-80.175,0.02001214,285.232,1.14,1.12,9.4,0.3491,0.0,0.0,54.369,2.19,HAPS
UE_015,111.24,17.684,17.073,-76.543,0.00010383,740.923,1.42,0.1,9.4,0.3708,0.0,0.0,94.754,5.7,HAPS
UE_016,141.67,15.876,11.766,-74.652,0.00100221,520.214,1.17,4.83,9.4,0.4722,0.0,0.0,76.182,4.0,HAPS
UE_017,48.68,21.924,21.85,-76.122,2.725e-05,944.827,0.54,3.65,9.4,0.1623,0.0,0.0,100.0,7.27,HAPS
UE_018,101.03,22.628,20.327,-73.437,1.893e-05,879.539,0.79,0.66,9.4,0.3368,0.0,0.0,100.0,6.77,HAPS
UE_019,106.88,-14.23,-18.36,-92.565,0.02001257,2.716,1.47,14.77,9.4,0.3563,42.02,31.82,0.0,0.02,HAPS
UE_000,150.13,15.117,13.475,-78.173,0.00010758,590.166,1.28,2.26,9.4,0.5004,0.0,0.0,82.163,4.54,HAPS
UE_001,114.02,12.394,9.508,-79.443,0.00100166,430.5,0.8,0.1,9.4,0.3801,0.0,0.0,68.277,3.31,HAPS
UE_002,85.11,-5.777,-8.481,-88.607,0.02000745,24.881,0.76,48.76,9.4,0.2837,39.34,23.29,5.316,0.19,HAPS
UE_003,169.46,12.702,10.638,-78.557,0.00100252,474.931,1.15,5.41,9.4,0.5649,0.0,0.0,72.233,3.65,HAPS
UE_004,147.29,10.361,5.899,-80.992,0.02001147,297.646,1.65,3.77,9.4,0.491,0.0,0.0,55.645,2.29,HAPS
UE_005,92.5,20.739,17.694,-73.755,0.00011473,767.273,1.25,9.23,9.4,0.3083,0.0,0.0,96.928,5.9,HAPS
UE_006,175.49,15.973,12.694,-77.122,0.00010799,557.998,1.4,0.61,9.4,0.585,0.0,0.0,79.428,4.29,HAPS
UE_007,45.39,20.579,17.113,-74.07,0.00010191,742.632,0.86,0.13,9.4,0.1513,0.0,0.0,94.895,5.71,HAPS
UE_008,95.28,12.328,8.627,-78.891,0.00100485,396.654,1.2,1.39,9.4,0.3176,17.06,8.98,65.193,3.05,HAPS
UE_009,174.47,12.418,8.787,-77.585,0.00100777,402.774,1.17,2.8,9.4,0.5816,0.0,0.0,65.756,3.1,HAPS
UE_010,105.27,-12.113,-14.946,-90.49,0.02000699,5.911,0.91,41.74,9.4,0.3509,34.88,24.71,0.0,0.05,HAPS
UE_011,119.89,12.387,7.269,-80.514,0.00101554,346.164,1.38,4.32,9.4,0.3996,0.0,0.0,60.443,2.66,HAPS
UE_012,142.2,8.904,5.798,-81.373,0.02000609,294.19,1.04,0.41,9.4,0.474,0.0,0.0,55.292,2.26,HAPS
UE_013,178.61,14.811,9.926,-77.365,0.00101713,446.817,1.43,0.68,9.4,0.5954,0.0,0.0,69.74,3.44,HAPS
UE_014,104.53,23.769,19.7,-74.484,0.00011987,852.764,1.03,0.36,9.4,0.3484,0.0,0.0,100.0,6.56,HAPS
UE_015,111.04,15.104,12.095,-77.725,0.00010715,533.566,1.11,2.64,9.4,0.3701,0.0,0.0,77.333,4.1,HAPS
UE_016,141.55,11.312,8.512,-79.08,0.00101272,392.314,1.67,2.14,9.4,0.4718,0.0,0.0,64.793,3.02,HAPS
UE_017,48.8,24.803,21.663,-72.132,1.506e-05,936.78,0.34,0.22,9.4,0.1627,0.0,0.0,100.0,7.21,HAPS
UE_018,100.83,20.954,21.365,-73.007,1.602e-05,924.021,0.87,0.1,9.4,0.3361,0.0,0.0,100.0,7.11,HAPS
UE_019,106.69,-17.516,-18.436,-95.503,0.02000582,2.67,1.05,32.05,9.4,0.3556,42.02,31.77,0.0,0.02,HAPS
UE_000,150.2,13.235,11.685,-78.813,0.00100146,516.946,1.33,0.11,9.4,0.5007,0.0,0.0,75.899,3.98,HAPS
UE_001,114.22,17.004,15.892,-75.941,0.00011335,691.068,0.83,0.58,9.4,0.3807,0.0,0.0,90.622,5.32,HAPS
UE_002,84.9,2.154,-0.817,-83.493,0.02000433,113.179,0.62,28.15,9.4,0.283,39.34,23.23,32.139,0.87,HAPS
UE_003,169.44,20.582,18.253,-73.556,0.00010519,791.044,1.92,0.8,9.4,0.5648,0.0,0.0,98.886,6.08,HAPS
UE_004,147.45,19.209,13.377,-75.847,0.00010552,586.118,1.3,0.96,9.4,0.4915,0.0,0.0,81.82,4.51,HAPS
UE_005,92.67,15.228,11.69,-78.178,0.00102236,517.122,1.13,0.72,9.4,0.3089,0.0,0.0,75.914,3.98,HAPS
UE_006,175.69,10.848,9.297,-80.086,0.00100034,422.336,1.37,1.29,9.4,0.5856,0.0,0.0,67.539,3.25,HAPS
UE_007,45.21,29.189,25.877,-70.245,1.053e-05,1117.968,0.93,1.65,9.4,0.1507,0.0,0.0,100.0,8.6,HAPS
UE_008,95.41,9.293,5.463,-81.316,0.02000207,282.853,1.22,1.9,9.4,0.318,17.06,8.99,54.122,2.18,HAPS
UE_009,174.49,10.95,9.437,-79.741,0.0010063,427.775,1.78,1.6,9.4,0.5816,0.0,0.0,68.031,3.29,HAPS
UE_010,105.06,-13.223,-16.559,-91.186,0.02001197,4.097,0.97,6.95,9.4,0.3502,34.88,24.66,0.0,0.03,HAPS
UE_011,120.08,20.402,15.693,-75.088,0.00010784,682.673,1.45,1.07,9.4,0.4003,0.0,0.0,89.924,5.25,HAPS
UE_012,142.09,8.824,8.111,-80.753,0.00100679,377.204,1.57,0.4,9.4,0.4736,0.0,0.0,63.387,2.9,HAPS
UE_013,178.82,10.186,6.854,-80.0,0.00100529,331.157,1.75,0.37,9.4,0.5961,0.0,0.0,58.987,2.55,HAPS
UE_014,104.33,15.524,12.542,-77.224,0.00011576,551.792,1.34,2.63,9.4,0.3478,0.0,0.0,78.897,4.24,HAPS
UE_015,110.83,14.71,13.403,-78.914,0.00011703,587.188,1.36,2.79,9.4,0.3694,0.0,0.0,81.911,4.52,HAPS
UE_016,141.42,5.535,2.886,-80.606,0.02000503,202.471,1.18,6.93,9.4,0.4714,0.0,0.0,45.099,1.56,HAPS
UE_017,48.91,25.111,21.385,-72.293,2.255e-05,924.852,0.36,3.72,9.4,0.163,0.0,0.0,100.0,7.11,HAPS
UE_018,100.63,24.318,21.201,-73.027,1.31e-05,916.977,1.08,3.72,9.4,0.3354,0.0,0.0,100.0,7.05,HAPS
UE_019,106.5,-25.152,-30.817,-96.903,0.02001765,0.155,1.14,16.15,9.4,0.355,42.02,31.71,0.0,0.0,HAPS
UE_000,150.29,13.869,11.783,-76.558,0.00100692,520.905,1.15,0.85,9.4,0.501,0.0,0.0,76.241,4.01,HAPS
UE_001,114.42,11.168,8.751,-79.546,0.0010058,401.394,1.39,3.06,9.4,0.3814,0.0,0.0,65.629,3.09,HAPS
UE_002,84.7,-5.525,-9.862,-86.48,0.02001088,18.427,0.83,10.48,9.4,0.2823,39.34,23.18,0.485,0.14,HAPS
UE_003,169.42,10.151,6.999,-80.639,0.00101029,336.397,1.84,1.58,9.4,0.5647,0.0,0.0,59.498,2.59,HAPS
UE_004,147.6,17.77,14.487,-76.416,0.00011209,632.169,1.7,2.83,9.4,0.492,0.0,0.0,85.704,4.86,HAPS
UE_005,92.83,20.512,16.288,-75.877,0.00010344,707.737,1.4,0.53,9.4,0.3094,0.0,0.0,92.006,5.44,HAPS
UE_006,175.9,9.634,7.276,-80.322,0.0010074,346.413,1.57,0.1,9.4,0.5863,0.0,0.0,60.467,2.66,HAPS
UE_007,45.03,24.3,20.78,-73.209,1.082e-05,898.942,0.72,1.75,9.4,0.1501,0.0,0.0,100.0,6.91,HAPS
UE_008,95.54,8.256,4.219,-82.603,0.02001495,242.393,1.22,8.47,9.4,0.3185,17.06,9.0,49.765,1.86,HAPS
UE_009,174.51,11.503,9.946,-78.297,0.00101021,447.601,1.82,0.63,9.4,0.5817,0.0,0.0,69.81,3.44,HAPS
UE_010,104.85,-7.554,-9.774,-89.407,0.0200007,18.784,0.96,8.52,9.4,0.3495,34.88,24.61,0.791,0.14,HAPS
UE_011,120.26,10.061,5.792,-80.56,0.02000655,293.99,1.05,0.51,9.4,0.4009,0.0,0.0,55.272,2.26,HAPS
UE_012,141.98,13.903,11.006,-77.207,0.00100369,489.62,1.29,0.17,9.4,0.4733,0.0,0.0,73.522,3.77,HAPS
UE_013,179.03,8.737,4.962,-80.643,0.02000657,266.201,1.47,6.86,9.4,0.5968,0.0,0.0,52.366,2.05,HAPS
UE_014,104.14,23.881,19.206,-72.386,0.0001237,831.633,0.98,0.35,9.4,0.3471,0.0,0.0,100.0,6.4,HAPS
UE_015,110.62,10.313,8.626,-80.45,0.00100456,396.639,0.96,0.32,9.4,0.3687,0.0,0.0,65.192,3.05,HAPS
UE_016,141.3,16.727,12.382,-74.938,0.00010865,545.248,1.7,0.12,9.4,0.471,0.0,0.0,78.337,4.19,HAPS
UE_017,49.02,24.283,19.867,-73.804,0.00010608,859.872,0.84,2.05,9.4,0.1634,0.0,0.0,100.0,6.61,HAPS
UE_018,100.44,14.373,12.048,-78.126,0.0001061,531.632,1.31,0.52,9.4,0.3348,0.0,0.0,77.167,4.09,HAPS
UE_019,106.31,-9.813,-13.315,-88.931,0.02000516,8.545,1.47,11.28,9.4,0.3544,42.02,31.65,0.0,0.07,HAPS
UE_000,150.37,9.048,7.57,-81.58,0.00100331,357.147,1.63,2.68,9.4,0.5012,0.0,0.0,61.494,2.75,HAPS
UE_001,114.62,9.713,5.572,-80.52,0.02000206,286.508,0.82,9.81,9.4,0.3821,0.0,0.0,54.501,2.2,HAPS
UE_002,84.49,-8.726,-10.896,-89.773,0.02000712,14.668,0.86,21.85,9.4,0.2816,39.34,23.12,0.0,0.11,HAPS
UE_003,169.4,2.799,0.182,-85.135,0.0200188,133.967,1.61,34.88,9.4,0.5647,0.0,0.0,35.636,1.03,HAPS
UE_004,147.76,10.263,5.379,-80.241,0.02000437,280.035,1.28,5.45,9.4,0.4925,0.0,0.0,53.828,2.15,HAPS
UE_005,93.0,13.423,9.966,-76.819,0.00100295,448.382,1.08,0.1,9.4,0.31,0.0,0.0,69.88,3.45,HAPS
UE_006,176.11,15.398,12.721,-78.074,0.0001083,559.125,1.49,4.01,9.4,0.587,0.0,0.0,79.524,4.3,HAPS
UE_007,44.86,26.48,24.375,-70.858,2.688e-05,1053.317,0.5,1.85,9.4,0.1495,0.0,0.0,100.0,8.1,HAPS
UE_008,95.66,4.934,2.716,-84.19,0.02000524,197.657,1.23,26.96,9.4,0.3189,17.06,9.01,44.505,1.52,HAPS
UE_009,174.54,14.608,13.329,-78.746,0.00010757,584.149,1.61,1.96,9.4,0.5818,0.0,0.0,81.653,4.49,HAPS
UE_010,104.65,-5.222,-7.513,-86.538,0.02000325,30.615,0.91,24.64,9.4,0.3488,34.88,24.57,8.706,0.24,HAPS
UE_011,120.45,16.033,9.918,-77.193,0.00100533,446.512,1.03,1.25,9.4,0.4015,0.0,0.0,69.713,3.43,HAPS
UE_012,141.87,17.75,17.662,-77.405,0.00010189,765.903,1.34,0.7,9.4,0.4729,0.0,0.0,96.816,5.89,HAPS
UE_013,179.24,10.56,7.637,-78.098,0.00101951,359.609,1.88,1.39,9.4,0.5975,0.0,0.0,61.728,2.77,HAPS
UE_014,103.94,22.843,19.902,-73.751,0.00010772,861.362,1.41,0.31,9.4,0.3465,0.0,0.0,100.0,6.63,HAPS
UE_015,110.42,19.635,18.671,-73.281,0.00010245,808.849,0.81,4.61,9.4,0.3681,0.0,0.0,100.0,6.22,HAPS
UE_016,141.16,10.956,9.014,-79.155,0.00100148,411.429,1.62,0.7,9.4,0.4705,0.0,0.0,66.548,3.16,HAPS
UE_017,49.13,21.266,16.128,-73.154,0.00011735,701.029,0.61,0.1,9.4,0.1638,0.0,0.0,91.45,5.39,HAPS
UE_018,100.24,20.102,19.275,-74.283,0.00011941,834.597,1.1,0.84,9.4,0.3341,0.0,0.0,100.0,6.42,HAPS
UE_019,106.13,-12.569,-15.282,-89.749,0.02000657,5.477,1.39,36.32,9.4,0.3538,42.02,31.6,0.0,0.04,HAPS
UE_000,150.46,14.466,12.743,-79.064,0.00010758,560.03,1.51,0.1,9.4,0.5015,0.0,0.0,79.601,4.31,HAPS
UE_001,114.83,10.623,7.757,-79.609,0.00100554,364.054,1.17,1.44,9.4,0.3828,0.0,0.0,62.15,2.8,HAPS
UE_002,84.29,-5.473,-10.315,-86.318,0.02001589,16.678,0.72,11.11,9.4,0.281,39.34,23.07,0.0,0.13,HAPS
UE_003,169.4,17.482,14.887,-76.542,0.00010619,648.889,1.15,0.2,9.4,0.5647,0.0,0.0,87.105,4.99,HAPS
UE_004,147.92,7.43,1.942,-80.008,0.02000338,176.58,1.28,40.36,9.4,0.4931,0.0,0.0,41.797,1.36,HAPS
UE_005,93.16,21.948,16.873,-72.35,0.00010946,732.465,1.11,2.29,9.4,0.3105,0.0,0.0,94.055,5.63,HAPS
UE_006,176.32,14.748,12.349,-78.543,0.00010327,543.891,1.42,1.73,9.4,0.5877,0.0,0.0,78.22,4.18,HAPS
UE_007,44.68,20.298,18.36,-74.319,0.00010362,795.584,0.87,1.39,9.4,0.1489,0.0,0.0,99.259,6.12,HAPS
UE_008,95.78,4.874,2.313,-83.023,0.02001738,186.518,1.25,41.23,9.4,0.3193,17.06,9.03,43.096,1.43,HAPS
UE_009,174.57,7.484,5.834,-81.554,0.0200024,295.428,1.94,6.62,9.4,0.5819,0.0,0.0,55.419,2.27,HAPS
UE_010,104.44,-8.174,-12.156,-87.965,0.0200232,11.081,1.06,34.92,9.4,0.3481,34.88,24.52,0.0,0.09,HAPS
UE_011,120.64,14.09,9.186,-79.504,0.00100258,418.053,1.51,2.03,9.4,0.4021,0.0,0.0,67.151,3.22,HAPS
UE_012,141.77,5.59,3.57,-83.043,0.02001079,222.506,1.46,13.01,9.4,0.4726,0.0,0.0,47.496,1.71,HAPS
UE_013,179.45,8.081,5.319,-80.615,0.02001287,278.029,1.54,2.62,9.4,0.5982,0.0,0.0,53.618,2.14,HAPS
UE_014,103.75,10.586,5.244,-81.073,0.02000149,275.519,0.74,2.42,9.4,0.3458,0.0,0.0,53.354,2.12,HAPS
UE_015,110.21,23.762,22.571,-73.493,1.156e-05,975.76,0.86,2.91,9.4,0.3674,0.0,0.0,100.0,7.51,HAPS
UE_016,141.03,17.624,15.854,-77.153,0.00011628,689.468,1.2,2.82,9.4,0.4701,0.0,0.0,90.489,5.3,HAPS
UE_017,49.24,32.883,27.704,-68.341,1.979e-05,1196.727,0.61,6.97,9.4,0.1641,0.0,0.0,100.0,9.21,HAPS
UE_018,100.04,18.876,16.71,-75.483,0.00012129,725.6,1.38,0.35,9.4,0.3335,0.0,0.0,93.487,5.58,HAPS
UE_019,105.94,-7.28,-10.966,-89.568,0.02000239,14.444,0.91,32.94,9.4,0.3531,42.02,31.54,0.0,0.11,HAPS
UE_000,150.55,13.804,12.764,-76.514,0.00011118,560.889,1.1,1.17,9.4,0.5018,0.0,0.0,79.674,4.31,HAPS
UE_001,115.03,17.392,14.569,-75.904,0.00010131,635.614,1.19,0.33,9.4,0.3834,0.0,0.0,85.993,4.89,HAPS
UE_002,84.08,-14.778,-19.32,-94.186,0.0200149,2.181,0.7,46.43,9.4,0.2803,39.34,23.01,0.0,0.02,HAPS
UE_003,169.39,15.26,12.899,-78.488,0.00010359,566.414,1.66,2.65,9.4,0.5646,0.0,0.0,80.145,4.36,HAPS
UE_004,148.09,4.434,2.625,-82.57,0.02001027,195.104,1.47,42.07,9.4,0.4936,0.0,0.0,44.186,1.5,HAPS
UE_005,93.32,12.681,8.117,-79.475,0.00100078,377.46,1.28,1.67,9.4,0.3111,0.0,0.0,63.411,2.9,HAPS
UE_006,176.53,12.385,11.189,-79.578,0.0010044,496.958,1.21,0.33,9.4,0.5884,0.0,0.0,74.163,3.82,HAPS
UE_007,44.51,16.845,12.459,-76.072,0.00011489,548.411,0.76,3.53,9.4,0.1484,0.0,0.0,78.608,4.22,HAPS
UE_008,95.9,8.015,3.184,-79.897,0.02000434,211.075,1.25,23.33,9.4,0.3197,17.06,9.04,46.144,1.62,HAPS
UE_009,174.61,14.49,13.389,-77.195,0.00010814,586.602,1.56,0.1,9.4,0.582,0.0,0.0,81.861,4.51,HAPS
UE_010,104.23,-10.068,-15.6,-89.352,0.02000126,5.096,0.93,47.09,9.4,0.3474,34.88,24.47,0.0,0.04,HAPS
UE_011,120.84,15.751,13.797,-77.8,0.00010403,603.506,1.45,1.16,9.4,0.4028,0.0,0.0,83.291,4.64,HAPS
UE_012,141.67,18.538,18.067,-75.599,0.0001059,783.143,1.18,4.65,9.4,0.4722,0.0,0.0,98.236,6.02,HAPS
UE_013,179.66,16.586,13.054,-77.314,0.00010077,572.8,1.25,3.44,9.4,0.5989,0.0,0.0,80.689,4.41,HAPS
