UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type
UE_005,37.47,33.657,28.931,-68.944,1.228e-05,1249.645,0.62,1.67,9.4,0.1249,0.0,0.0,100.0,9.61,HAPS
UE_006,137.63,15.712,13.584,-76.1,0.00010929,594.675,1.36,3.6,9.4,0.4588,0.0,0.0,82.545,4.57,HAPS
UE_007,102.58,14.256,11.24,-77.767,0.00100844,499.007,1.47,1.18,9.4,0.3419,0.0,0.0,74.341,3.84,HAPS
UE_008,36.58,24.87,20.973,-73.456,1.438e-05,907.205,0.83,3.19,9.4,0.1219,0.0,0.0,100.0,6.98,HAPS
UE_009,221.35,12.189,10.83,-78.451,0.00101468,482.578,1.78,0.23,9.4,0.7378,0.0,0.0,72.905,3.71,HAPS
UE_010,155.26,9.604,6.607,-78.717,0.00100033,322.372,1.34,0.1,9.4,0.5175,0.0,0.0,58.124,2.48,HAPS
UE_011,120.18,23.394,19.388,-72.637,0.00010235,839.411,1.34,0.39,9.4,0.4006,0.0,0.0,100.0,6.46,HAPS
UE_012,204.11,14.78,12.466,-74.451,0.00010261,548.695,1.63,5.77,9.4,0.6804,0.0,0.0,78.632,4.22,HAPS
UE_013,152.61,6.853,1.899,-81.914,0.02000733,175.464,1.7,39.5,9.4,0.5087,0.0,0.0,41.648,1.35,HAPS
UE_014,161.95,7.746,4.52,-82.08,0.02000481,251.929,1.35,46.49,9.4,0.5398,0.0,0.0,50.821,1.94,HAPS
UE_015,158.61,21.441,19.486,-73.116,0.00010007,843.621,1.5,0.43,9.4,0.5287,0.0,0.0,100.0,6.49,HAPS
UE_016,144.78,15.038,13.262,-74.929,0.00010393,581.383,1.18,3.12,9.4,0.4826,0.0,0.0,81.418,4.47,HAPS
UE_017,27.73,35.047,31.418,-67.276,2.311e-05,1356.927,0.92,3.4,9.4,0.0924,0.0,0.0,100.0,10.44,HAPS
UE_018,157.12,14.119,14.563,-78.057,0.00010255,635.333,1.58,0.46,9.4,0.5237,0.0,0.0,85.969,4.89,HAPS
UE_019,165.57,16.669,14.729,-74.687,0.00011155,642.28,1.51,1.08,9.4,0.5519,0.0,0.0,86.551,4.94,HAPS
UE_000,185.96,16.141,12.181,-78.161,0.0001174,537.062,1.89,0.2,9.4,0.6199,0.0,0.0,77.634,4.13,HAPS
UE_001,100.12,16.946,14.548,-77.201,0.00011989,634.714,0.75,0.49,9.4,0.3337,0.0,0.0,85.917,4.88,HAPS
UE_002,134.17,15.696,11.215,-75.296,0.00101199,497.988,1.19,1.98,9.4,0.4472,0.0,0.0,74.252,3.83,HAPS
UE_003,222.89,3.961,0.776,-82.616,0.02000423,147.496,2.13,39.27,9.4,0.743,0.0,0.0,37.715,1.13,HAPS
UE_004,160.08,14.327,10.398,-75.271,0.00100249,465.421,1.07,1.64,9.4,0.5336,0.0,0.0,71.394,3.58,HAPS
UE_005,37.03,28.239,23.341,-69.374,2.89e-05,1008.87,0.89,0.24,9.4,0.1234,0.0,0.0,100.0,7.76,HAPS
UE_006,137.03,16.325,13.55,-75.086,0.00010089,593.271,1.41,1.24,9.4,0.4568,0.0,0.0,82.426,4.56,HAPS
UE_007,102.91,16.93,12.89,-76.038,0.00010667,566.056,1.19,0.36,9.4,0.343,0.0,0.0,80.115,4.35,HAPS
UE_008,36.49,19.914,15.739,-75.684,0.00010091,684.617,0.61,1.77,9.4,0.1216,0.0,0.0,90.086,5.27,HAPS
UE_009,221.2,12.744,11.908,-77.845,0.00100021,525.953,2.1,1.27,9.4,0.7373,0.0,0.0,76.677,4.05,HAPS
UE_010,155.73,8.827,7.138,-81.261,0.00100403,341.386,1.14,5.41,9.4,0.5191,0.0,0.0,59.982,2.63,HAPS
UE_011,119.7,11.578,7.427,-79.91,0.00100385,351.928,0.96,0.7,9.4,0.399,0.0,0.0,60.996,2.71,HAPS
UE_012,204.27,5.862,4.174,-81.323,0.02000206,240.996,1.43,9.03,9.4,0.6809,0.0,0.0,49.609,1.85,HAPS
UE_013,152.01,9.65,5.588,-81.078,0.02000942,287.048,1.02,0.1,9.4,0.5067,0.0,0.0,54.557,2.21,HAPS
UE_014,162.34,14.056,9.926,-77.067,0.00100939,446.827,1.27,0.55,9.4,0.5411,0.0,0.0,69.741,3.44,HAPS
UE_015,159.1,5.01,3.617,-82.944,0.02001387,223.918,1.12,19.1,9.4,0.5303,0.0,0.0,47.66,1.72,HAPS
UE_016,145.38,11.817,8.384,-77.816,0.0010018,387.458,1.35,1.15,9.4,0.4846,0.0,0.0,64.343,2.98,HAPS
UE_017,27.99,32.248,27.757,-68.395,2.568e-05,1199.003,0.98,1.04,9.4,0.0933,0.0,0.0,100.0,9.22,HAPS
UE_018,157.52,0.582,-1.893,-85.339,0.02001347,93.543,1.2,17.67,9.4,0.5251,0.0,0.0,28.374,0.72,HAPS
UE_019,165.94,15.39,10.863,-78.61,0.00100002,483.879,1.8,1.0,9.4,0.5531,0.0,0.0,73.019,3.72,HAPS
UE_000,185.7,17.125,14.323,-77.507,0.00010469,625.339,1.39,3.66,9.4,0.619,0.0,0.0,85.13,4.81,HAPS
UE_001,99.58,11.27,9.051,-79.913,0.0010071,412.844,0.82,0.3,9.4,0.3319,12.03,6.01,66.677,3.18,HAPS
UE_002,134.63,18.354,13.066,-77.468,0.0001133,573.277,1.33,1.06,9.4,0.4488,0.0,0.0,80.73,4.41,HAPS
UE_003,222.83,13.523,12.344,-78.247,0.00010388,543.709,2.05,1.19,9.4,0.7428,0.0,0.0,78.205,4.18,HAPS
UE_004,159.65,18.803,15.862,-75.647,0.00010056,689.821,1.12,0.1,9.4,0.5322,0.0,0.0,90.519,5.31,HAPS
UE_005,36.6,26.447,22.415,-73.195,2.301e-05,969.065,0.5,0.1,9.4,0.122,0.0,0.0,100.0,7.45,HAPS
UE_006,136.42,19.63,17.556,-74.166,0.00011814,761.408,1.04,0.62,9.4,0.4547,0.0,0.0,96.445,5.86,HAPS
UE_007,103.24,11.642,8.928,-78.373,0.00101266,408.144,1.16,0.25,9.4,0.3441,0.0,0.0,66.248,3.14,HAPS
UE_008,36.41,23.798,18.507,-73.626,0.00010955,801.856,0.65,3.21,9.4,0.1214,0.0,0.0,99.775,6.17,HAPS
UE_009,221.05,14.141,13.47,-77.904,0.00011065,589.939,1.81,2.09,9.4,0.7368,0.0,0.0,82.144,4.54,HAPS
UE_010,156.2,24.854,21.571,-73.042,1.795e-05,932.866,1.63,0.1,9.4,0.5207,0.0,0.0,100.0,7.18,HAPS
UE_011,119.22,14.895,10.919,-78.688,0.00100482,486.145,1.32,2.25,9.4,0.3974,0.0,0.0,73.218,3.74,HAPS
UE_012,204.43,10.855,8.08,-79.388,0.00100781,376.049,1.56,0.1,9.4,0.6814,0.0,0.0,63.279,2.89,HAPS
UE_013,151.41,7.029,5.124,-82.796,0.02000052,271.555,1.06,0.21,9.4,0.5047,0.0,0.0,52.935,2.09,HAPS
UE_014,162.72,13.718,7.783,-77.125,0.00101008,365.019,1.36,1.18,9.4,0.5424,0.0,0.0,62.241,2.81,HAPS
UE_015,159.59,8.568,6.125,-79.955,0.00100239,305.47,1.56,0.18,9.4,0.532,0.0,0.0,56.438,2.35,HAPS
UE_016,145.99,16.973,11.573,-74.464,0.00100969,512.39,1.04,0.37,9.4,0.4866,0.0,0.0,75.504,3.94,HAPS
UE_017,28.25,29.27,26.357,-71.568,2.787e-05,1138.648,0.76,1.41,9.4,0.0942,0.0,0.0,100.0,8.76,HAPS
UE_018,157.92,15.869,14.614,-76.411,0.00010952,637.48,1.65,1.47,9.4,0.5264,0.0,0.0,86.149,4.9,HAPS
UE_019,166.3,12.466,7.884,-76.871,0.001004,368.772,1.58,0.1,9.4,0.5543,0.0,0.0,62.596,2.84,HAPS
UE_000,185.44,4.1,3.545,-82.463,0.02000307,221.748,1.53,34.97,9.4,0.6181,0.0,0.0,47.407,1.71,HAPS
UE_001,99.04,18.409,14.668,-76.091,0.00010719,639.739,0.71,0.14,9.4,0.3301,12.03,5.98,86.338,4.92,HAPS
UE_002,135.1,11.701,8.241,-80.705,0.00100536,382.09,1.57,0.25,9.4,0.4503,0.0,0.0,63.844,2.94,HAPS
UE_003,222.77,6.589,3.17,-82.546,0.02000738,210.668,2.08,26.14,9.4,0.7426,0.0,0.0,46.095,1.62,HAPS
UE_004,159.21,12.243,8.898,-79.192,0.00100665,406.982,1.67,2.21,9.4,0.5307,0.0,0.0,66.142,3.13,HAPS
UE_005,36.18,26.769,22.583,-72.593,2.225e-05,976.286,1.04,0.49,9.4,0.1206,0.0,0.0,100.0,7.51,HAPS
UE_006,135.82,14.73,12.602,-76.881,0.00010431,554.252,1.38,2.33,9.4,0.4527,0.0,0.0,79.107,4.26,HAPS
UE_007,103.56,22.317,19.066,-74.792,0.00011085,825.677,0.97,1.02,9.4,0.3452,0.0,0.0,100.0,6.35,HAPS
UE_008,36.35,22.08,17.588,-74.088,0.00010134,762.784,0.61,1.97,9.4,0.1212,0.0,0.0,96.558,5.87,HAPS
UE_009,220.9,14.236,12.475,-78.314,0.0001089,549.063,2.15,0.91,9.4,0.7363,0.0,0.0,78.663,4.22,HAPS
UE_010,156.66,19.701,15.905,-77.24,0.00011079,691.621,1.42,0.6,9.4,0.5222,0.0,0.0,90.668,5.32,HAPS
UE_011,118.74,16.153,12.754,-77.938,0.00011318,560.488,1.15,1.14,9.4,0.3958,0.0,0.0,79.64,4.31,HAPS
UE_012,204.58,7.19,4.379,-81.389,0.02001003,247.457,1.96,23.46,9.4,0.6819,0.0,0.0,50.328,1.9,HAPS
UE_013,150.81,7.453,4.424,-80.889,0.02000904,248.857,1.12,18.94,9.4,0.5027,0.0,0.0,50.483,1.91,HAPS
UE_014,163.1,5.522,1.356,-82.159,0.02000407,161.548,1.59,22.57,9.4,0.5437,0.0,0.0,39.745,1.24,HAPS
UE_015,160.07,7.621,5.821,-80.429,0.02000354,294.977,1.7,4.37,9.4,0.5336,0.0,0.0,55.372,2.27,HAPS
UE_016,146.59,17.361,14.096,-75.407,0.00010318,615.904,1.12,0.16,9.4,0.4886,0.0,0.0,84.336,4.74,HAPS
UE_017,28.52,33.758,29.907,-67.213,2.639e-05,1291.74,0.34,3.92,9.4,0.0951,0.0,0.0,100.0,9.94,HAPS
UE_018,158.31,12.474,11.598,-77.826,0.00100893,513.41,1.37,4.5,9.4,0.5277,0.0,0.0,75.593,3.95,HAPS
UE_019,166.66,8.031,5.686,-81.97,0.02001015,290.394,1.38,3.99,9.4,0.5555,0.0,0.0,54.902,2.23,HAPS
UE_000,185.17,16.58,15.166,-74.745,0.00010255,660.582,1.55,0.49,9.4,0.6172,0.0,0.0,88.082,5.08,HAPS
UE_001,98.5,12.083,9.201,-77.893,0.00101202,418.65,1.42,0.32,9.4,0.3283,12.03,5.95,67.205,3.22,HAPS
UE_002,135.56,12.257,7.962,-78.884,0.00102053,371.67,1.09,0.47,9.4,0.4519,0.0,0.0,62.868,2.86,HAPS
UE_003,222.7,6.073,2.218,-82.028,0.02001216,183.942,2.06,24.05,9.4,0.7423,0.0,0.0,42.763,1.41,HAPS
UE_004,158.78,15.055,9.55,-76.08,0.00100356,432.151,1.19,2.13,9.4,0.5293,0.0,0.0,68.425,3.32,HAPS
UE_005,35.76,29.251,24.585,-69.522,2.659e-05,1062.341,0.29,1.73,9.4,0.1192,0.0,0.0,100.0,8.17,HAPS
UE_006,135.22,16.252,15.32,-76.518,0.00011414,667.009,0.95,2.34,9.4,0.4507,0.0,0.0,88.619,5.13,HAPS
UE_007,103.88,11.931,8.586,-78.955,0.00100527,395.108,1.07,1.22,9.4,0.3463,0.0,0.0,65.051,3.04,HAPS
UE_008,36.3,29.991,27.572,-70.31,1.8e-05,1191.037,0.43,2.01,9.4,0.121,0.0,0.0,100.0,9.16,HAPS
UE_009,220.74,14.145,12.626,-77.473,0.00010235,555.217,2.11,0.41,9.4,0.7358,0.0,0.0,79.19,4.27,HAPS
UE_010,157.13,12.904,8.604,-78.309,0.00100821,395.79,1.06,0.83,9.4,0.5238,0.0,0.0,65.114,3.04,HAPS
UE_011,118.25,13.521,10.815,-78.078,0.00100037,481.983,0.92,0.14,9.4,0.3942,0.0,0.0,72.853,3.71,HAPS
UE_012,204.73,9.547,7.577,-79.132,0.00100872,357.394,1.91,0.1,9.4,0.6824,0.0,0.0,61.518,2.75,HAPS
UE_013,150.2,17.945,13.961,-76.454,0.00010883,610.275,1.1,0.92,9.4,0.5007,0.0,0.0,83.862,4.69,HAPS
UE_014,163.48,9.921,6.313,-79.279,0.00101282,312.019,1.32,2.9,9.4,0.5449,0.0,0.0,57.095,2.4,HAPS
UE_015,160.56,13.086,12.792,-79.701,0.0001094,562.02,1.72,2.27,9.4,0.5352,0.0,0.0,79.771,4.32,HAPS
UE_016,147.2,12.779,10.299,-78.167,0.00100369,461.499,1.28,1.99,9.4,0.4907,0.0,0.0,71.046,3.55,HAPS
UE_017,28.8,29.154,25.834,-71.178,1.69e-05,1116.132,0.24,1.62,9.4,0.096,0.0,0.0,100.0,8.59,HAPS
UE_018,158.71,6.974,5.508,-82.893,0.02000817,284.34,1.39,0.44,9.4,0.529,0.0,0.0,54.276,2.19,HAPS
UE_019,167.01,13.405,10.129,-76.729,0.00100924,454.795,1.37,2.43,9.4,0.5567,0.0,0.0,70.451,3.5,HAPS
UE_000,184.9,8.688,6.733,-79.718,0.00100276,326.84,1.93,2.88,9.4,0.6163,0.0,0.0,58.564,2.51,HAPS
UE_001,97.95,13.764,10.46,-78.929,0.00100408,467.857,1.39,0.7,9.4,0.3265,12.03,5.91,71.609,3.6,HAPS
UE_002,136.02,5.744,1.748,-81.97,0.02000721,171.518,1.54,29.42,9.4,0.4534,0.0,0.0,41.118,1.32,HAPS
UE_003,222.63,14.414,13.511,-78.401,0.0001183,591.645,1.75,3.89,9.4,0.7421,0.0,0.0,82.288,4.55,HAPS
UE_004,158.33,15.281,9.935,-76.046,0.00100285,447.194,1.16,6.15,9.4,0.5278,0.0,0.0,69.774,3.44,HAPS
UE_005,35.35,29.111,23.08,-69.844,1.313e-05,997.631,0.74,1.36,9.4,0.1178,0.0,0.0,100.0,7.67,HAPS
UE_006,134.61,15.039,12.208,-79.669,0.00011336,538.165,1.08,0.41,9.4,0.4487,0.0,0.0,77.729,4.14,HAPS
UE_007,104.2,16.052,12.993,-76.085,0.00010477,570.31,0.88,0.59,9.4,0.3473,0.0,0.0,80.477,4.39,HAPS
UE_008,36.27,30.048,26.211,-69.868,2.129e-05,1132.369,0.63,3.11,9.4,0.1209,0.0,0.0,100.0,8.71,HAPS
UE_009,220.57,12.31,11.162,-78.282,0.00100822,495.875,1.49,0.38,9.4,0.7352,0.0,0.0,74.068,3.81,HAPS
UE_010,157.59,11.778,7.582,-79.626,0.00100745,357.601,1.13,3.68,9.4,0.5253,0.0,0.0,61.538,2.75,HAPS
UE_011,117.75,13.746,11.049,-78.488,0.00100115,491.344,1.28,0.91,9.4,0.3925,0.0,0.0,73.673,3.78,HAPS
UE_012,204.88,12.995,10.535,-80.102,0.00101216,470.86,1.76,2.61,9.4,0.6829,0.0,0.0,71.874,3.62,HAPS
UE_013,149.59,9.859,7.046,-80.039,0.00101486,338.083,1.71,1.34,9.4,0.4986,0.0,0.0,59.662,2.6,HAPS
UE_014,163.86,17.569,12.097,-76.513,0.00010042,533.646,1.31,0.17,9.4,0.5462,0.0,0.0,77.34,4.1,HAPS
UE_015,161.04,17.145,15.162,-77.153,0.00010897,660.396,1.7,0.21,9.4,0.5368,0.0,0.0,88.067,5.08,HAPS
UE_016,147.82,15.818,11.564,-78.28,0.00101105,512.021,1.21,3.22,9.4,0.4927,0.0,0.0,75.472,3.94,HAPS
UE_017,29.08,31.166,27.595,-69.098,1.893e-05,1192.037,0.87,3.27,9.4,0.0969,0.0,0.0,100.0,9.17,HAPS
UE_018,159.1,6.212,3.634,-83.059,0.02000997,224.436,1.26,32.86,9.4,0.5303,0.0,0.0,47.72,1.73,HAPS
UE_019,167.36,12.114,8.311,-78.454,0.00100705,384.715,1.78,2.7,9.4,0.5579,0.0,0.0,64.088,2.96,HAPS
UE_000,184.63,12.702,11.766,-76.743,0.00100316,520.212,1.35,0.96,9.4,0.6154,0.0,0.0,76.182,4.0,HAPS
UE_001,97.4,3.871,3.464,-82.664,0.0200109,219.337,0.91,48.35,9.4,0.3247,12.03,5.88,47.125,1.69,HAPS
UE_002,136.48,8.447,4.183,-81.459,0.02000335,241.286,1.34,41.26,9.4,0.4549,0.0,0.0,49.641,1.86,HAPS
UE_003,222.55,1.968,-0.137,-83.999,0.02001532,127.063,2.25,31.29,9.4,0.7418,0.0,0.0,34.52,0.98,HAPS
UE_004,157.88,12.107,9.772,-79.034,0.00100013,440.809,1.64,0.29,9.4,0.5263,0.0,0.0,69.203,3.39,HAPS
UE_005,34.95,28.886,27.595,-69.904,1.21e-05,1192.032,0.39,0.81,9.4,0.1165,0.0,0.0,100.0,9.17,HAPS
UE_006,134.01,4.374,3.67,-84.87,0.02002521,225.502,1.12,39.79,9.4,0.4467,0.0,0.0,47.844,1.73,HAPS
UE_007,104.52,13.465,10.2,-76.791,0.00102553,457.588,1.35,2.14,9.4,0.3484,0.0,0.0,70.699,3.52,HAPS
UE_008,36.26,19.149,15.32,-74.974,0.00010328,667.007,0.45,1.0,9.4,0.1209,0.0,0.0,88.618,5.13,HAPS
UE_009,220.4,12.033,10.805,-79.713,0.00100294,481.582,1.49,0.1,9.4,0.7347,0.0,0.0,72.817,3.7,HAPS
UE_010,158.05,13.667,10.03,-78.079,0.00100316,450.906,1.66,0.76,9.4,0.5268,0.0,0.0,70.105,3.47,HAPS
UE_011,117.25,16.9,11.531,-77.514,0.00100306,510.716,1.15,10.28,9.4,0.3908,0.0,0.0,75.359,3.93,HAPS
UE_012,205.02,6.292,3.322,-81.456,0.02000295,215.139,1.48,32.54,9.4,0.6834,0.0,0.0,46.629,1.65,HAPS
UE_013,148.98,9.745,6.515,-77.363,0.00101898,319.104,1.47,0.26,9.4,0.4966,0.0,0.0,57.801,2.45,HAPS
UE_014,164.23,9.254,4.566,-80.386,0.02000552,253.403,1.18,17.04,9.4,0.5474,0.0,0.0,50.982,1.95,HAPS
UE_015,161.52,4.595,2.907,-82.613,0.02000486,203.081,1.64,24.95,9.4,0.5384,0.0,0.0,45.174,1.56,HAPS
UE_016,148.43,9.538,6.538,-80.296,0.00100073,319.927,1.09,2.21,9.4,0.4948,0.0,0.0,57.882,2.46,HAPS
UE_017,29.37,23.801,18.345,-73.04,0.00012216,794.96,0.29,4.7,9.4,0.0979,0.0,0.0,99.208,6.12,HAPS
UE_018,159.49,12.862,9.981,-80.045,0.00100881,448.975,1.51,10.3,9.4,0.5316,0.0,0.0,69.933,3.45,HAPS
UE_019,167.71,14.806,13.272,-77.638,0.00011292,581.775,1.37,4.12,9.4,0.559,0.0,0.0,81.452,4.48,HAPS
UE_000,184.35,14.666,11.932,-77.421,0.00101619,526.917,1.67,0.69,9.4,0.6145,0.0,0.0,76.76,4.05,HAPS
UE_001,96.84,9.888,7.665,-79.841,0.00102026,360.652,1.16,4.27,9.4,0.3228,12.03,5.85,61.828,2.77,HAPS
UE_002,136.93,17.912,14.099,-76.885,0.00012069,616.045,1.17,5.48,9.4,0.4564,0.0,0.0,84.348,4.74,HAPS
UE_003,222.47,6.231,4.584,-82.678,0.02001074,253.966,1.51,17.45,9.4,0.7416,0.0,0.0,51.044,1.95,HAPS
UE_004,157.43,16.048,13.673,-75.695,0.00010385,598.349,1.5,1.89,9.4,0.5248,0.0,0.0,82.855,4.6,HAPS
UE_005,34.56,30.311,27.034,-70.614,1.645e-05,1167.816,0.28,1.58,9.4,0.1152,0.0,0.0,100.0,8.98,HAPS
UE_006,133.4,7.156,3.142,-81.777,0.02000932,209.865,0.99,7.81,9.4,0.4447,0.0,0.0,45.998,1.61,HAPS
UE_007,104.84,13.396,12.32,-77.647,0.00012961,542.703,0.82,5.76,9.4,0.3495,0.0,0.0,78.118,4.17,HAPS
UE_008,36.26,28.455,25.029,-70.026,3.013e-05,1081.47,0.99,0.2,9.4,0.1209,0.0,0.0,100.0,8.32,HAPS
UE_009,220.22,13.755,11.003,-77.502,0.00101239,489.508,2.07,0.97,9.4,0.7341,0.0,0.0,73.512,3.77,HAPS
UE_010,158.51,14.853,11.708,-77.886,0.00100549,517.862,1.33,0.5,9.4,0.5284,0.0,0.0,75.978,3.98,HAPS
UE_011,116.75,12.833,9.634,-77.155,0.00100469,435.413,1.38,5.88,9.4,0.3892,0.0,0.0,68.719,3.35,HAPS
UE_012,205.16,14.664,12.986,-77.375,0.00011175,570.019,1.8,0.81,9.4,0.6839,0.0,0.0,80.452,4.38,HAPS
UE_013,148.36,12.232,10.009,-81.7,0.00100047,450.094,1.5,2.45,9.4,0.4945,0.0,0.0,70.033,3.46,HAPS
UE_014,164.6,11.118,7.053,-78.246,0.00101272,338.321,1.22,5.04,9.4,0.5487,0.0,0.0,59.685,2.6,HAPS
UE_015,162.0,14.042,12.439,-78.907,0.000101,547.581,1.73,1.95,9.4,0.54,0.0,0.0,78.537,4.21,HAPS
UE_016,149.04,4.083,0.535,-81.933,0.02001528,141.913,1.09,45.1,9.4,0.4968,0.0,0.0,36.873,1.09,HAPS
UE_017,29.67,26.142,21.635,-72.507,3.944e-05,935.586,0.39,8.7,9.4,0.0989,0.0,0.0,100.0,7.2,HAPS
UE_018,159.87,11.494,7.688,-80.02,0.00100373,361.51,1.51,0.87,9.4,0.5329,0.0,0.0,61.909,2.78,HAPS
UE_019,168.06,14.475,12.185,-75.45,0.00010119,537.216,1.79,2.22,9.4,0.5602,0.0,0.0,77.647,4.13,HAPS
UE_000,184.06,8.597,7.004,-79.149,0.00100805,336.554,1.26,2.63,9.4,0.6135,0.0,0.0,59.513,2.59,HAPS
UE_001,96.28,12.671,10.388,-77.476,0.00100956,465.004,0.83,1.13,9.4,0.3209,12.03,5.81,71.357,3.58,HAPS
UE_002,137.39,12.099,8.886,-80.11,0.00100657,406.543,1.61,1.05,9.4,0.458,0.0,0.0,66.101,3.13,HAPS
UE_003,222.38,3.02,0.558,-84.232,0.02000212,142.428,1.74,38.26,9.4,0.7413,0.0,0.0,36.952,1.1,HAPS
UE_004,156.97,13.668,8.742,-77.274,0.00100867,401.035,1.06,1.35,9.4,0.5232,0.0,0.0,65.596,3.08,HAPS
UE_005,34.18,29.644,24.99,-69.362,1.712e-05,1079.802,0.62,0.4,9.4,0.1139,0.0,0.0,100.0,8.31,HAPS
UE_006,132.79,5.996,3.583,-81.163,0.02000798,222.894,1.44,29.2,9.4,0.4426,0.0,0.0,47.541,1.71,HAPS
UE_007,105.15,24.588,20.202,-70.66,1.506e-05,874.228,1.17,2.99,9.4,0.3505,0.0,0.0,100.0,6.72,HAPS
UE_008,36.28,28.219,25.293,-71.622,1.705e-05,1092.854,0.71,2.51,9.4,0.1209,0.0,0.0,100.0,8.41,HAPS
UE_009,220.04,-37.095,-40.299,-104.388,0.02000527,0.018,1.93,21.2,9.4,0.7335,33.07,48.26,0.0,0.0,HAPS
UE_010,158.96,19.915,18.087,-76.431,0.00010172,783.98,1.19,2.92,9.4,0.5299,0.0,0.0,98.305,6.03,HAPS
UE_011,116.25,19.594,14.299,-75.621,0.0001158,624.353,1.2,1.25,9.4,0.3875,0.0,0.0,85.047,4.8,HAPS
UE_012,205.29,8.221,6.253,-80.67,0.0010081,309.93,1.96,0.1,9.4,0.6843,0.0,0.0,56.886,2.38,HAPS
UE_013,147.74,16.216,13.428,-77.692,0.0001153,588.22,1.43,3.64,9.4,0.4925,0.0,0.0,81.998,4.52,HAPS
UE_014,164.97,12.633,9.27,-76.347,0.00101022,421.294,1.23,0.44,9.4,0.5499,0.0,0.0,67.445,3.24,HAPS
UE_015,162.48,12.76,11.512,-78.118,0.00100636,509.954,1.57,0.49,9.4,0.5416,0.0,0.0,75.293,3.92,HAPS
UE_016,149.66,12.213,8.093,-78.144,0.00101848,376.546,1.26,2.14,9.4,0.4989,0.0,0.0,63.326,2.9,HAPS
UE_017,29.98,29.622,24.602,-69.988,1.061e-05,1063.109,0.3,0.1,9.4,0.0999,0.0,0.0,100.0,8.18,HAPS
UE_018,160.26,11.17,9.028,-79.303,0.00100778,411.987,1.09,1.02,9.4,0.5342,0.0,0.0,66.599,3.17,HAPS
UE_019,168.4,12.18,7.765,-78.428,0.00100856,364.356,1.64,3.44,9.4,0.5613,0.0,0.0,62.179,2.8,HAPS
UE_000,183.77,13.29,13.063,-78.43,0.00011712,573.183,1.55,0.13,9.4,0.6126,0.0,0.0,80.722,4.41,HAPS
UE_001,95.72,11.942,8.117,-80.173,0.00100109,377.442,0.67,0.39,9.4,0.3191,12.03,5.78,63.41,2.9,HAPS
UE_002,137.84,18.731,14.202,-75.389,0.00010588,620.298,1.51,1.74,9.4,0.4595,0.0,0.0,84.706,4.77,HAPS
UE_003,222.29,5.716,2.996,-82.192,0.0200154,205.624,1.64,30.09,9.4,0.741,0.0,0.0,45.485,1.58,HAPS
UE_004,156.51,17.309,15.091,-77.794,0.00011684,657.434,1.71,2.02,9.4,0.5217,0.0,0.0,87.819,5.06,HAPS
UE_005,33.8,34.85,27.916,-66.877,2.449e-05,1205.866,0.93,0.17,9.4,0.1127,0.0,0.0,100.0,9.28,HAPS
UE_006,132.18,14.802,12.4,-79.257,0.00010515,545.989,1.17,2.11,9.4,0.4406,0.0,0.0,78.4,4.2,HAPS
UE_007,105.46,13.567,9.642,-78.656,0.00100319,435.737,1.2,2.1,9.4,0.3515,0.0,0.0,68.748,3.35,HAPS
UE_008,36.32,26.881,23.674,-72.146,1.119e-05,1023.147,0.95,2.76,9.4,0.1211,0.0,0.0,100.0,7.87,HAPS
UE_009,219.85,-45.728,-47.904,-107.758,0.02001378,0.003,1.87,18.64,9.4,0.7328,33.07,48.22,0.0,0.0,HAPS
UE_010,159.41,15.061,11.631,-77.449,0.00100019,514.753,1.21,0.26,9.4,0.5314,0.0,0.0,75.709,3.96,HAPS
UE_011,115.73,21.489,16.401,-74.324,0.00011114,712.534,1.17,11.28,9.4,0.3858,0.0,0.0,92.404,5.48,HAPS
UE_012,205.42,7.55,6.007,-81.48,0.00100415,301.364,1.95,0.29,9.4,0.6847,0.0,0.0,56.023,2.32,HAPS
UE_013,147.12,6.026,2.73,-82.116,0.02000115,198.053,1.29,38.17,9.4,0.4904,0.0,0.0,44.554,1.52,HAPS
UE_014,165.34,17.519,14.091,-76.893,0.0001003,615.695,1.49,2.28,9.4,0.5511,0.0,0.0,84.319,4.74,HAPS
UE_015,162.96,3.883,2.47,-84.012,0.02000967,190.818,1.72,34.35,9.4,0.5432,0.0,0.0,43.645,1.47,HAPS
UE_016,150.28,10.415,8.295,-77.934,0.00101156,384.11,1.06,0.2,9.4,0.5009,0.0,0.0,64.032,2.95,HAPS
UE_017,30.3,27.658,24.192,-70.402,1.166e-05,1045.449,0.2,0.37,9.4,0.101,0.0,0.0,100.0,8.04,HAPS
UE_018,160.64,12.089,10.119,-80.168,0.00101508,454.418,1.11,0.45,9.4,0.5355,0.0,0.0,70.418,3.5,HAPS
UE_019,168.74,10.882,8.318,-80.827,0.00100938,384.993,1.34,2.66,9.4,0.5625,0.0,0.0,64.114,2.96,HAPS
UE_000,183.47,-15.847,-17.051,-94.17,0.02000641,3.662,1.81,47.29,9.4,0.6116,22.8,25.04,0.0,0.03,HAPS
UE_001,95.16,9.427,7.05,-78.3,0.00102962,338.213,0.93,1.68,9.4,0.3172,12.03,5.75,59.675,2.6,HAPS
