#{"t_start": 1788453495.744221, "env_id": "None"}
r,l,t
-9.453581,60,5.497775
2.746286,60,7.355178
-4.322843,60,9.299852
-2.282661,60,11.537644
-4.27741,60,13.769374
-1.497275,60,15.774443
7.360814,60,17.948792
4.088816,60,20.219673
7.317604,60,23.094538
10.947989,60,25.565373
7.295696,60,27.877944
-3.732844,60,29.909273
7.92711,60,32.185073
-4.509741,60,34.22049
0.289281,60,36.457096
-0.881977,60,38.621522
2.139378,60,40.75556
7.646681,60,43.605352
17.673718,60,45.960199
8.777683,60,48.358302
2.166136,60,50.551342
13.094495,60,52.796963
12.305458,60,55.111024
5.39713,60,57.16379
18.108563,60,59.694565
5.79584,60,62.463694
17.901849,60,64.936246
17.806014,60,67.288776
16.61622,60,69.6027
23.480712,60,72.132901
28.509657,60,74.450567
-1.039429,60,76.895759
21.939365,60,79.288474
17.959878,60,81.710688
20.869034,60,85.538194
28.874978,60,88.189992
27.944536,60,90.80595
21.892252,60,93.263555
21.708579,60,95.825653
28.63733,60,98.316426
13.627814,60,100.631292
21.686465,60,102.896402
28.166866,60,106.055968
33.405526,60,108.708837
20.99762,60,111.170009
31.230652,60,113.718153
24.545402,60,116.138033
25.399912,60,118.772818
24.984214,60,121.336249
25.229972,60,123.901163
21.909854,60,126.370175
24.141476,60,129.701446
30.169664,60,132.497067
25.672978,60,135.368745
25.215802,60,137.864887
34.401635,60,140.690321
24.519095,60,143.415797
26.857871,60,146.115615
31.611521,60,148.700371
32.708233,60,151.996722
31.063812,60,154.499013
28.96803,60,157.205468
31.559693,60,159.948635
34.099125,60,162.497786
33.906259,60,165.263627
33.143173,60,167.818869
32.125763,60,170.316076
36.594072,60,173.026728
31.952298,60,176.469335
34.43183,60,179.000776
38.596349,60,181.680984
31.349306,60,184.157604
36.704725,60,186.962105
29.053805,60,189.579993
36.372581,60,192.198386
31.87841,60,194.911883
35.34027,60,198.363731
31.42891,60,200.943104
28.501394,60,203.536579
36.132539,60,206.095499
37.47516,60,208.760206
30.796822,60,211.411053
31.88528,60,213.916362
32.185997,60,216.519382
35.548007,60,219.222488
34.327239,60,222.828639
34.94004,60,225.658489
35.481332,60,228.697483
35.568947,60,231.858401
35.531294,60,234.922955
33.925953,60,237.935026
33.756358,60,241.650544
29.591661,60,244.894047
29.177727,60,249.208319
30.665999,60,252.075358
36.856251,60,254.69583
36.484157,60,257.646834
31.628517,60,260.78079
31.458017,60,263.972949
37.41112,60,267.097641
40.602984,60,270.003682
36.889132,60,272.685715
35.827828,60,275.822847
30.679578,60,278.46965
28.883877,60,281.676219
38.834696,60,284.636348
36.415228,60,287.236784
30.707224,60,289.735466
36.184729,60,292.490609
33.705736,60,294.914212
36.628786,60,298.429399
33.975657,60,301.00921
36.162978,60,303.859861
35.59008,60,306.394457
35.510366,60,309.085711
38.461765,60,311.815135
35.661592,60,314.470063
35.798149,60,317.019632
31.270912,60,319.53385
38.378087,60,322.78412
33.320125,60,325.796015
38.582569,60,328.336421
36.052394,60,331.095955
35.553098,60,333.591316
30.207806,60,336.303495
30.974657,60,339.131826
34.195541,60,342.037337
35.170428,60,344.690957
40.773499,60,348.223513
34.910099,60,350.795695
38.501486,60,353.564216
34.6868,60,356.213831
40.612482,60,358.871428
42.805658,60,361.655752
39.521733,60,364.59185
37.664599,60,367.350922
34.276756,60,370.722387
40.379915,60,373.219769
37.409531,60,375.886428
33.082269,60,378.677802
37.725366,60,381.221651
38.535775,60,384.062631
39.389431,60,386.877739
38.618256,60,389.970726
37.310808,60,392.579
35.071296,60,395.999387
34.14,60,398.482227
37.405891,60,401.080386
34.476595,60,403.642028
42.361575,60,406.333404
40.442313,60,408.991622
41.931869,60,411.613484
38.518293,60,414.285419
35.189908,60,417.572294
36.894225,60,420.196989
38.837986,60,422.775065
31.336999,60,425.333326
41.641241,60,428.154504
33.941252,60,431.143874
33.634571,60,433.754514
41.55344,60,436.539518
37.890371,60,439.476972
41.98804,60,442.673007
38.78674,60,444.870379
36.55732,60,447.323389
37.130545,60,449.609955
44.129665,60,452.078688
38.798686,60,454.27427
34.680548,60,456.569918
41.237311,60,459.386878
34.659378,60,462.768924
40.928869,60,465.123125
38.181322,60,467.439994
38.746382,60,469.692783
35.945057,60,472.021075
39.909957,60,474.366837
44.821252,60,476.614443
38.256905,60,479.196246
39.695477,60,481.485874
42.598939,60,484.313311
41.189878,60,487.048083
37.709524,60,489.546095
38.507215,60,491.811447
39.182792,60,494.034793
41.776157,60,497.122917
37.770432,60,499.557331
35.657126,60,501.919322
40.544668,60,504.782355
40.674442,60,507.359431
38.110358,60,509.659723
41.843699,60,511.750577
37.310096,60,513.916134
41.587781,60,516.054743
