UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UAV_011,0.376,44.717,40.217,-48.242,1e-08,187.038,1.303,1.8,-1.4,0.001,0.0,0.0,100.0,13.36,260.2,11.9,UAV,5.2366440700644805,7.999956572723137,1.0296194171811583
UAV_012,1.5147,29.614,25.714,-55.693,1e-08,119.643,1.71,2.7,77.2,0.005,0.0,0.0,100.0,8.546,411.5,10.2,UAV,4.792835771324463,7.999956572723137,1.308332819650179
UAV_013,1.6859000000000002,28.784,25.784,-55.908,1e-08,119.969,1.411,1.9,11.6,0.006,0.0,0.0,100.0,8.569,290.3,17.0,UAV,4.795534314425231,7.999956572723137,1.0647107369924282
UAV_014,1.8051,24.491,22.991,-58.355,1.39e-06,107.024,1.712,1.1,-85.3,0.006,0.0,0.0,100.0,7.645,242.2,11.5,UAV,4.682353424658741,5.856984887303944,0.7419373447293773
UAV_015,2.074,23.085,19.885,-59.458,1.12e-06,92.684,1.114,1.0,-40.9,0.007,0.0,0.0,100.0,6.62,349.4,16.0,UAV,4.5399274169261545,5.950781589567061,0.6931471805599453
UAV_016,0.5993999999999999,39.566,38.166,-50.117,1e-08,177.502,1.304,0.1,-87.7,0.002,0.0,0.0,100.0,12.679,349.9,19.2,UAV,5.184599805638717,7.999956572723137,0.09531017980432487
UAV_017,1.5026,24.284,20.284,-57.158,1.11e-06,94.523,1.41,2.6,105.0,0.005,0.0,0.0,100.0,6.752,360.0,14.1,UAV,4.559367056186277,5.954676629957229,1.2809338454620645
UAV_018,0.8716,34.415,29.515,-52.693,1e-08,137.287,1.806,2.4,79.5,0.003,0.0,0.0,100.0,9.806,305.9,10.6,UAV,4.929331235698704,7.999956572723137,1.2237754316221157
UAV_019,1.3567,26.371,23.871,-56.214,1.31e-06,111.101,1.609,2.6,32.3,0.005,0.0,0.0,100.0,7.936,215.0,18.5,UAV,4.719400250644927,5.882728372821857,1.2809338454620645
UAV_000,2.2724,20.191,16.091,-59.004,1.22e-06,75.326,1.815,0.6,86.1,0.008,0.0,0.0,91.319,5.38,74.6,11.3,UAV,4.335013640402129,5.913639813346314,0.4700036292457356
UAV_001,2.512,22.32,19.12,-58.24,1.05e-06,89.169,1.417,1.2,85.1,0.008,0.0,0.0,100.0,6.369,77.2,10.8,UAV,4.501685687287294,5.978810287316467,0.7884573603642702
UAV_002,1.5086,23.949,21.249,-57.525,1.01e-06,98.975,1.41,1.0,27.4,0.005,0.0,0.0,100.0,7.07,148.9,15.2,UAV,4.604920154732882,5.995678196223034,0.6931471805599453
UAV_003,1.9139,25.282,22.582,-56.559,1.41e-06,105.135,1.113,0.4,78.5,0.006,0.0,0.0,100.0,7.51,352.0,18.8,UAV,4.664711868696408,5.850780579334458,0.33647223662121295
UAV_004,0.6432,38.954,36.554,-50.123,1e-08,170.007,1.304,1.3,111.1,0.002,0.0,0.0,100.0,12.143,224.2,15.4,UAV,5.141704491337332,7.999956572723137,0.832909122935104
UAV_005,1.8865,28.608,26.508,-56.396,1e-08,123.324,1.313,2.8,-51.6,0.006,0.0,0.0,100.0,8.809,410.5,12.1,UAV,4.822891061133907,7.999956572723137,1.33500106673234
UAV_006,1.2435,27.028,24.628,-57.286,1.36e-06,114.607,1.708,1.1,-96.0,0.004,0.0,0.0,100.0,8.186,257.0,12.0,UAV,4.750196508038198,5.8664607722957225,0.7419373447293773
UAV_007,1.1572,32.153,28.753,-54.723,1e-08,133.749,1.108,1.9,128.8,0.004,0.0,0.0,100.0,9.553,163.0,19.6,UAV,4.903413788611291,7.999956572723137,1.0647107369924282
UAV_008,1.5297,30.629,29.529,-54.786,1e-08,137.351,1.31,1.3,15.8,0.005,0.0,0.0,100.0,9.811,180.7,10.5,UAV,4.929793934251626,7.999956572723137,0.832909122935104
UAV_009,0.4513999999999999,45.03,41.23,-47.985,1e-08,191.752,1.903,1.9,121.6,0.002,0.0,0.0,100.0,13.697,203.3,16.7,UAV,5.261404388524497,7.999956572723137,1.0647107369924282
UAV_010,1.2639,26.634,25.534,-57.683,1e-08,118.807,1.108,2.9,31.6,0.004,21.0,0.853,100.0,8.486,161.3,13.6,UAV,4.785882114692204,7.999956572723137,1.3609765531356006
UAV_011,0.2956,49.007,44.607,-45.897,1e-08,207.452,1.602,1.2,-1.9,0.001,0.0,0.0,100.0,14.818,252.0,16.4,UAV,5.339708798907787,7.999956572723137,0.7884573603642702
UAV_012,1.6576,32.731,27.831,-53.634,1e-08,129.468,1.611,3.0,130.2,0.006,0.0,0.0,100.0,9.248,448.3,17.2,UAV,4.871127985965712,7.999956572723137,1.3862943611198906
UAV_013,1.6437,29.704,25.804,-55.648,1e-08,120.062,1.111,2.4,63.4,0.005,0.0,0.0,100.0,8.576,289.0,19.6,UAV,4.796302811060596,7.999956572723137,1.2237754316221157
UAV_014,1.6767,23.632,21.232,-57.784,1.16e-06,98.894,1.611,0.9,123.2,0.006,0.0,0.0,100.0,7.064,240.7,16.6,UAV,4.60410962379077,5.935541636381448,0.6418538861723948
UAV_015,2.2655,21.418,17.518,-59.491,1.33e-06,81.824,1.215,1.3,49.3,0.008,0.0,0.0,96.311,5.845,394.0,19.3,UAV,4.416717874463812,5.876148032495832,0.832909122935104
UAV_016,0.5393,43.684,42.484,-48.858,1e-08,197.582,1.804,2.2,-53.0,0.002,0.0,0.0,100.0,14.113,356.1,11.6,UAV,5.291202113062435,7.999956572723137,1.1631508098056809
UAV_017,1.3604,25.447,21.147,-57.876,1.34e-06,98.504,1.009,1.3,-113.1,0.005,0.0,0.0,100.0,7.036,350.2,15.0,UAV,4.600197844361533,5.872894877534954,0.832909122935104
UAV_018,0.7741,39.945,34.945,-49.928,1e-08,162.525,1.005,1.5,123.7,0.003,0.0,0.0,100.0,11.609,317.1,16.5,UAV,5.096965883847276,7.999956572723137,0.9162907318741551
UAV_019,1.4576,31.148,27.948,-55.226,1e-08,130.012,1.01,1.1,-18.8,0.005,0.0,0.0,100.0,9.287,195.7,10.8,UAV,4.875288922059283,7.999956572723137,0.7419373447293773
UAV_000,2.1861,20.928,19.128,-59.736,1.42e-06,89.203,1.315,1.9,109.6,0.007,0.0,0.0,100.0,6.372,76.2,13.7,UAV,4.5020626859389985,5.847711349775866,1.0647107369924282
UAV_001,2.6303,22.221,18.821,-59.59,1.4e-06,87.793,1.818,3.0,110.3,0.009,0.0,0.0,100.0,6.271,69.9,14.0,UAV,4.48630781806214,5.853871654111528,1.3862943611198906
UAV_002,1.5722,25.091,20.691,-58.055,1.21e-06,96.399,1.21,1.3,24.3,0.005,0.0,0.0,100.0,6.886,166.7,13.5,UAV,4.578815943655332,5.9172142707626385,0.832909122935104
UAV_003,1.8129,23.753,21.153,-58.123,1.23e-06,98.532,1.412,1.8,-54.3,0.006,0.0,0.0,100.0,7.038,351.1,13.0,UAV,4.600479200499968,5.9100945354758005,1.0296194171811583
UAV_004,0.5444,42.103,39.903,-48.449,1e-08,185.577,1.804,2.6,129.2,0.002,0.0,0.0,100.0,13.255,208.7,17.9,UAV,5.228844022509776,7.999956572723137,1.2809338454620645
UAV_005,1.8466,24.694,22.394,-56.853,1.09e-06,104.262,1.612,2.4,68.7,0.006,0.0,0.0,100.0,7.447,397.5,16.1,UAV,4.656452480315141,5.962573103624255,1.2237754316221157
UAV_006,1.4330999999999998,26.895,23.295,-56.552,1.17e-06,108.434,1.81,1.2,-159.2,0.005,0.0,0.0,100.0,7.745,253.2,19.9,UAV,4.695321627809916,5.931813767062132,0.7884573603642702
UAV_007,1.016,27.283,24.483,-55.959,1.42e-06,113.933,1.107,0.4,93.3,0.003,0.0,0.0,100.0,8.138,139.3,14.2,UAV,4.744349349885204,5.847711349775866,0.33647223662121295
UAV_008,1.5173,23.4,21.8,-57.7,1.22e-06,101.516,1.21,0.8,20.9,0.005,0.0,0.0,100.0,7.251,173.0,13.9,UAV,4.630018883957482,5.913639813346314,0.5877866649021191
UAV_009,0.3629,47.124,42.724,-46.738,1e-08,198.699,1.102,0.9,78.6,0.001,0.0,0.0,100.0,14.193,207.0,10.8,UAV,5.296811232897965,7.999956572723137,0.6418538861723948
UAV_010,1.3344,30.915,28.115,-54.843,1e-08,130.784,1.509,1.2,-25.8,0.004,21.0,0.9,100.0,9.342,158.7,11.1,UAV,4.881164218644681,7.999956572723137,0.7884573603642702
UAV_011,0.2858,46.301,44.301,-46.25,1e-08,206.029,1.502,2.8,-1.3,0.001,0.0,0.0,100.0,14.716,246.1,11.6,UAV,5.332858880071112,7.999956572723137,1.33500106673234
UAV_012,1.559,34.464,30.864,-53.668,1e-08,143.557,1.31,0.2,-89.3,0.005,0.0,0.0,100.0,10.254,423.1,11.8,UAV,4.973673893439968,7.999956572723137,0.18232155679395462
UAV_013,1.6289,29.383,25.383,-56.109,1e-08,118.106,1.911,2.5,39.1,0.005,0.0,0.0,100.0,8.436,288.2,12.1,UAV,4.780013852926087,7.999956572723137,1.252762968495368
UAV_014,1.8035,26.598,24.698,-56.901,1.05e-06,114.933,1.212,1.5,-121.7,0.006,0.0,0.0,100.0,8.21,242.1,16.4,UAV,4.7530124380322984,5.978810287316467,0.9162907318741551
UAV_015,2.1593,22.835,18.235,-59.083,1.12e-06,85.104,1.314,0.4,-27.3,0.007,0.0,0.0,98.821,6.079,369.3,10.7,UAV,4.455555867961997,5.950781589567061,0.33647223662121295
UAV_016,0.4977,41.882,38.282,-48.759,1e-08,178.042,1.503,1.8,-56.2,0.002,0.0,0.0,100.0,12.717,362.6,12.3,UAV,5.187620415189338,7.999956572723137,1.0296194171811583
UAV_017,1.2164,33.919,30.619,-52.64,1e-08,142.418,1.308,2.9,-116.1,0.004,0.0,0.0,100.0,10.173,340.1,15.4,UAV,4.965763443300718,7.999956572723137,1.3609765531356006
UAV_018,0.7027,40.886,39.086,-48.757,1e-08,181.779,1.905,1.6,122.9,0.002,0.0,0.0,100.0,12.984,328.2,16.4,UAV,5.208277772770987,7.999956572723137,0.9555114450274365
UAV_019,1.3252000000000002,24.576,21.476,-57.812,1.45e-06,100.019,1.409,2.3,24.8,0.004,0.0,0.0,100.0,7.144,221.1,14.2,UAV,4.615308617961015,5.838631698251692,1.1939224684724346
UAV_000,2.0798,22.161,19.961,-59.22,1.29e-06,93.034,1.514,2.3,145.6,0.007,0.0,0.0,100.0,6.645,78.2,18.2,UAV,4.543656418999218,5.889409953038492,1.1939224684724346
UAV_001,2.5313000000000003,25.954,22.054,-57.523,1.16e-06,102.692,1.917,3.0,-92.2,0.008,0.0,0.0,100.0,7.335,76.0,11.7,UAV,4.6414249666472625,5.935541636381448,1.3862943611198906
UAV_002,1.6684,26.575,23.075,-56.213,1.4e-06,107.413,1.211,3.0,31.9,0.006,0.0,0.0,100.0,7.672,190.1,17.7,UAV,4.685948008014236,5.853871654111528,1.3862943611198906
UAV_003,1.6810999999999998,27.209,24.909,-56.295,1.12e-06,115.91,1.011,1.6,-74.3,0.006,0.0,0.0,100.0,8.279,349.9,17.8,UAV,4.761404408018728,5.950781589567061,0.9555114450274365
UAV_004,0.5043,44.167,42.867,-48.716,1e-08,199.363,1.103,1.0,84.4,0.002,0.0,0.0,100.0,14.24,198.5,11.7,UAV,5.300130721425834,7.999956572723137,0.6931471805599453
UAV_005,1.8826,22.526,19.726,-58.937,1.22e-06,91.954,1.113,1.8,-62.7,0.006,0.0,0.0,100.0,6.568,409.4,14.7,UAV,4.53210474713071,5.913639813346314,1.0296194171811583
UAV_006,1.2473,28.202,24.402,-55.199,1.34e-06,113.558,1.208,1.6,156.0,0.004,0.0,0.0,100.0,8.111,256.9,19.5,UAV,4.741081244959383,5.872894877534954,0.9555114450274365
UAV_007,0.8553999999999999,35.677,31.977,-51.661,1e-08,148.729,1.906,2.3,106.4,0.003,0.0,0.0,100.0,10.624,112.3,16.2,UAV,5.008826993439019,7.999956572723137,1.1939224684724346
UAV_008,1.5173,28.199,25.899,-56.4,1e-08,120.502,1.81,1.3,20.3,0.005,0.0,0.0,100.0,8.607,165.6,13.5,UAV,4.799930723550474,7.999956572723137,0.832909122935104
UAV_009,0.2735,49.781,44.981,-45.71,1e-08,209.193,1.902,0.2,97.6,0.001,0.0,0.0,100.0,14.942,211.5,13.4,UAV,5.348026156270833,7.999956572723137,0.18232155679395462
UAV_010,1.2329,32.402,29.602,-54.799,1e-08,137.692,1.908,2.5,37.9,0.004,0.0,0.0,100.0,9.835,162.5,16.3,UAV,4.932255647214639,7.999956572723137,1.252762968495368
UAV_011,0.3539,50.744,49.044,-45.628,1e-08,228.09,1.702,2.8,-2.1,0.001,0.0,0.0,100.0,16.292,237.2,17.8,UAV,5.434114939445257,7.999956572723137,1.33500106673234
UAV_012,1.7062,26.681,22.881,-55.76,1.17e-06,106.514,1.411,1.7,132.5,0.006,0.0,0.0,100.0,7.608,460.5,17.5,UAV,4.677621071646334,5.931813767062132,0.9932517730102834
UAV_013,1.6232,28.714,24.714,-56.543,1.22e-06,115.004,1.111,0.6,53.1,0.005,0.0,0.0,100.0,8.215,287.1,16.4,UAV,4.753624673270469,5.913639813346314,0.4700036292457356
UAV_014,1.6684,27.375,25.075,-57.113,1e-08,116.678,1.211,2.1,129.9,0.006,0.0,0.0,100.0,8.334,240.6,17.5,UAV,4.7679520809074285,7.999956572723137,1.1314021114911006
UAV_015,2.341,24.033,20.533,-57.684,1.07e-06,95.67,1.316,1.1,46.8,0.008,0.0,0.0,100.0,6.834,411.6,18.3,UAV,4.571303116476514,5.970615816432287,0.7419373447293773
UAV_016,0.4846,48.514,45.814,-46.343,1e-08,213.067,1.103,2.0,-46.6,0.002,0.0,0.0,100.0,15.219,368.0,10.2,UAV,5.366289050133398,7.999956572723137,1.0986122886681096
UAV_017,1.1043,30.959,28.259,-55.12,1e-08,131.455,1.007,2.2,-92.0,0.004,0.0,0.0,100.0,9.39,332.1,12.2,UAV,4.886242965099937,7.999956572723137,1.1631508098056809
UAV_018,0.6634,44.385,41.385,-47.708,1e-08,192.47,1.304,2.7,133.4,0.002,0.0,0.0,100.0,13.748,340.3,17.8,UAV,5.265122461690396,7.999956572723137,1.308332819650179
UAV_019,1.4247999999999998,27.946,26.146,-55.727,1e-08,121.646,1.209,1.8,-18.7,0.005,0.0,0.0,100.0,8.689,202.0,10.7,UAV,4.809302157045895,7.999956572723137,1.0296194171811583
UAV_000,2.0177,26.924,23.924,-56.038,1.34e-06,111.344,1.113,3.0,92.8,0.007,0.0,0.0,100.0,7.953,79.5,11.6,UAV,4.721565592665879,5.872894877534954,1.3862943611198906
UAV_001,2.6808,25.556,20.556,-57.822,1.15e-06,95.776,1.218,2.3,138.6,0.009,0.0,0.0,100.0,6.841,66.9,17.6,UAV,4.572399029657547,5.939301781999177,1.1939224684724346
UAV_002,1.7579,22.221,19.021,-59.09,1.03e-06,88.712,1.412,1.6,26.5,0.006,0.0,0.0,100.0,6.337,209.6,14.7,UAV,4.496604539381317,5.987162353649905,0.9555114450274365
UAV_003,1.819,25.624,23.724,-56.788,1.01e-06,110.419,1.912,1.1,77.7,0.006,0.0,0.0,100.0,7.887,351.2,18.6,UAV,4.71329786950303,5.995678196223034,0.7419373447293773
UAV_004,0.5043,38.067,35.267,-50.366,1e-08,164.023,1.403,0.6,84.4,0.002,0.0,0.0,100.0,11.716,198.5,11.7,UAV,5.106084858125542,7.999956572723137,0.4700036292457356
UAV_005,1.8539,24.459,20.959,-57.67,1.36e-06,97.636,1.912,1.4,48.2,0.006,0.0,0.0,100.0,6.974,400.3,11.3,UAV,4.591436306533449,5.8664607722957225,0.8754687373538999
UAV_006,1.4005,26.695,23.795,-56.452,1.25e-06,110.748,1.509,2.0,-128.8,0.005,0.0,0.0,100.0,7.911,253.9,16.1,UAV,4.716246336241801,5.903089639556497,1.0986122886681096
UAV_007,0.7437999999999999,35.292,32.692,-51.454,1e-08,152.053,1.505,1.0,74.3,0.002,0.0,0.0,100.0,10.861,93.5,11.3,UAV,5.030784266636754,7.999956572723137,0.6931471805599453
UAV_008,1.5288,27.534,23.234,-56.833,1.17e-06,108.149,1.41,1.0,19.7,0.005,0.0,0.0,100.0,7.725,158.4,13.1,UAV,4.692713921249907,5.931813767062132,0.6931471805599453
UAV_009,0.2368,54.834,50.334,-42.383,1e-08,234.089,1.002,2.6,141.2,0.001,0.0,0.0,100.0,16.721,218.0,19.4,UAV,5.459964165850808,7.999956572723137,1.2809338454620645
UAV_010,1.3325,28.128,25.428,-55.236,1e-08,118.315,1.209,1.1,-37.2,0.004,0.0,0.0,100.0,8.451,158.8,16.0,UAV,4.781767054645179,7.999956572723137,0.7419373447293773
UAV_011,0.434,46.771,44.371,-47.115,1e-08,206.357,1.703,0.7,-1.4,0.001,0.0,0.0,100.0,14.74,231.3,11.7,UAV,5.3344419454666605,7.999956572723137,0.5306282510621704
UAV_012,1.6038,32.318,31.018,-54.841,1e-08,144.272,1.611,2.6,-91.6,0.005,0.0,0.0,100.0,10.305,434.6,12.1,UAV,4.9786078472574955,7.999956572723137,1.2809338454620645
UAV_013,1.6354000000000002,25.849,22.649,-57.176,1.27e-06,105.442,1.411,1.2,56.9,0.005,0.0,0.0,100.0,7.532,286.0,17.6,UAV,4.667600235861558,5.8961959370800185,0.7884573603642702
UAV_014,1.802,29.206,26.406,-55.697,1e-08,122.853,1.212,1.6,-128.4,0.006,0.0,0.0,100.0,8.775,242.1,17.3,UAV,4.819095378492222,7.999956572723137,0.9555114450274365
UAV_015,2.2397,25.217,22.117,-57.991,1.07e-06,102.984,1.715,2.7,-26.1,0.007,0.0,0.0,100.0,7.356,388.0,10.2,UAV,4.644237041151993,5.970615816432287,1.308332819650179
UAV_016,0.5182,42.932,39.532,-49.034,1e-08,183.853,1.303,1.2,-89.6,0.002,0.0,0.0,100.0,13.132,378.3,19.6,UAV,5.219560914626115,7.999956572723137,0.7884573603642702
UAV_017,0.9302,37.749,36.349,-50.225,1e-08,169.055,1.706,0.5,-147.1,0.003,0.0,0.0,100.0,12.075,319.3,19.5,UAV,5.1361219141376715,7.999956572723137,0.4054651081081644
UAV_018,0.6696,40.205,39.005,-49.398,1e-08,181.403,1.504,2.0,128.2,0.002,0.0,0.0,100.0,12.957,351.9,17.1,UAV,5.206218524873395,7.999956572723137,1.0986122886681096
UAV_019,1.2836,31.552,30.252,-54.824,1e-08,140.712,1.509,1.1,26.5,0.004,0.0,0.0,100.0,10.051,229.1,15.2,UAV,4.953796829067227,7.999956572723137,0.7419373447293773
UAV_000,1.9452,27.942,25.342,-55.829,1e-08,117.916,1.713,2.0,119.2,0.006,0.0,0.0,100.0,8.423,81.2,14.9,UAV,4.778417361506338,7.999956572723137,1.0986122886681096
UAV_001,2.5616,22.251,18.351,-58.975,1.45e-06,85.637,1.517,1.1,-110.3,0.009,0.0,0.0,99.228,6.117,74.1,14.0,UAV,4.461726976054459,5.838631698251692,0.7419373447293773
UAV_002,1.6489,27.677,25.477,-55.661,1e-08,118.543,1.711,2.0,-32.6,0.005,0.0,0.0,100.0,8.467,185.7,18.1,UAV,4.783676139283312,7.999956572723137,1.0986122886681096
UAV_003,1.7386,23.717,21.017,-57.942,1.27e-06,97.903,1.512,2.2,-44.7,0.006,0.0,0.0,100.0,6.993,350.4,10.7,UAV,4.594139571838984,5.8961959370800185,1.1631508098056809
UAV_004,0.3581999999999999,50.539,47.139,-44.93,1e-08,219.23,1.602,1.9,-12.0,0.001,0.0,0.0,100.0,15.659,189.7,16.2,UAV,5.3946724547908,7.999956572723137,1.0647107369924282
UAV_005,1.8951,27.268,24.968,-56.366,1.16e-06,116.184,1.813,0.2,-66.5,0.006,0.0,0.0,100.0,8.299,412.8,15.6,UAV,4.763745349052045,5.935541636381448,0.18232155679395462
UAV_006,1.2189,33.101,30.901,-52.549,1e-08,143.729,1.708,2.0,152.8,0.004,0.0,0.0,100.0,10.266,257.5,19.1,UAV,4.974863028208107,7.999956572723137,1.0986122886681096
UAV_007,0.6325,35.099,33.799,-52.55,1e-08,157.198,1.804,1.4,74.3,0.002,0.0,0.0,100.0,11.228,74.7,11.3,UAV,5.063847413028609,7.999956572723137,0.8754687373538999
UAV_008,1.5611,30.053,26.453,-54.774,1e-08,123.068,1.21,1.9,26.2,0.005,0.0,0.0,100.0,8.791,148.8,17.4,UAV,4.820829802392557,7.999956572723137,1.0647107369924282
UAV_009,0.3263,49.15,47.35,-44.525,1e-08,220.21,1.302,1.3,131.8,0.001,0.0,0.0,100.0,15.729,224.1,18.1,UAV,5.399112476582931,7.999956572723137,0.832909122935104
UAV_010,1.2283,27.135,22.935,-57.133,1.39e-06,106.765,1.708,3.0,39.1,0.004,0.0,0.0,100.0,7.626,162.7,16.8,UAV,4.679952930431777,5.856984887303944,1.3862943611198906
UAV_011,0.5605,42.549,40.249,-48.625,1e-08,187.189,1.004,1.8,-1.8,0.002,0.0,0.0,100.0,13.371,223.5,15.5,UAV,5.237446776984015,7.999956572723137,1.0296194171811583
UAV_012,1.4775999999999998,32.63,29.23,-53.685,1e-08,135.964,1.61,0.3,-116.6,0.005,0.0,0.0,100.0,9.712,401.6,15.4,UAV,4.919718117574433,7.999956572723137,0.26236426446749106
UAV_013,1.6713,28.86,25.76,-55.47,1e-08,119.856,1.111,0.1,64.1,0.006,0.0,0.0,100.0,8.561,284.7,19.8,UAV,4.794599754241424,7.999956572723137,0.09531017980432487
UAV_014,1.7193,22.214,20.214,-58.593,1.09e-06,94.2,1.111,0.1,78.7,0.006,0.0,0.0,100.0,6.729,241.2,10.6,UAV,4.55597994179732,5.962573103624255,0.09531017980432487
UAV_015,2.081,26.256,21.656,-57.272,1.48e-06,100.851,1.114,2.4,-40.9,0.007,0.0,0.0,100.0,7.204,351.0,16.0,UAV,4.623510960984949,5.829737991162924,1.2237754316221157
UAV_016,0.6132000000000001,46.269,43.569,-46.065,1e-08,202.629,1.504,2.0,-87.7,0.002,0.0,0.0,100.0,14.473,388.5,19.2,UAV,5.316299710682615,7.999956572723137,1.0986122886681096
UAV_017,0.7671,36.224,33.924,-52.688,1e-08,157.78,1.905,1.0,-146.3,0.003,0.0,0.0,100.0,11.27,306.6,19.4,UAV,5.067519596296967,7.999956572723137,0.6931471805599453
UAV_018,0.7282000000000001,42.776,38.976,-49.612,1e-08,181.269,1.305,1.4,147.7,0.002,0.0,0.0,100.0,12.948,365.3,19.7,UAV,5.205483617855412,7.999956572723137,0.8754687373538999
UAV_019,1.379,27.03,24.23,-56.485,1.2e-06,112.76,1.709,1.4,-18.0,0.005,0.0,0.0,100.0,8.054,210.7,10.3,UAV,4.73409096605493,5.920818392040458,0.8754687373538999
UAV_000,1.8873,22.004,18.604,-59.198,1.23e-06,86.799,1.513,1.5,108.0,0.006,0.0,0.0,100.0,6.2,82.7,13.5,UAV,4.4750501110545695,5.9100945354758005,0.9162907318741551
UAV_001,2.5616,21.251,16.651,-58.575,1.09e-06,77.87,1.317,3.0,-110.3,0.009,0.0,0.0,93.278,5.562,74.1,14.0,UAV,4.3678009274099,5.962573103624255,1.3862943611198906
UAV_002,1.7130999999999998,22.445,19.545,-59.077,1.26e-06,91.122,1.411,1.3,19.6,0.006,0.0,0.0,100.0,6.509,200.1,10.9,UAV,4.523113785528793,5.899629110204414,0.832909122935104
UAV_003,1.8754,25.559,23.959,-56.521,1.14e-06,111.507,1.113,2.1,75.2,0.006,0.0,0.0,100.0,7.965,351.7,18.0,UAV,4.723015441930975,5.943094767703623,1.1314021114911006
UAV_004,0.2128,56.16,52.86,-42.92,1e-08,245.835,1.401,2.7,-14.8,0.001,0.0,0.0,100.0,17.56,178.9,19.9,UAV,5.508720097211411,7.999956572723137,1.308332819650179
UAV_005,1.8489,28.583,25.583,-56.609,1e-08,119.033,1.112,1.1,76.4,0.006,0.0,0.0,100.0,8.502,398.4,17.9,UAV,4.787766704976477,7.999956572723137,0.7419373447293773
UAV_006,1.347,27.733,24.133,-57.133,1.02e-06,112.315,1.709,1.3,-108.0,0.004,0.0,0.0,100.0,8.023,254.9,13.5,UAV,4.730171551150894,5.991399402459387,0.832909122935104
UAV_007,0.7655,31.842,30.142,-53.479,1e-08,140.203,1.505,1.9,-88.7,0.003,0.0,0.0,100.0,10.014,97.2,13.5,UAV,4.950198571292362,7.999956572723137,1.0647107369924282
UAV_008,1.6202,27.23,23.33,-55.485,1.4e-06,108.593,1.711,2.2,30.0,0.005,0.0,0.0,100.0,7.757,137.9,19.9,UAV,4.69677350386109,5.853871654111528,1.1631508098056809
UAV_009,0.4811,42.575,39.075,-48.912,1e-08,181.731,1.603,2.4,139.8,0.002,0.0,0.0,100.0,12.981,230.5,19.2,UAV,5.208015126056664,7.999956572723137,1.2237754316221157
UAV_010,1.3000999999999998,30.342,26.442,-54.829,1e-08,123.018,1.309,0.9,-27.5,0.004,0.0,0.0,100.0,8.787,159.9,11.8,UAV,4.820426716360479,7.999956572723137,0.6418538861723948
UAV_011,0.6748999999999999,38.636,34.136,-50.782,1e-08,158.763,1.304,1.1,-1.5,0.002,0.0,0.0,100.0,11.34,217.0,12.9,UAV,5.073691467098503,7.999956572723137,0.7419373447293773
UAV_012,1.6222,31.819,28.619,-54.991,1e-08,133.125,1.911,2.4,133.3,0.005,0.0,0.0,100.0,9.509,439.3,17.6,UAV,4.898772200950862,7.999956572723137,1.2237754316221157
UAV_013,1.7234,27.993,24.093,-56.003,1.44e-06,112.128,1.611,2.2,58.6,0.006,0.0,0.0,100.0,8.009,283.5,18.1,UAV,4.728519921005476,5.841637206311465,1.1631508098056809
UAV_014,1.8354,22.846,19.946,-59.377,1.25e-06,92.968,1.112,1.4,-109.8,0.006,0.0,0.0,100.0,6.641,242.5,14.8,UAV,4.542954298780164,5.903089639556497,0.8754687373538999
UAV_015,2.2566,26.652,23.552,-57.274,1.44e-06,109.622,1.915,2.2,45.2,0.008,0.0,0.0,100.0,7.83,392.0,17.7,UAV,4.7061189843163085,5.841637206311465,1.1631508098056809
UAV_016,0.6968,40.958,39.758,-49.321,1e-08,184.906,1.105,2.6,-57.1,0.002,0.0,0.0,100.0,13.208,395.1,12.5,UAV,5.225241169623449,7.999956572723137,1.2809338454620645
UAV_017,0.6862,34.791,32.191,-53.604,1e-08,149.725,1.505,1.9,-78.4,0.002,0.0,0.0,100.0,10.695,299.8,10.4,UAV,5.0154569843754695,7.999956572723137,1.0647107369924282
UAV_018,0.7857000000000001,36.116,32.216,-52.242,1e-08,149.838,1.405,2.5,89.2,0.003,0.0,0.0,100.0,10.703,373.4,11.9,UAV,5.016206413219782,7.999956572723137,1.252762968495368
UAV_019,1.379,26.63,22.93,-57.585,1.01e-06,106.741,1.509,2.5,-18.0,0.005,0.0,0.0,100.0,7.624,210.7,10.3,UAV,4.679730198813175,5.995678196223034,1.252762968495368
UAV_000,1.8398,23.925,19.525,-58.037,1.33e-06,91.031,1.912,2.8,102.4,0.006,0.0,0.0,100.0,6.502,84.2,12.8,UAV,4.52212547681368,5.876148032495832,1.33500106673234
UAV_001,2.4428,23.663,19.963,-58.168,1.11e-06,93.046,1.116,0.2,-35.0,0.008,0.0,0.0,100.0,6.646,89.1,13.9,UAV,4.543784024273743,5.954676629957229,0.18232155679395462
UAV_002,1.6216,28.922,25.122,-55.839,1e-08,116.897,1.811,0.5,-28.4,0.005,0.0,0.0,100.0,8.35,179.2,15.8,UAV,4.769811361926967,7.999956572723137,0.4054651081081644
UAV_003,1.7571,25.925,23.725,-56.438,1.24e-06,110.423,1.212,2.5,-64.7,0.006,0.0,0.0,100.0,7.887,350.6,15.5,UAV,4.713333769378282,5.90657796460042,1.252762968495368
