UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UAV_011,1.7473,22.269,17.669,-57.966,1.49e-06,82.514,1.212,0.2,1.5,0.006,11.0,0.505,96.84,5.894,161.0,11.8,UAV,4.4250142824733185,5.826813440115017,0.18232155679395462
UAV_012,2.6401,23.789,20.989,-58.106,1.08e-06,97.772,1.818,1.9,86.1,0.009,0.0,0.0,100.0,6.984,308.9,11.0,UAV,4.592814163778507,5.966575842388716,1.0647107369924282
UAV_013,1.3632,31.33,28.33,-53.535,1e-08,131.784,1.009,1.1,-128.4,0.005,0.0,0.0,100.0,9.413,475.7,19.2,UAV,4.888723747856092,7.999956572723137,0.7419373447293773
UAV_014,0.7435,33.295,29.795,-53.253,1e-08,138.588,1.805,0.3,44.0,0.002,0.0,0.0,100.0,9.899,149.7,11.2,UAV,4.938695226748123,7.999956572723137,0.26236426446749106
UAV_015,2.2072,27.844,22.944,-55.978,1.4e-06,106.808,1.215,2.2,-27.6,0.007,0.0,0.0,100.0,7.629,380.5,10.9,UAV,4.680351867224142,5.853871654111528,1.1631508098056809
UAV_016,1.098,34.809,32.209,-53.396,1e-08,149.806,1.207,0.3,-10.2,0.004,0.0,0.0,100.0,10.7,325.6,14.3,UAV,5.015994242580751,7.999956572723137,0.26236426446749106
UAV_017,1.8147,23.045,18.445,-58.178,1.41e-06,86.067,1.612,0.4,99.8,0.006,0.0,0.0,99.556,6.148,362.2,15.4,UAV,4.466677937210758,5.850780579334458,0.33647223662121295
UAV_018,1.0032,27.093,23.093,-55.554,1.03e-06,107.496,1.907,2.4,-47.9,0.003,0.0,0.0,100.0,7.678,175.8,10.3,UAV,4.6867133059414865,5.987162353649905,1.2237754316221157
UAV_019,1.0194,27.821,24.421,-55.19,1.32e-06,113.646,1.007,2.2,86.0,0.003,6.0,0.133,100.0,8.118,202.4,11.5,UAV,4.74184911990331,5.879425739783303,1.1631508098056809
UAV_000,1.1696,31.873,27.773,-53.963,1e-08,129.199,1.308,0.6,39.3,0.004,7.0,0.187,100.0,9.229,381.5,15.4,UAV,4.8690640492534225,7.999956572723137,0.4700036292457356
UAV_001,1.5423,34.058,30.558,-53.971,1e-08,142.132,1.91,2.6,38.3,0.005,0.0,0.0,100.0,10.152,402.1,15.2,UAV,4.963767281409476,7.999956572723137,1.2809338454620645
UAV_002,1.1906,31.006,28.706,-54.697,1e-08,133.529,1.108,1.6,-132.6,0.004,0.0,0.0,100.0,9.538,297.6,16.6,UAV,4.901779789183569,7.999956572723137,0.9555114450274365
UAV_003,1.6763,28.734,24.034,-56.133,1.03e-06,111.854,1.611,0.3,-76.0,0.006,0.0,0.0,100.0,7.99,349.8,18.3,UAV,4.726094947916723,5.987162353649905,0.26236426446749106
UAV_004,0.499,41.059,37.659,-49.47,1e-08,175.145,1.203,0.5,-8.6,0.002,0.0,0.0,100.0,12.51,147.8,11.5,UAV,5.171307519485154,7.999956572723137,0.4054651081081644
UAV_005,0.8145,33.622,30.122,-53.089,1e-08,140.106,1.105,0.8,85.4,0.003,9.0,0.181,100.0,10.008,80.7,19.3,UAV,4.949511380988,7.999956572723137,0.5877866649021191
UAV_006,1.2432999999999998,32.529,30.129,-54.335,1e-08,140.141,1.108,3.0,155.8,0.004,0.0,0.0,100.0,10.01,407.4,19.5,UAV,4.949759390711252,7.999956572723137,1.3862943611198906
UAV_007,1.4267999999999998,24.034,19.634,-58.983,1.32e-06,91.529,1.01,0.6,-85.4,0.005,0.0,0.0,100.0,6.538,334.6,16.1,UAV,4.527522108896801,5.879425739783303,0.4700036292457356
UAV_008,1.2462,35.209,33.509,-53.396,1e-08,155.849,1.708,2.4,55.5,0.004,0.0,0.0,100.0,11.132,390.9,11.1,UAV,5.055283559098353,7.999956572723137,1.2237754316221157
UAV_009,1.2312,26.214,23.314,-56.793,1.42e-06,108.52,1.808,2.0,45.8,0.004,0.0,0.0,100.0,7.751,272.5,17.9,UAV,4.696107180980193,5.847711349775866,1.0986122886681096
UAV_010,0.9976,31.209,28.709,-54.096,1e-08,133.543,1.407,0.5,-129.4,0.003,15.0,0.433,100.0,9.539,324.0,18.1,UAV,4.901883850550137,7.999956572723137,0.4054651081081644
UAV_011,1.5729000000000002,22.632,20.632,-58.784,1.07e-06,96.127,1.51,0.4,2.3,0.005,11.0,0.455,100.0,6.866,170.2,17.7,UAV,4.57601940049639,5.970615816432287,0.33647223662121295
UAV_012,2.6401,22.389,19.989,-59.106,1.25e-06,93.162,1.418,0.1,86.1,0.009,0.0,0.0,100.0,6.654,308.9,11.0,UAV,4.545016703168248,5.903089639556497,0.09531017980432487
UAV_013,1.4946,34.53,31.33,-52.935,1e-08,145.723,1.81,0.8,105.0,0.005,0.0,0.0,100.0,10.409,493.9,15.7,UAV,4.988546455409257,7.999956572723137,0.5877866649021191
UAV_014,0.8429,31.006,27.106,-53.797,1e-08,126.101,1.806,1.3,45.6,0.003,0.0,0.0,100.0,9.007,163.2,11.6,UAV,4.844982045985071,7.999956572723137,0.832909122935104
UAV_015,2.0942,25.001,20.401,-56.7,1.42e-06,95.06,1.214,2.2,-28.9,0.007,0.0,0.0,100.0,6.79,353.9,11.4,UAV,4.564972996236678,5.847711349775866,1.1631508098056809
UAV_016,0.9788,36.907,34.107,-51.446,1e-08,158.631,1.507,1.9,28.4,0.003,0.0,0.0,100.0,11.331,322.8,13.5,UAV,5.072864901743391,7.999956572723137,1.0647107369924282
UAV_017,1.7179,25.821,23.721,-57.489,1.34e-06,110.405,1.911,0.3,-65.5,0.006,0.0,0.0,100.0,7.886,349.1,10.1,UAV,4.713172209789369,5.872894877534954,0.26236426446749106
UAV_018,1.1017,33.68,29.68,-52.96,1e-08,138.053,1.407,2.8,-46.5,0.004,0.0,0.0,100.0,9.861,175.1,10.0,UAV,4.934855155420268,7.999956572723137,1.33500106673234
UAV_019,1.0404,26.741,21.841,-55.73,1.15e-06,101.705,1.507,2.8,106.9,0.003,6.0,0.136,100.0,7.265,201.3,14.3,UAV,4.631860801241136,5.939301781999177,1.33500106673234
UAV_000,0.9952,36.904,32.904,-50.648,1e-08,153.037,1.807,1.3,50.8,0.003,7.0,0.159,100.0,10.931,373.4,19.9,UAV,5.03719283329614,7.999956572723137,0.832909122935104
UAV_001,1.6027,22.924,19.224,-59.338,1.4e-06,89.644,1.711,0.6,-26.9,0.005,0.0,0.0,100.0,6.403,413.6,10.7,UAV,4.506939746372678,5.853871654111528,0.4700036292457356
UAV_002,1.361,30.743,26.743,-53.928,1e-08,124.418,1.909,0.3,142.1,0.005,0.0,0.0,100.0,8.887,288.8,17.8,UAV,4.8316521585677,7.999956572723137,0.26236426446749106
UAV_003,1.7652,28.985,25.085,-56.508,1e-08,116.725,1.612,2.3,50.6,0.006,0.0,0.0,100.0,8.338,350.7,12.2,UAV,4.768351396129618,7.999956572723137,1.1939224684724346
UAV_004,0.6726,31.366,27.666,-54.417,1e-08,128.7,1.904,2.3,-13.6,0.002,0.0,0.0,100.0,9.193,137.8,18.3,UAV,4.865224091322398,7.999956572723137,1.1939224684724346
UAV_005,0.6756,36.677,32.877,-51.761,1e-08,152.913,1.505,1.7,-85.9,0.002,9.0,0.15,100.0,10.922,79.1,19.4,UAV,5.036387507712755,7.999956572723137,0.9932517730102834
UAV_006,1.1816,36.371,33.871,-50.914,1e-08,157.533,1.008,2.6,-131.8,0.004,0.0,0.0,100.0,11.252,411.4,16.5,UAV,5.0659627735390735,7.999956572723137,1.2809338454620645
UAV_007,1.5303,30.026,25.526,-55.587,1e-08,118.768,1.71,1.0,-91.2,0.005,0.0,0.0,100.0,8.483,344.4,17.2,UAV,4.785556538147535,7.999956572723137,0.6931471805599453
UAV_008,1.1043,31.359,27.759,-53.42,1e-08,129.134,1.907,0.6,77.6,0.004,0.0,0.0,100.0,9.224,396.3,15.5,UAV,4.868564688808525,7.999956572723137,0.4700036292457356
UAV_009,1.2555999999999998,27.644,25.544,-56.478,1e-08,118.855,1.708,2.5,40.5,0.004,0.0,0.0,100.0,8.49,280.5,15.8,UAV,4.786282678825374,7.999956572723137,1.252762968495368
UAV_010,1.1161,37.383,35.483,-50.609,1e-08,165.024,1.907,0.3,-108.7,0.004,15.0,0.484,100.0,11.787,337.5,15.2,UAV,5.112132356219359,7.999956572723137,0.26236426446749106
UAV_011,1.7561,24.222,21.422,-57.289,1.24e-06,99.772,1.112,1.2,-2.4,0.006,11.0,0.508,100.0,7.127,160.5,18.6,UAV,4.612860539272098,5.90657796460042,0.7884573603642702
UAV_012,2.5145,25.712,23.312,-56.244,1.43e-06,108.511,1.417,2.0,-65.4,0.008,0.0,0.0,100.0,7.751,304.3,12.7,UAV,4.696025000832131,5.8446636588326095,1.0986122886681096
UAV_013,1.4011,34.091,31.091,-53.954,1e-08,144.612,1.409,1.3,-74.2,0.005,0.0,0.0,100.0,10.329,481.0,11.1,UAV,4.980945549948861,7.999956572723137,0.832909122935104
UAV_014,1.0196,32.352,28.952,-53.924,1e-08,134.674,1.007,2.6,77.4,0.003,0.0,0.0,100.0,9.62,186.2,19.7,UAV,4.910254949367672,7.999956572723137,1.2809338454620645
UAV_015,2.2271,25.666,20.866,-56.467,1.39e-06,97.207,1.415,2.6,34.0,0.007,0.0,0.0,100.0,6.943,385.2,13.4,UAV,4.587077495915624,5.856984887303944,1.2809338454620645
UAV_016,0.8724,38.406,37.006,-50.897,1e-08,172.109,1.606,0.3,26.3,0.003,0.0,0.0,100.0,12.293,320.1,12.5,UAV,5.153921453898162,7.999956572723137,0.26236426446749106
UAV_017,1.5551,26.486,24.586,-56.857,1.3e-06,114.412,1.61,1.7,-110.8,0.005,0.0,0.0,100.0,8.172,327.0,17.1,UAV,4.748508334802998,5.886056313620613,0.9932517730102834
UAV_018,1.2459,31.511,29.311,-54.344,1e-08,136.342,1.308,2.6,-68.0,0.004,0.0,0.0,100.0,9.739,174.1,14.6,UAV,4.922474165486383,7.999956572723137,1.2809338454620645
UAV_019,1.0716,27.98,24.38,-56.61,1.26e-06,113.458,1.907,1.2,87.4,0.004,6.0,0.14,100.0,8.104,200.4,11.7,UAV,4.740207943475159,5.899629110204414,0.7884573603642702
UAV_000,0.8579,36.052,33.752,-51.974,1e-08,156.98,1.106,0.4,42.3,0.003,0.0,0.0,100.0,11.213,366.6,16.6,UAV,5.062468442736273,7.999956572723137,0.33647223662121295
UAV_001,1.5168,27.802,26.402,-56.599,1e-08,122.834,1.31,0.5,39.0,0.005,0.0,0.0,100.0,8.774,396.9,15.5,UAV,4.8189419590552935,7.999956572723137,0.4054651081081644
UAV_002,1.1725,30.739,27.539,-53.931,1e-08,128.11,1.508,2.5,-157.3,0.004,0.0,0.0,100.0,9.151,298.5,19.7,UAV,4.860664754186628,7.999956572723137,1.252762968495368
UAV_003,1.9126,28.188,24.788,-55.006,1.1e-06,115.351,1.813,1.6,79.7,0.006,0.0,0.0,100.0,8.239,352.0,19.2,UAV,4.756611484468564,5.958606920028789,0.9555114450274365
UAV_004,0.8306,32.933,30.533,-52.934,1e-08,142.016,1.106,1.4,-12.1,0.003,0.0,0.0,100.0,10.144,129.0,16.3,UAV,4.962956512112787,7.999956572723137,0.8754687373538999
UAV_005,0.7825,32.778,29.778,-54.511,1e-08,138.508,1.605,1.9,67.3,0.003,9.0,0.174,100.0,9.893,80.3,15.2,UAV,4.938121947287357,7.999956572723137,1.0647107369924282
UAV_006,1.2222,34.778,31.978,-51.911,1e-08,148.732,1.608,2.1,91.1,0.004,0.0,0.0,100.0,10.624,408.7,11.4,UAV,5.00884702943703,7.999956572723137,1.1314021114911006
UAV_007,1.6628,28.304,27.004,-56.048,1e-08,125.629,1.411,0.4,-104.4,0.006,0.0,0.0,100.0,8.973,355.7,19.7,UAV,4.841261551408513,7.999956572723137,0.33647223662121295
UAV_008,0.983,31.17,27.57,-54.815,1e-08,128.255,1.707,2.2,68.1,0.003,0.0,0.0,100.0,9.161,400.9,13.6,UAV,4.86178719735984,7.999956572723137,1.1631508098056809
UAV_009,1.2933,26.787,23.087,-57.506,1.37e-06,107.471,1.109,2.7,36.1,0.004,0.0,0.0,100.0,7.676,287.5,14.1,UAV,4.6864828561485625,5.863279115840437,1.308332819650179
UAV_010,1.2461,30.469,27.069,-54.566,1e-08,125.928,1.808,1.2,-112.3,0.004,15.0,0.541,100.0,8.995,351.4,15.7,UAV,4.843619996559647,7.999956572723137,0.7884573603642702
UAV_011,1.6319,25.995,23.595,-57.303,1.05e-06,109.821,1.911,1.7,1.6,0.005,11.0,0.472,100.0,7.844,167.1,12.6,UAV,4.707916287040432,5.978810287316467,0.9932517730102834
UAV_012,2.3998000000000004,19.317,17.717,-59.741,1.18e-06,82.737,1.516,0.8,-59.8,0.008,0.0,0.0,97.011,5.91,300.1,11.6,UAV,4.427680934776105,5.928117624647859,0.5877866649021191
UAV_013,1.5425,27.156,23.956,-55.722,1.04e-06,111.494,1.61,1.7,111.6,0.005,0.0,0.0,100.0,7.964,500.0,16.7,UAV,4.722899886888869,5.982966243110573,0.9932517730102834
UAV_014,1.1905,28.707,26.307,-55.947,1e-08,122.392,1.708,2.6,72.3,0.004,0.0,0.0,100.0,8.742,207.6,18.4,UAV,4.815366279548026,7.999956572723137,1.2809338454620645
UAV_015,2.0882,23.625,18.625,-57.887,1.02e-06,86.896,1.614,2.0,-35.5,0.007,0.0,0.0,100.0,6.207,352.5,14.0,UAV,4.47615429739858,5.991399402459387,1.0986122886681096
UAV_016,0.764,33.559,31.659,-52.62,1e-08,147.25,1.905,0.4,28.4,0.003,0.0,0.0,100.0,10.518,317.3,13.5,UAV,4.998900037877835,7.999956572723137,0.33647223662121295
UAV_017,1.6682,26.876,25.576,-56.062,1e-08,119.002,1.311,2.0,77.1,0.006,0.0,0.0,100.0,8.5,342.4,11.9,UAV,4.787508409309825,7.999956572723137,1.0986122886681096
UAV_018,1.3657,30.914,28.714,-55.343,1e-08,133.567,1.309,0.5,-56.3,0.005,0.0,0.0,100.0,9.541,173.2,12.1,UAV,4.902062216274663,7.999956572723137,0.4054651081081644
UAV_019,1.1176,33.209,30.009,-53.595,1e-08,139.584,1.907,0.7,93.4,0.004,6.0,0.146,100.0,9.97,199.4,12.5,UAV,4.945805174892545,7.999956572723137,0.5306282510621704
UAV_000,0.7519,39.297,37.797,-49.851,1e-08,175.787,1.105,1.6,35.4,0.003,0.0,0.0,100.0,12.556,360.9,13.9,UAV,5.174945618088358,7.999956572723137,0.9555114450274365
UAV_001,1.5951,26.065,23.765,-57.267,1.23e-06,110.609,1.911,2.9,-35.7,0.005,0.0,0.0,100.0,7.901,412.2,14.2,UAV,4.7150016918568545,5.9100945354758005,1.3609765531356006
UAV_002,1.3216,32.099,28.899,-54.851,1e-08,134.426,1.209,1.9,124.6,0.004,0.0,0.0,100.0,9.602,290.8,15.6,UAV,4.908425365677674,7.999956572723137,1.0647107369924282
UAV_003,1.7915,27.457,24.257,-57.172,1.05e-06,112.887,1.612,0.1,-65.2,0.006,0.0,0.0,100.0,8.063,350.9,15.7,UAV,4.735206728732897,5.978810287316467,0.09531017980432487
UAV_004,0.95,28.166,26.866,-56.317,1e-08,124.988,1.206,0.1,-9.1,0.003,0.0,0.0,100.0,8.928,122.4,12.2,UAV,4.836186664320804,7.999956572723137,0.09531017980432487
UAV_005,0.6492,38.229,35.529,-51.486,1e-08,165.24,1.204,0.1,-85.9,0.002,9.0,0.144,100.0,11.803,78.7,19.4,UAV,5.113432527350917,7.999956572723137,0.09531017980432487
UAV_006,1.1639000000000002,30.602,27.402,-55.299,1e-08,127.477,1.708,2.2,-139.8,0.004,0.0,0.0,100.0,9.105,412.8,17.5,UAV,4.855749899988104,7.999956572723137,1.1631508098056809
UAV_007,1.8041,28.896,27.396,-55.452,1e-08,127.447,1.712,1.4,-102.3,0.006,0.0,0.0,100.0,9.103,366.7,19.3,UAV,4.855516367891949,7.999956572723137,0.8754687373538999
UAV_008,0.8502000000000001,39.331,35.431,-49.935,1e-08,164.784,1.106,1.1,77.6,0.003,0.0,0.0,100.0,11.77,406.3,15.5,UAV,5.110685736235187,7.999956572723137,0.7419373447293773
UAV_009,1.366,24.812,21.512,-57.694,1.3e-06,100.186,1.709,1.5,48.9,0.005,0.0,0.0,100.0,7.156,297.1,19.1,UAV,4.616960407362567,5.886056313620613,0.9162907318741551
UAV_010,1.3581,32.873,29.273,-54.164,1e-08,136.162,1.809,1.0,-93.0,0.005,15.0,0.59,100.0,9.726,363.0,13.0,UAV,4.921162708999055,7.999956572723137,0.6931471805599453
UAV_011,1.7453,25.979,24.779,-57.111,1.26e-06,115.306,1.312,0.5,-1.5,0.006,11.0,0.505,100.0,8.236,161.1,11.5,UAV,4.756224648907535,5.899629110204414,0.4054651081081644
UAV_012,2.2035,23.759,20.359,-59.121,1.2e-06,94.867,1.815,0.5,-102.5,0.007,0.0,0.0,100.0,6.776,292.9,19.9,UAV,4.562961814224197,5.920818392040458,0.4054651081081644
UAV_013,1.4303,28.912,24.012,-56.144,1.01e-06,111.753,1.71,1.8,-88.2,0.005,0.0,0.0,100.0,7.982,485.2,13.2,UAV,4.725199585567616,5.995678196223034,1.0296194171811583
UAV_014,1.2848,30.844,27.244,-54.278,1e-08,126.742,1.609,0.1,39.3,0.004,0.0,0.0,100.0,9.053,219.3,10.0,UAV,4.850012604813758,7.999956572723137,0.09531017980432487
UAV_015,2.2598000000000003,27.639,22.839,-56.58,1.29e-06,106.324,1.815,0.7,43.9,0.008,0.0,0.0,100.0,7.595,392.9,17.3,UAV,4.675852296573622,5.889409953038492,0.5306282510621704
UAV_016,0.6361,39.251,37.151,-49.675,1e-08,172.78,1.304,3.0,37.7,0.002,0.0,0.0,100.0,12.341,313.6,17.9,UAV,5.15779013141106,7.999956572723137,1.3862943611198906
UAV_017,1.7898,24.965,23.065,-56.718,1.5e-06,107.368,1.812,2.9,82.3,0.006,0.0,0.0,100.0,7.669,358.8,12.7,UAV,4.685532842472548,5.823908451414761,1.3609765531356006
UAV_018,1.5462,28.636,26.436,-56.182,1e-08,122.99,1.81,2.9,-84.7,0.005,0.0,0.0,100.0,8.785,171.9,18.2,UAV,4.820200917191751,7.999956572723137,1.3609765531356006
UAV_019,1.2053,26.342,23.542,-57.829,1.48e-06,109.575,1.808,1.0,136.8,0.004,6.0,0.158,100.0,7.827,197.9,18.3,UAV,4.705694023754391,5.829737991162924,0.6931471805599453
UAV_000,0.6646,41.57,39.17,-49.615,1e-08,182.17,1.604,0.4,32.9,0.002,0.0,0.0,100.0,13.012,355.7,12.9,UAV,5.210414683372125,7.999956572723137,0.33647223662121295
UAV_001,1.5112,33.035,30.135,-53.383,1e-08,140.167,1.21,1.5,38.5,0.005,0.0,0.0,100.0,10.012,395.7,15.3,UAV,4.9499435866963,7.999956572723137,0.9162907318741551
UAV_002,1.1963,31.564,28.264,-54.218,1e-08,131.479,1.708,0.6,-104.6,0.004,0.0,0.0,100.0,9.391,297.3,13.1,UAV,4.8864241422992825,7.999956572723137,0.4700036292457356
UAV_003,1.9221,25.946,21.146,-57.827,1.17e-06,98.496,1.113,0.3,70.1,0.006,0.0,0.0,100.0,7.035,352.1,16.9,UAV,4.60011744235144,5.931813767062132,0.26236426446749106
UAV_004,1.0592,29.422,27.222,-55.189,1e-08,126.638,1.307,1.5,-8.3,0.004,0.0,0.0,100.0,9.046,116.3,11.1,UAV,4.849198132218024,7.999956572723137,0.9162907318741551
UAV_005,0.7697999999999999,30.623,26.523,-55.689,1e-08,123.394,1.505,0.4,78.3,0.003,9.0,0.171,100.0,8.814,80.2,17.7,UAV,4.823453947630648,7.999956572723137,0.33647223662121295
UAV_006,1.2191,31.2,27.1,-53.5,1e-08,126.075,1.408,0.2,133.4,0.004,0.0,0.0,100.0,9.005,408.8,16.7,UAV,4.844777463332966,7.999956572723137,0.18232155679395462
UAV_007,1.9122,21.59,18.79,-60.105,1.14e-06,87.652,1.613,2.6,-74.2,0.006,0.0,0.0,100.0,6.261,374.7,14.0,UAV,4.484718592897427,5.943094767703623,1.2809338454620645
UAV_008,0.7524,42.892,39.092,-48.054,1e-08,181.806,1.805,2.4,60.6,0.003,0.0,0.0,100.0,12.986,410.5,12.1,UAV,5.208425481238506,7.999956572723137,1.2237754316221157
UAV_009,1.4348,31.185,28.685,-54.808,1e-08,133.432,1.81,0.4,36.6,0.005,0.0,0.0,100.0,9.531,304.2,14.3,UAV,4.901058494986971,7.999956572723137,0.33647223662121295
UAV_010,1.4802,28.272,24.172,-54.964,1.21e-06,112.492,1.21,2.0,-98.7,0.005,15.0,0.643,100.0,8.035,375.2,13.8,UAV,4.731732349855805,5.9172142707626385,1.0986122886681096
UAV_011,1.5926,29.718,28.318,-54.741,1e-08,131.73,1.311,0.8,2.0,0.005,11.0,0.461,100.0,9.409,169.2,15.5,UAV,4.888316989638111,7.999956572723137,0.5877866649021191
UAV_012,2.0687,23.707,19.107,-57.246,1.31e-06,89.108,1.914,2.5,-70.6,0.007,0.0,0.0,100.0,6.365,288.0,13.7,UAV,4.501008950905748,5.882728372821857,1.252762968495368
UAV_013,1.5791,33.853,29.053,-53.674,1e-08,135.142,1.811,2.3,117.7,0.005,0.0,0.0,100.0,9.653,500.0,17.6,UAV,4.913698458671409,7.999956572723137,1.1939224684724346
UAV_014,1.4355,30.181,27.881,-55.61,1e-08,129.698,1.81,2.9,62.1,0.005,0.0,0.0,100.0,9.264,237.7,15.8,UAV,4.872889318294274,7.999956572723137,1.3609765531356006
UAV_015,2.1447,24.993,22.993,-58.303,1.02e-06,107.037,1.914,2.2,-29.4,0.007,0.0,0.0,100.0,7.645,365.8,11.6,UAV,4.68247376104537,5.991399402459387,1.1631508098056809
UAV_016,0.5761000000000001,45.212,41.412,-47.294,1e-08,192.594,1.604,1.0,21.3,0.002,0.0,0.0,100.0,13.757,311.4,10.1,UAV,5.265763182626686,7.999956572723137,0.6931471805599453
UAV_017,1.6367,22.841,20.341,-58.179,1.08e-06,94.787,1.911,2.4,-103.7,0.005,0.0,0.0,100.0,6.771,338.1,16.0,UAV,4.562126976395127,5.966575842388716,1.2237754316221157
UAV_018,1.7012,24.506,22.706,-58.547,1.19e-06,105.706,1.211,1.1,-72.6,0.006,0.0,0.0,100.0,7.55,170.8,15.6,UAV,4.67007738915409,5.924452673654276,0.7419373447293773
UAV_019,1.1429,29.761,26.461,-54.72,1e-08,123.106,1.008,0.6,-93.4,0.004,0.0,0.0,100.0,8.793,198.9,12.5,UAV,4.821136039148195,7.999956572723137,0.4700036292457356
UAV_000,0.6005,45.25,42.65,-46.975,1e-08,198.355,1.404,0.6,28.8,0.002,0.0,0.0,100.0,14.168,351.1,11.3,UAV,5.295087155027751,7.999956572723137,0.4700036292457356
UAV_001,1.5945,24.068,20.868,-57.766,1.41e-06,97.217,1.311,2.9,-38.3,0.005,0.0,0.0,100.0,6.944,412.1,15.2,UAV,4.587179316467172,5.850780579334458,1.3609765531356006
UAV_002,1.3178,27.724,22.824,-56.238,1.25e-06,106.254,1.109,1.7,101.4,0.004,0.0,0.0,100.0,7.59,291.0,12.7,UAV,4.675199853149943,5.903089639556497,0.9932517730102834
UAV_003,1.8226,22.207,17.407,-58.296,1.45e-06,81.32,1.912,3.0,-53.1,0.006,0.0,0.0,95.925,5.809,351.2,12.8,UAV,4.410614091525794,5.838631698251692,1.3862943611198906
UAV_004,1.1894,30.714,28.614,-55.143,1e-08,133.105,1.608,2.0,-9.8,0.004,0.0,0.0,100.0,9.507,109.2,13.2,UAV,4.898623075200297,7.999956572723137,1.0986122886681096
UAV_005,0.694,30.739,29.639,-55.53,1e-08,137.866,1.005,1.1,-47.4,0.002,9.0,0.154,100.0,9.848,79.3,10.7,UAV,4.933509439379115,7.999956572723137,0.7419373447293773
UAV_006,1.1746,36.823,32.823,-50.689,1e-08,152.66,1.608,0.9,-103.1,0.004,0.0,0.0,100.0,10.904,411.9,12.9,UAV,5.034742369439489,7.999956572723137,0.6418538861723948
UAV_007,1.8109,24.763,21.463,-57.818,1.42e-06,99.962,1.612,1.4,69.5,0.006,0.0,0.0,100.0,7.14,367.2,13.1,UAV,4.614744208422365,5.847711349775866,0.8754687373538999
UAV_008,0.6547000000000001,41.8,38.6,-49.0,1e-08,179.52,1.904,1.2,66.1,0.002,0.0,0.0,100.0,12.823,415.0,13.2,UAV,5.1958415749588,7.999956572723137,0.7884573603642702
UAV_009,1.517,30.301,25.401,-54.749,1e-08,118.192,1.21,1.1,37.9,0.005,0.0,0.0,100.0,8.442,311.6,14.8,UAV,4.780735638285038,7.999956572723137,0.7419373447293773
UAV_010,1.3608,33.955,32.355,-53.623,1e-08,150.484,1.209,1.8,96.5,0.005,15.0,0.591,100.0,10.749,363.2,13.5,UAV,5.020480008811179,7.999956572723137,1.0296194171811583
UAV_011,1.7354,23.131,20.631,-58.534,1.07e-06,96.123,1.812,0.2,-1.8,0.006,11.0,0.502,100.0,6.866,161.6,14.5,UAV,4.575978216455201,5.970615816432287,0.18232155679395462
UAV_012,1.9145,25.18,21.08,-57.21,1.11e-06,98.192,1.013,2.1,-80.9,0.006,0.0,0.0,100.0,7.014,282.3,15.7,UAV,4.597057365877541,5.954676629957229,1.1314021114911006
UAV_013,1.4287,35.012,33.612,-53.294,1e-08,156.329,1.51,2.8,-119.0,0.005,4.0,0.11,100.0,11.166,486.6,17.8,UAV,5.0583391541652665,7.999956572723137,1.33500106673234
UAV_014,1.5644,27.834,24.734,-56.383,1.05e-06,115.098,1.41,0.5,52.7,0.005,0.0,0.0,100.0,8.221,253.4,13.4,UAV,4.754434662026613,5.978810287316467,0.4054651081081644
UAV_015,2.2747,20.682,18.582,-59.059,1.17e-06,86.699,1.415,1.7,33.2,0.008,0.0,0.0,100.0,6.193,396.4,13.1,UAV,4.473910496804576,5.931813767062132,0.9932517730102834
UAV_016,0.5186000000000001,41.324,38.324,-49.438,1e-08,178.238,1.403,0.4,27.0,0.002,0.0,0.0,100.0,12.731,308.8,12.8,UAV,5.188714531632078,7.999956572723137,0.33647223662121295
UAV_017,1.7965,29.732,26.832,-55.434,1e-08,124.831,1.812,0.5,108.3,0.006,0.0,0.0,100.0,8.917,359.7,16.7,UAV,4.834939736802688,7.999956572723137,0.4054651081081644
UAV_018,1.8464,27.894,24.394,-56.653,1.21e-06,113.524,1.112,0.8,-68.0,0.006,0.0,0.0,100.0,8.109,169.7,14.6,UAV,4.740784408016719,5.9172142707626385,0.5877866649021191
UAV_019,1.2156,28.025,24.025,-55.087,1.42e-06,111.814,1.808,2.0,107.6,0.004,0.0,0.0,100.0,7.987,197.7,14.4,UAV,4.725740444837696,5.847711349775866,1.0986122886681096
UAV_000,0.5411,48.155,46.955,-46.422,1e-08,218.374,1.104,2.5,38.0,0.002,0.0,0.0,100.0,15.598,345.0,14.9,UAV,5.390778035805182,7.999956572723137,1.252762968495368
UAV_001,1.521,29.778,28.078,-54.311,1e-08,130.615,1.91,1.5,33.5,0.005,0.0,0.0,100.0,9.33,397.7,13.3,UAV,4.879880994158707,7.999956572723137,0.9162907318741551
UAV_002,1.1412,31.874,26.974,-53.963,1e-08,125.487,1.808,0.6,-147.7,0.004,0.0,0.0,100.0,8.963,300.1,18.5,UAV,4.840139536088286,7.999956572723137,0.4700036292457356
UAV_003,1.6856,23.086,18.486,-58.557,1.46e-06,86.257,1.611,2.1,-76.8,0.006,0.0,0.0,99.701,6.161,349.9,18.5,UAV,4.468857787090705,5.835646846753691,1.1314021114911006
