UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type
UE_016,0.304,30.493,24.143,-54.053,0.0,601.93,1.515,2.4,-27.4,0.001,0.0,0.0,100.0,8.03,5G_NR
UE_017,0.446,19.393,11.593,-60.103,1e-05,296.087,1.19,0.3,54.2,0.0015,0.0,0.0,75.58,3.95,5G_NR
UE_018,0.431,16.171,8.821,-61.615,0.001,233.098,1.163,1.7,89.0,0.0014,0.0,0.0,65.87,3.11,5G_NR
UE_019,0.518,17.238,11.038,-61.481,1e-05,283.214,1.492,0.9,-129.8,0.0017,9.0,0.0,73.63,3.78,5G_NR
UE_000,0.645,11.321,5.671,-63.739,0.001,167.243,1.485,0.6,46.6,0.0022,0.0,0.0,54.85,2.23,5G_NR
UE_001,0.318,23.81,17.41,-57.995,1e-07,435.701,1.427,0.0,-61.8,0.0011,0.0,0.0,95.93,5.81,5G_NR
UE_002,0.298,25.547,22.147,-56.827,0.0,552.429,1.26,1.7,136.9,0.001,0.0,0.0,100.0,7.37,5G_NR
UE_003,1.038,6.445,1.195,-66.277,0.01,90.91,1.204,8.0,41.0,0.0035,0.0,0.0,39.18,1.21,5G_NR
UE_004,0.547,19.8,14.95,-60.1,1e-05,375.872,1.47,1.8,-7.2,0.0018,0.0,0.0,87.32,5.01,5G_NR
UE_005,0.558,17.755,11.455,-61.823,1e-05,292.869,1.301,0.0,1.2,0.0019,0.0,0.0,75.09,3.9,5G_NR
UE_006,0.267,24.793,18.143,-57.603,1e-07,453.675,1.202,0.5,-45.3,0.0009,0.0,0.0,98.5,6.05,5G_NR
UE_007,0.276,31.095,26.245,-55.352,0.0,654.145,1.108,2.1,-11.6,0.0009,0.0,0.0,100.0,8.72,5G_NR
UE_008,0.437,14.957,11.457,-62.221,1e-05,292.918,1.454,0.0,2.0,0.0015,0.0,0.0,75.1,3.91,5G_NR
UE_009,0.399,19.178,13.628,-60.311,1e-05,344.125,1.39,2.5,21.8,0.0013,0.0,0.0,82.7,4.59,5G_NR
UE_010,0.391,20.83,15.33,-58.685,1e-05,385.053,1.534,1.4,33.3,0.0013,0.0,0.0,88.65,5.13,5G_NR
UE_011,0.316,24.142,17.892,-57.629,1e-07,447.518,1.037,0.2,103.4,0.0011,0.0,0.0,97.62,5.97,5G_NR
UE_012,0.946,6.297,-2.403,-66.451,0.1,49.157,1.345,26.0,-48.6,0.0032,0.0,0.0,26.59,0.66,5G_NR
UE_013,0.422,25.102,20.802,-57.849,1e-07,519.174,1.372,1.6,-67.9,0.0014,0.0,0.0,100.0,6.92,5G_NR
UE_014,0.317,22.595,16.145,-59.302,1e-07,404.843,1.127,1.8,-23.2,0.0011,0.0,0.0,91.51,5.4,5G_NR
UE_015,0.57,11.247,7.997,-63.976,0.001,215.176,1.362,1.3,80.4,0.0019,0.0,0.0,62.99,2.87,5G_NR
UE_016,0.35,20.319,14.519,-60.44,1e-05,365.5,1.2,0.3,-27.4,0.0012,0.0,0.0,85.82,4.87,5G_NR
UE_017,0.521,14.455,9.655,-61.873,0.001,251.671,1.082,1.9,54.2,0.0017,0.0,0.0,68.79,3.36,5G_NR
UE_018,0.37,21.671,14.621,-59.265,1e-05,367.935,1.132,2.3,89.0,0.0012,0.0,0.0,86.17,4.91,5G_NR
UE_019,0.503,16.934,11.184,-60.933,1e-05,286.58,1.295,1.9,-129.8,0.0017,9.0,0.0,74.14,3.82,5G_NR
UE_000,0.659,13.59,8.49,-62.305,0.001,225.855,1.081,0.1,46.6,0.0022,0.0,0.0,64.72,3.01,5G_NR
UE_001,0.22,31.238,26.888,-54.681,0.0,670.118,1.367,0.2,115.2,0.0007,0.0,0.0,100.0,8.93,5G_NR
UE_002,0.212,38.471,34.221,-50.364,0.0,852.65,1.161,0.1,136.9,0.0007,0.0,0.0,100.0,11.37,5G_NR
UE_003,1.061,1.094,-4.556,-70.253,0.1,32.496,1.541,34.0,-41.0,0.0035,0.0,0.0,19.06,0.43,5G_NR
UE_004,0.541,10.827,4.027,-64.387,0.001,136.399,1.374,5.0,-7.2,0.0018,0.0,0.0,49.09,1.82,5G_NR
UE_005,0.691,8.806,5.206,-65.497,0.001,158.221,1.174,2.6,1.2,0.0023,0.0,0.0,53.22,2.11,5G_NR
UE_006,0.245,26.373,22.173,-57.613,0.0,553.088,1.149,2.8,-45.3,0.0008,0.0,0.0,100.0,7.37,5G_NR
UE_007,0.271,29.627,24.327,-56.186,0.0,606.498,1.032,2.3,-11.6,0.0009,0.0,0.0,100.0,8.09,5G_NR
UE_008,0.387,18.519,12.669,-60.441,1e-05,321.331,1.124,0.8,2.0,0.0013,0.0,0.0,79.34,4.28,5G_NR
UE_009,0.31,29.783,21.783,-54.508,1e-07,543.429,1.521,1.4,21.8,0.001,0.0,0.0,100.0,7.25,5G_NR
UE_010,0.42,15.498,10.798,-61.451,1e-05,277.672,1.507,0.1,-21.5,0.0014,0.0,0.0,72.79,3.7,5G_NR
UE_011,0.246,25.792,19.242,-56.904,1e-07,480.673,1.025,2.8,103.4,0.0008,0.0,0.0,100.0,6.41,5G_NR
UE_012,0.919,4.537,-0.613,-67.931,0.1,67.637,1.527,23.0,-48.6,0.0031,0.0,0.0,32.86,0.9,5G_NR
UE_013,0.507,17.767,11.817,-61.417,1e-05,301.299,1.466,1.8,-67.9,0.0017,0.0,0.0,76.36,4.02,5G_NR
UE_014,0.301,26.131,19.181,-57.335,1e-07,479.178,1.39,2.9,-23.2,0.001,0.0,0.0,100.0,6.39,5G_NR
UE_015,0.695,7.353,0.303,-66.523,0.01,78.843,1.28,5.0,10.6,0.0023,0.0,0.0,36.06,1.05,5G_NR
UE_016,0.399,19.359,13.959,-59.62,1e-05,352.056,1.51,0.6,-27.4,0.0013,0.0,0.0,83.86,4.69,5G_NR
UE_017,0.513,14.237,9.187,-63.382,0.001,241.198,1.341,0.3,54.2,0.0017,0.0,0.0,67.15,3.22,5G_NR
UE_018,0.357,27.611,21.711,-55.695,1e-07,541.642,1.256,0.0,89.0,0.0012,0.0,0.0,100.0,7.22,5G_NR
UE_019,0.515,15.807,11.907,-62.697,1e-05,303.406,1.177,1.5,-129.8,0.0017,9.0,0.0,76.67,4.05,5G_NR
UE_000,0.674,14.697,9.747,-61.752,0.001,253.741,1.437,1.0,46.6,0.0022,0.0,0.0,69.11,3.38,5G_NR
UE_001,0.125,46.808,40.608,-45.796,0.0,1011.743,1.338,2.3,115.2,0.0004,0.0,0.0,100.0,13.49,5G_NR
UE_002,0.175,41.655,36.455,-49.572,0.0,908.287,1.447,0.5,136.9,0.0006,0.0,0.0,100.0,12.11,5G_NR
UE_003,0.959,9.829,3.279,-66.085,0.01,123.383,1.261,3.0,-41.0,0.0032,0.0,0.0,46.48,1.65,5G_NR
UE_004,0.522,14.131,8.081,-63.634,0.001,216.984,1.087,2.0,-7.2,0.0017,0.0,0.0,63.28,2.89,5G_NR
UE_005,0.721,8.707,4.007,-65.646,0.001,136.048,1.282,7.0,1.2,0.0024,0.0,0.0,49.03,1.81,5G_NR
UE_006,0.218,36.041,30.241,-52.68,0.0,753.537,1.277,2.7,-45.3,0.0007,0.0,0.0,100.0,10.05,5G_NR
UE_007,0.265,28.027,23.327,-56.886,0.0,581.689,1.177,2.0,-11.6,0.0009,0.0,0.0,100.0,7.76,5G_NR
UE_008,0.475,17.198,14.598,-61.901,1e-05,367.403,1.502,2.9,2.0,0.0016,0.0,0.0,86.09,4.9,5G_NR
UE_009,0.222,27.709,21.409,-56.346,1e-07,534.168,1.172,2.5,21.8,0.0007,0.0,0.0,100.0,7.12,5G_NR
UE_010,0.449,13.615,9.765,-63.592,0.001,254.151,1.505,2.2,-21.5,0.0015,0.0,0.0,69.18,3.39,5G_NR
UE_011,0.194,35.431,27.581,-52.984,0.0,687.356,1.239,2.9,103.4,0.0006,0.0,0.0,100.0,9.16,5G_NR
UE_012,0.956,5.136,0.486,-67.032,0.01,81.229,1.551,6.0,-48.6,0.0032,4.0,0.0,36.7,1.08,5G_NR
UE_013,0.502,20.263,15.513,-60.769,1e-05,389.49,1.07,0.6,-67.9,0.0017,0.0,0.0,89.29,5.19,5G_NR
UE_014,0.286,25.085,18.885,-56.757,1e-07,471.91,1.054,2.6,-23.2,0.001,0.0,0.0,100.0,6.29,5G_NR
UE_015,0.822,8.12,2.67,-66.94,0.01,113.287,1.542,5.0,10.6,0.0027,0.0,0.0,44.34,1.51,5G_NR
UE_016,0.451,17.147,12.247,-60.627,1e-05,311.389,1.42,1.7,-27.4,0.0015,0.0,0.0,77.86,4.15,5G_NR
UE_017,0.406,16.316,11.816,-62.142,1e-05,301.276,1.421,1.2,54.2,0.0014,0.0,0.0,76.35,4.02,5G_NR
UE_018,0.298,24.573,19.373,-57.313,1e-07,483.918,1.485,0.6,89.0,0.001,0.0,0.0,100.0,6.45,5G_NR
UE_019,0.554,11.597,6.047,-65.001,0.001,174.672,1.46,1.7,-129.8,0.0018,9.0,0.0,56.16,2.33,5G_NR
UE_000,0.843,2.298,-1.502,-68.551,0.1,57.897,1.359,27.0,46.6,0.0028,0.0,0.0,29.74,0.77,5G_NR
UE_001,0.056,64.579,59.579,-37.41,0.0,1484.388,1.276,2.1,115.2,0.0002,0.0,0.0,100.0,19.79,5G_NR
UE_002,0.299,24.689,19.689,-58.556,1e-07,491.693,1.495,0.7,136.9,0.001,0.0,0.0,100.0,6.56,5G_NR
UE_003,0.87,3.437,-3.313,-68.481,0.1,41.417,1.207,22.0,-41.0,0.0029,0.0,0.0,23.4,0.55,5G_NR
UE_004,0.503,14.977,10.027,-61.711,1e-05,260.079,1.53,0.4,-7.2,0.0017,0.0,0.0,70.1,3.47,5G_NR
UE_005,0.699,9.014,4.914,-65.793,0.001,152.687,1.455,4.0,1.2,0.0023,0.0,0.0,52.2,2.04,5G_NR
UE_006,0.196,38.927,32.877,-51.536,0.0,819.171,1.045,0.9,-45.3,0.0007,0.0,0.0,100.0,10.92,5G_NR
UE_007,0.26,32.144,26.794,-54.828,0.0,667.772,1.426,0.4,-11.6,0.0009,0.0,0.0,100.0,8.9,5G_NR
UE_008,0.411,18.198,10.598,-61.801,1e-05,273.092,1.301,1.5,2.0,0.0014,0.0,0.0,72.09,3.64,5G_NR
UE_009,0.138,41.89,35.49,-49.755,0.0,884.249,1.089,2.4,21.8,0.0005,0.0,0.0,100.0,11.79,5G_NR
UE_010,0.477,22.962,19.662,-59.219,1e-07,491.02,1.343,0.0,-21.5,0.0016,0.0,0.0,100.0,6.55,5G_NR
UE_011,0.176,32.701,24.951,-54.149,0.0,621.992,1.298,0.8,103.4,0.0006,0.0,0.0,100.0,8.29,5G_NR
UE_012,0.95,10.169,4.269,-65.616,0.001,140.749,1.34,5.0,-48.6,0.0032,4.0,0.0,49.94,1.88,5G_NR
UE_013,0.396,19.14,12.19,-61.13,1e-05,310.057,1.48,1.8,-67.9,0.0013,0.0,0.0,77.67,4.13,5G_NR
UE_014,0.272,29.263,25.963,-56.269,0.0,647.128,1.312,1.9,-23.2,0.0009,0.0,0.0,100.0,8.63,5G_NR
UE_015,1.435,-2.226,-7.026,-70.413,0.1,19.576,1.374,23.0,10.6,0.0048,0.0,0.0,10.41,0.26,5G_NR
UE_016,0.5,20.772,16.372,-58.814,1e-07,410.374,1.525,1.2,-27.4,0.0017,0.0,0.0,92.3,5.47,5G_NR
UE_017,0.301,20.898,15.948,-59.251,1e-05,400.042,1.52,2.9,54.2,0.001,0.0,0.0,90.82,5.33,5G_NR
UE_018,0.182,36.286,30.686,-51.357,0.0,764.621,1.308,1.5,89.0,0.0006,0.0,0.0,100.0,10.19,5G_NR
UE_019,0.615,16.413,10.963,-61.293,1e-05,281.483,1.106,1.5,-129.8,0.002,9.0,0.01,73.37,3.75,5G_NR
UE_000,0.711,11.18,5.73,-63.81,0.001,168.397,1.331,1.6,46.6,0.0024,0.0,0.0,55.06,2.25,5G_NR
UE_001,0.102,45.893,38.743,-46.554,0.0,965.275,1.225,0.3,115.2,0.0003,0.0,0.0,100.0,12.87,5G_NR
UE_002,0.208,35.296,28.346,-52.552,0.0,706.392,1.041,1.8,136.9,0.0007,0.0,0.0,100.0,9.42,5G_NR
UE_003,0.781,7.741,3.491,-67.13,0.01,127.002,1.368,4.0,-41.0,0.0026,0.0,0.0,47.22,1.69,5G_NR
UE_004,0.486,12.372,6.172,-64.014,0.001,177.169,1.139,1.1,-7.2,0.0016,0.0,0.0,56.6,2.36,5G_NR
UE_005,0.625,16.816,8.066,-61.092,0.001,216.657,1.148,1.0,1.2,0.0021,0.0,0.0,63.23,2.89,5G_NR
UE_006,0.18,37.824,33.174,-51.288,0.0,826.564,1.413,2.8,-45.3,0.0006,0.0,0.0,100.0,11.02,5G_NR
UE_007,0.255,26.78,22.53,-57.21,0.0,561.927,1.455,1.6,-11.6,0.0008,0.0,0.0,100.0,7.49,5G_NR
UE_008,0.424,24.602,18.802,-58.399,1e-07,469.866,1.477,0.8,2.0,0.0014,0.0,0.0,100.0,6.26,5G_NR
UE_009,0.069,59.552,53.002,-39.524,0.0,1320.527,1.142,1.2,21.8,0.0002,0.0,0.0,100.0,17.61,5G_NR
UE_010,0.506,22.24,17.89,-59.88,1e-07,447.467,1.421,0.9,-21.5,0.0017,0.0,0.0,97.62,5.97,5G_NR
UE_011,0.201,34.36,28.36,-53.52,0.0,706.742,1.4,2.2,103.4,0.0007,0.0,0.0,100.0,9.42,5G_NR
UE_012,0.947,4.442,-2.858,-67.879,0.1,45.156,1.31,38.0,-48.6,0.0032,4.0,0.0,25.0,0.6,5G_NR
UE_013,0.3,21.864,18.964,-59.168,1e-07,473.839,1.255,0.0,-67.9,0.001,0.0,0.0,100.0,6.32,5G_NR
UE_014,0.258,30.814,23.514,-55.593,0.0,586.322,1.126,0.5,-23.2,0.0009,0.0,0.0,100.0,7.82,5G_NR
UE_015,1.011,7.008,0.758,-66.896,0.01,84.849,1.366,2.0,10.6,0.0034,0.0,0.0,37.65,1.13,5G_NR
UE_016,0.445,24.234,20.334,-57.283,1e-07,507.597,1.184,2.5,-27.4,0.0015,0.0,0.0,100.0,6.77,5G_NR
UE_017,0.203,39.607,35.857,-49.296,0.0,893.394,1.46,2.0,54.2,0.0007,0.0,0.0,100.0,11.91,5G_NR
UE_018,0.128,43.925,35.975,-48.837,0.0,896.326,1.458,2.1,89.0,0.0004,0.0,0.0,100.0,11.95,5G_NR
UE_019,0.912,8.711,4.711,-65.445,0.001,148.872,1.136,9.0,-129.8,0.003,9.0,0.01,51.49,1.98,5G_NR
UE_000,0.835,9.962,3.412,-65.919,0.01,125.653,1.328,2.0,46.6,0.0028,0.0,0.0,46.94,1.68,5G_NR
UE_001,0.195,29.626,25.076,-55.587,0.0,625.089,1.394,1.7,115.2,0.0006,0.0,0.0,100.0,8.33,5G_NR
UE_002,0.161,43.013,38.813,-47.793,0.0,967.024,1.371,1.4,136.9,0.0005,0.0,0.0,100.0,12.89,5G_NR
UE_003,0.739,6.176,1.526,-67.212,0.01,95.672,1.544,7.0,-41.0,0.0025,0.0,0.0,40.34,1.28,5G_NR
UE_004,0.495,16.888,12.138,-62.256,1e-05,308.838,1.329,2.6,-7.2,0.0016,0.0,0.0,77.48,4.12,5G_NR
UE_005,0.722,15.77,11.12,-62.115,1e-05,285.109,1.472,2.6,1.2,0.0024,0.0,0.0,73.92,3.8,5G_NR
UE_006,0.207,32.708,29.858,-53.646,0.0,744.007,1.391,2.5,38.2,0.0007,0.0,0.0,100.0,9.92,5G_NR
UE_007,0.25,34.118,29.818,-52.741,0.0,743.013,1.305,2.1,-11.6,0.0008,0.0,0.0,100.0,9.91,5G_NR
UE_008,0.438,17.864,15.764,-61.268,1e-05,395.581,1.154,1.6,2.0,0.0015,0.0,0.0,90.17,5.27,5G_NR
UE_009,0.083,55.648,49.698,-41.276,0.0,1238.192,1.453,0.1,21.8,0.0003,0.0,0.0,100.0,16.51,5G_NR
UE_010,0.536,12.46,8.96,-63.77,0.001,236.165,1.144,0.4,-21.5,0.0018,0.0,0.0,66.36,3.15,5G_NR
UE_011,0.257,27.513,23.463,-55.444,0.0,585.046,1.246,1.2,103.4,0.0009,0.0,0.0,100.0,7.8,5G_NR
UE_012,0.916,3.876,-3.574,-67.562,0.1,39.393,1.437,23.0,-48.6,0.0031,4.0,0.0,22.49,0.53,5G_NR
UE_013,0.23,35.501,32.301,-53.049,0.0,804.838,1.188,2.3,-67.9,0.0008,0.0,0.0,100.0,10.73,5G_NR
UE_014,0.246,29.235,21.985,-55.983,1e-07,548.427,1.1,2.0,-23.2,0.0008,0.0,0.0,100.0,7.31,5G_NR
UE_015,0.907,3.109,-0.641,-69.145,0.1,67.312,1.361,25.0,10.6,0.003,0.0,0.0,32.76,0.9,5G_NR
UE_016,0.391,21.966,18.866,-59.417,1e-07,471.438,1.454,2.5,-27.4,0.0013,0.0,0.0,100.0,6.29,5G_NR
UE_017,0.124,43.147,36.797,-49.426,0.0,916.809,1.242,2.6,54.2,0.0004,0.0,0.0,100.0,12.22,5G_NR
UE_018,0.198,35.634,27.284,-52.883,0.0,679.966,1.425,0.9,89.0,0.0007,0.0,0.0,100.0,9.07,5G_NR
UE_019,0.941,4.102,-2.548,-68.549,0.1,47.852,1.389,23.0,-129.8,0.0031,9.0,0.01,26.08,0.64,5G_NR
UE_000,0.833,6.6,1.9,-67.3,0.01,101.239,1.378,3.0,46.6,0.0028,0.0,0.0,41.65,1.35,5G_NR
UE_001,0.292,23.647,16.997,-57.577,1e-07,425.6,1.094,1.1,115.2,0.001,0.0,0.0,94.49,5.67,5G_NR
UE_002,0.193,39.901,34.451,-50.249,0.0,858.374,1.484,2.1,136.9,0.0006,0.0,0.0,100.0,11.44,5G_NR
UE_003,0.665,17.965,13.765,-61.518,1e-05,347.398,1.477,0.0,-41.0,0.0022,0.0,0.0,83.18,4.63,5G_NR
UE_004,0.458,12.985,6.035,-64.307,0.001,174.433,1.236,1.1,-7.2,0.0015,0.0,0.0,56.12,2.33,5G_NR
UE_005,0.577,10.672,4.372,-64.164,0.001,142.62,1.263,7.0,1.2,0.0019,0.0,0.0,50.3,1.9,5G_NR
UE_006,0.238,35.458,28.308,-53.171,0.0,705.445,1.139,2.3,38.2,0.0008,0.0,0.0,100.0,9.41,5G_NR
UE_007,0.246,33.682,29.932,-54.059,0.0,745.859,1.425,2.8,-11.6,0.0008,0.0,0.0,100.0,9.94,5G_NR
UE_008,0.552,10.702,3.752,-63.949,0.01,131.536,1.195,3.0,2.0,0.0018,0.0,0.0,48.13,1.75,5G_NR
UE_009,0.158,42.234,39.784,-49.783,0.0,991.2,1.326,1.8,21.8,0.0005,0.0,0.0,100.0,13.22,5G_NR
UE_010,0.554,12.34,5.84,-62.93,0.001,170.566,1.345,2.6,-21.5,0.0018,0.0,0.0,55.44,2.27,5G_NR
UE_011,0.397,25.714,21.164,-56.343,1e-07,528.109,1.505,1.6,103.4,0.0013,0.0,0.0,100.0,7.04,5G_NR
UE_012,0.946,5.228,1.028,-67.386,0.01,88.558,1.5,9.0,48.6,0.0032,4.0,0.0,38.6,1.18,5G_NR
UE_013,0.21,36.733,30.333,-50.733,0.0,755.832,1.186,0.0,-67.9,0.0007,0.0,0.0,100.0,10.08,5G_NR
UE_014,0.234,29.376,21.676,-55.212,1e-07,540.782,1.408,2.1,-23.2,0.0008,0.0,0.0,100.0,7.21,5G_NR
UE_015,0.786,13.346,6.646,-63.327,0.001,186.783,1.344,0.7,10.6,0.0026,0.0,0.0,58.26,2.49,5G_NR
UE_016,0.339,21.171,15.921,-59.715,1e-05,399.386,1.334,0.3,-27.4,0.0011,0.0,0.0,90.72,5.33,5G_NR
UE_017,0.119,47.55,43.2,-47.025,0.0,1076.311,1.437,1.7,54.2,0.0004,0.0,0.0,100.0,14.35,5G_NR
UE_018,0.318,26.02,19.52,-56.19,1e-07,487.543,1.392,1.4,89.0,0.0011,0.0,0.0,100.0,6.5,5G_NR
UE_019,0.873,11.998,3.848,-63.601,0.01,133.219,1.457,3.0,-129.8,0.0029,9.0,0.01,48.47,1.78,5G_NR
UE_000,0.834,7.602,1.252,-65.799,0.01,91.717,1.203,7.0,46.6,0.0028,0.0,0.0,39.38,1.22,5G_NR
UE_001,0.247,35.47,30.87,-52.665,0.0,769.205,1.43,1.5,115.2,0.0008,0.0,0.0,100.0,10.26,5G_NR
UE_002,0.248,28.645,22.095,-56.677,0.0,551.158,1.505,0.3,136.9,0.0008,0.0,0.0,100.0,7.35,5G_NR
UE_003,0.514,16.86,10.61,-61.67,1e-05,273.355,1.101,0.2,-41.0,0.0017,0.0,0.0,72.13,3.64,5G_NR
UE_004,0.427,18.536,11.436,-60.232,1e-05,292.423,1.338,0.4,-7.2,0.0014,0.0,0.0,75.03,3.9,5G_NR
UE_005,0.554,12.853,8.403,-63.274,0.001,223.949,1.49,1.0,1.2,0.0018,0.0,0.0,64.41,2.99,5G_NR
UE_006,0.272,30.88,24.98,-54.76,0.0,622.703,1.402,1.9,38.2,0.0009,0.0,0.0,100.0,8.3,5G_NR
UE_007,0.242,27.201,24.251,-55.799,0.0,604.617,1.094,0.0,-11.6,0.0008,0.0,0.0,100.0,8.06,5G_NR
UE_008,0.467,19.197,14.197,-60.002,1e-05,357.739,1.147,2.1,2.0,0.0016,0.0,0.0,84.69,4.77,5G_NR
UE_009,0.244,28.946,21.446,-55.227,1e-07,535.077,1.094,2.4,21.8,0.0008,0.0,0.0,100.0,7.13,5G_NR
UE_010,0.541,13.961,11.161,-62.819,1e-05,286.058,1.244,2.6,-21.5,0.0018,0.0,0.0,74.06,3.81,5G_NR
UE_011,0.362,18.216,12.916,-60.792,1e-05,327.184,1.451,0.6,103.4,0.0012,0.0,0.0,80.21,4.36,5G_NR
UE_012,0.831,10.472,2.822,-63.964,0.01,115.773,1.178,7.0,48.6,0.0028,0.0,0.0,44.88,1.54,5G_NR
UE_013,0.253,35.232,28.532,-52.484,0.0,711.012,1.52,1.6,-67.9,0.0008,0.0,0.0,100.0,9.48,5G_NR
UE_014,0.224,37.135,32.685,-50.632,0.0,814.395,1.427,1.0,-23.2,0.0007,0.0,0.0,100.0,10.86,5G_NR
UE_015,0.669,17.8,12.4,-60.9,1e-05,314.995,1.162,0.0,10.6,0.0022,0.0,0.0,78.4,4.2,5G_NR
UE_016,0.29,26.247,22.247,-57.276,0.0,554.918,1.079,2.7,-27.4,0.001,0.0,0.0,100.0,7.4,5G_NR
UE_017,0.192,40.118,35.718,-49.041,0.0,889.935,1.479,0.2,54.2,0.0006,0.0,0.0,100.0,11.87,5G_NR
UE_018,0.431,17.44,13.84,-60.98,1e-05,349.207,1.433,0.0,-89.0,0.0014,0.0,0.0,83.44,4.66,5G_NR
UE_019,0.951,0.775,-6.975,-69.813,0.1,19.787,1.355,27.0,-129.8,0.0032,9.0,0.01,10.59,0.26,5G_NR
UE_000,0.803,6.488,2.988,-66.756,0.01,118.509,1.295,7.0,46.6,0.0027,0.0,0.0,45.46,1.58,5G_NR
UE_001,0.234,28.945,23.345,-55.727,0.0,582.133,1.358,2.9,115.2,0.0008,0.0,0.0,100.0,7.76,5G_NR
UE_002,0.128,46.46,40.31,-45.97,0.0,1004.31,1.428,2.8,136.9,0.0004,0.0,0.0,100.0,13.39,5G_NR
UE_003,0.426,23.12,17.82,-57.74,1e-07,445.738,1.183,1.4,-41.0,0.0014,0.0,0.0,97.37,5.94,5G_NR
UE_004,0.437,23.131,16.981,-57.934,1e-07,425.224,1.109,2.2,-17.1,0.0015,0.0,0.0,94.43,5.67,5G_NR
UE_005,0.531,17.771,10.821,-61.215,1e-05,278.194,1.433,0.4,1.2,0.0018,0.0,0.0,72.87,3.71,5G_NR
UE_006,0.29,32.137,29.887,-53.732,0.0,744.72,1.169,2.4,38.2,0.001,0.0,0.0,100.0,9.93,5G_NR
UE_007,0.238,28.442,19.942,-55.679,1e-07,497.931,1.264,0.0,-11.6,0.0008,0.0,0.0,100.0,6.64,5G_NR
UE_008,0.481,20.208,16.758,-60.796,1e-07,419.764,1.493,2.6,2.0,0.0016,0.0,0.0,93.65,5.6,5G_NR
UE_009,0.311,26.162,22.462,-57.119,0.0,560.232,1.476,2.0,21.8,0.001,0.0,0.0,100.0,7.47,5G_NR
UE_010,0.53,17.913,15.113,-61.943,1e-05,379.824,1.178,1.7,-21.5,0.0018,0.0,0.0,87.9,5.06,5G_NR
UE_011,0.347,27.125,22.125,-56.638,0.0,551.885,1.2,2.7,103.4,0.0012,0.0,0.0,100.0,7.36,5G_NR
UE_012,0.828,3.967,-1.783,-67.916,0.1,55.054,1.533,33.0,48.6,0.0028,0.0,0.0,28.76,0.73,5G_NR
UE_013,0.336,24.347,19.447,-57.726,1e-07,485.745,1.464,1.3,-67.9,0.0011,0.0,0.0,100.0,6.48,5G_NR
UE_014,0.215,35.226,27.726,-52.387,0.0,690.97,1.146,1.9,-23.2,0.0007,0.0,0.0,100.0,9.21,5G_NR
UE_015,0.557,10.881,4.781,-63.759,0.001,150.187,1.271,7.0,10.6,0.0019,0.0,0.0,51.73,2.0,5G_NR
UE_016,0.246,30.977,26.177,-54.411,0.0,652.448,1.285,1.8,-27.4,0.0008,0.0,0.0,100.0,8.7,5G_NR
UE_017,0.29,30.139,24.339,-55.631,0.0,606.778,1.519,2.7,54.2,0.001,0.0,0.0,100.0,8.09,5G_NR
UE_018,0.475,18.903,12.103,-60.348,1e-05,308.015,1.432,0.7,-89.0,0.0016,0.0,0.0,77.36,4.11,5G_NR
UE_019,0.991,-0.366,-3.816,-69.583,0.1,37.584,1.394,23.0,-129.8,0.0033,9.0,0.01,21.64,0.5,5G_NR
UE_000,0.83,9.738,4.688,-65.931,0.001,148.446,1.548,5.0,46.6,0.0028,0.0,0.0,51.41,1.98,5G_NR
UE_001,0.262,32.168,25.568,-53.316,0.0,637.32,1.096,1.4,115.2,0.0009,0.0,0.0,100.0,8.5,5G_NR
UE_002,0.01,72.946,67.096,-34.127,0.0,1671.662,1.386,0.2,136.9,0.0,0.0,0.0,100.0,22.29,5G_NR
UE_003,0.339,24.059,17.159,-57.671,1e-07,429.569,1.344,2.4,-41.0,0.0011,0.0,0.0,95.06,5.73,5G_NR
UE_004,0.457,19.711,14.111,-60.845,1e-05,355.686,1.146,0.5,-17.1,0.0015,0.0,0.0,84.39,4.74,5G_NR
UE_005,0.603,11.34,3.69,-65.13,0.01,130.446,1.355,2.0,1.2,0.002,0.0,0.0,47.91,1.74,5G_NR
UE_006,0.26,31.588,26.338,-55.206,0.0,656.449,1.476,1.2,38.2,0.0009,0.0,0.0,100.0,8.75,5G_NR
UE_007,0.235,32.02,26.02,-54.19,0.0,648.542,1.334,2.1,-11.6,0.0008,0.0,0.0,100.0,8.65,5G_NR
UE_008,0.627,12.169,5.819,-63.016,0.001,170.137,1.093,1.3,2.0,0.0021,0.0,0.0,55.37,2.27,5G_NR
UE_009,0.322,24.447,20.797,-58.377,1e-07,519.032,1.077,0.9,21.8,0.0011,0.0,0.0,100.0,6.92,5G_NR
UE_010,0.52,15.535,10.885,-63.233,1e-05,279.677,1.142,2.9,-21.5,0.0017,0.0,0.0,73.1,3.73,5G_NR
UE_011,0.307,26.704,23.304,-57.048,0.0,581.121,1.216,1.3,103.4,0.001,0.0,0.0,100.0,7.75,5G_NR
UE_012,0.724,10.707,4.407,-65.547,0.001,143.265,1.542,3.0,48.6,0.0024,0.0,0.0,50.42,1.91,5G_NR
UE_013,0.333,25.507,19.357,-57.747,1e-07,483.516,1.108,0.2,135.8,0.0011,0.0,0.0,100.0,6.45,5G_NR
