UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type
UE_006,0.252,32.208,28.758,-54.696,0.0,716.623,1.15,0.4,-46.0,0.0008,0.0,0.0,100.0,9.55,5G_NR
UE_007,0.483,19.244,14.744,-59.778,1e-05,370.919,1.048,1.7,6.4,0.0016,0.0,0.0,86.61,4.95,5G_NR
UE_008,0.717,13.125,7.975,-64.337,0.001,214.701,1.272,0.7,21.6,0.0024,0.0,0.0,62.91,2.86,5G_NR
UE_009,0.25,31.909,28.109,-54.546,0.0,700.475,1.11,1.8,-103.4,0.0008,0.0,0.0,100.0,9.34,5G_NR
UE_010,0.214,36.041,32.741,-52.679,0.0,815.793,1.106,2.1,-9.6,0.0007,0.0,0.0,100.0,10.88,5G_NR
UE_011,0.464,19.006,11.706,-59.697,1e-05,298.715,1.261,1.3,104.9,0.0015,0.0,0.0,75.97,3.98,5G_NR
UE_012,0.185,40.741,34.791,-49.129,0.0,866.84,1.203,0.4,-21.6,0.0006,0.0,0.0,100.0,11.56,5G_NR
UE_013,0.453,14.307,9.507,-63.147,0.001,248.346,1.13,1.4,135.2,0.0015,0.0,0.0,68.27,3.31,5G_NR
UE_014,0.756,7.019,1.069,-65.99,0.01,89.141,1.371,7.0,1.6,0.0025,0.0,0.0,38.74,1.19,5G_NR
UE_015,0.775,9.019,5.219,-65.591,0.001,158.469,1.093,2.9,-149.4,0.0026,0.0,0.0,53.27,2.11,5G_NR
UE_016,0.383,21.28,13.83,-58.46,1e-05,348.962,1.283,0.1,-60.6,0.0013,0.0,0.0,83.41,4.65,5G_NR
UE_017,0.267,24.787,21.137,-57.406,1e-07,527.449,1.287,2.8,-56.3,0.0009,0.0,0.0,100.0,7.03,5G_NR
UE_018,0.414,23.881,17.531,-57.559,1e-07,438.674,1.501,0.4,-89.0,0.0014,0.0,0.0,96.36,5.85,5G_NR
UE_019,0.679,12.109,7.759,-64.945,0.001,210.074,1.488,0.1,-100.7,0.0023,0.0,0.0,62.16,2.8,5G_NR
UE_000,0.59,9.526,2.776,-65.537,0.01,115.009,1.159,2.0,26.1,0.002,0.0,0.0,44.71,1.53,5G_NR
UE_001,0.372,18.946,14.596,-60.027,1e-05,367.331,1.297,0.0,-66.9,0.0012,0.0,0.0,86.08,4.9,5G_NR
UE_002,0.53,21.605,17.055,-58.898,1e-07,427.017,1.283,0.6,-99.0,0.0018,0.0,0.0,94.69,5.69,5G_NR
UE_003,0.575,10.525,6.775,-65.737,0.001,189.44,1.463,2.7,-103.7,0.0019,0.0,0.0,58.71,2.53,5G_NR
UE_004,0.729,6.008,0.808,-66.596,0.01,85.536,1.348,4.0,21.9,0.0024,0.0,0.0,37.83,1.14,5G_NR
UE_005,1.081,3.612,-4.288,-68.594,0.1,34.262,1.423,35.0,1.2,0.0036,0.0,0.0,19.99,0.46,5G_NR
UE_006,0.241,33.592,27.642,-53.604,0.0,688.876,1.459,2.5,-46.0,0.0008,0.0,0.0,100.0,9.19,5G_NR
UE_007,0.474,14.967,7.267,-62.316,0.001,199.664,1.167,0.1,6.4,0.0016,0.0,0.0,60.44,2.66,5G_NR
UE_008,0.719,10.897,3.397,-64.851,0.01,125.396,1.452,8.0,21.6,0.0024,0.0,0.0,46.89,1.67,5G_NR
UE_009,0.229,27.989,23.389,-56.206,0.0,583.214,1.463,0.6,-103.4,0.0008,0.0,0.0,100.0,7.78,5G_NR
UE_010,0.243,25.645,18.495,-56.878,1e-07,462.303,1.084,2.7,-9.6,0.0008,0.0,0.0,99.73,6.16,5G_NR
UE_011,0.424,23.293,20.593,-59.254,1e-07,513.994,1.327,0.7,104.9,0.0014,0.0,0.0,100.0,6.85,5G_NR
UE_012,0.242,31.71,24.46,-54.645,0.0,609.794,1.214,1.9,-21.6,0.0008,0.0,0.0,100.0,8.13,5G_NR
UE_013,0.436,15.362,9.912,-62.019,0.001,257.463,1.504,2.2,135.2,0.0015,0.0,0.0,69.69,3.43,5G_NR
UE_014,0.74,9.234,2.434,-66.383,0.01,109.509,1.264,6.0,1.6,0.0025,0.0,0.0,43.52,1.46,5G_NR
UE_015,0.732,9.767,6.767,-65.516,0.001,189.275,1.133,1.1,-149.4,0.0024,0.0,0.0,58.69,2.52,5G_NR
UE_016,0.441,22.585,17.685,-59.007,1e-07,442.442,1.044,1.9,-60.6,0.0015,0.0,0.0,96.9,5.9,5G_NR
UE_017,0.37,20.11,16.96,-59.245,1e-07,424.714,1.127,0.2,-56.3,0.0012,0.0,0.0,94.36,5.66,5G_NR
UE_018,0.519,10.802,6.002,-65.499,0.001,173.773,1.347,2.3,-89.0,0.0017,0.0,0.0,56.01,2.32,5G_NR
UE_019,0.687,17.11,12.96,-62.145,1e-05,328.24,1.319,1.5,-100.7,0.0023,16.0,0.01,80.36,4.38,5G_NR
UE_000,0.547,11.868,4.318,-63.466,0.001,141.643,1.345,5.0,26.1,0.0018,0.0,0.0,50.11,1.89,5G_NR
UE_001,0.334,28.999,23.299,-54.8,0.0,580.99,1.323,2.2,-66.9,0.0011,0.0,0.0,100.0,7.75,5G_NR
UE_002,0.49,11.819,6.469,-63.891,0.001,183.171,1.254,0.7,-99.0,0.0016,0.0,0.0,57.64,2.44,5G_NR
UE_003,0.544,13.957,6.307,-63.822,0.001,179.889,1.064,0.0,-103.7,0.0018,0.0,0.0,57.07,2.4,5G_NR
UE_004,0.727,11.947,6.647,-63.426,0.001,186.807,1.123,0.7,21.9,0.0024,0.0,0.0,58.26,2.49,5G_NR
UE_005,0.667,10.645,7.895,-63.877,0.001,212.987,1.292,0.7,1.2,0.0022,0.0,0.0,62.63,2.84,5G_NR
UE_006,0.237,36.661,29.311,-51.769,0.0,730.398,1.319,2.4,-46.0,0.0008,0.0,0.0,100.0,9.74,5G_NR
UE_007,0.465,21.58,19.23,-58.91,1e-07,480.396,1.161,1.7,6.4,0.0015,0.0,0.0,100.0,6.41,5G_NR
UE_008,0.722,8.159,2.609,-65.321,0.01,112.307,1.232,3.0,21.6,0.0024,0.0,0.0,44.13,1.5,5G_NR
UE_009,0.242,35.857,31.907,-52.572,0.0,795.015,1.144,1.0,-103.4,0.0008,0.0,0.0,100.0,10.6,5G_NR
UE_010,0.272,25.019,20.219,-58.09,1e-07,504.781,1.417,0.1,-9.6,0.0009,0.0,0.0,100.0,6.73,5G_NR
UE_011,0.401,22.543,17.093,-58.228,1e-07,427.966,1.37,2.2,104.9,0.0013,0.0,0.0,94.83,5.71,5G_NR
UE_012,0.301,26.453,21.253,-55.974,1e-07,530.313,1.23,0.8,-21.6,0.001,0.0,0.0,100.0,7.07,5G_NR
UE_013,0.287,31.375,25.025,-54.512,0.0,623.83,1.459,2.4,135.2,0.001,0.0,0.0,100.0,8.32,5G_NR
UE_014,0.861,4.275,0.225,-68.062,0.01,77.845,1.431,6.0,1.6,0.0029,0.0,0.0,35.79,1.04,5G_NR
UE_015,0.585,17.594,13.694,-61.803,1e-05,345.702,1.319,2.2,-149.4,0.002,0.0,0.0,82.93,4.61,5G_NR
UE_016,0.465,14.663,10.463,-62.368,1e-05,269.999,1.356,2.6,60.6,0.0015,0.0,0.0,71.62,3.6,5G_NR
UE_017,0.476,20.806,14.406,-59.197,1e-05,362.767,1.328,2.9,-56.3,0.0016,0.0,0.0,85.42,4.84,5G_NR
UE_018,0.44,18.836,13.336,-60.682,1e-05,337.155,1.149,2.8,-89.0,0.0015,0.0,0.0,81.67,4.5,5G_NR
UE_019,0.407,20.095,12.345,-59.952,1e-05,313.708,1.206,2.9,-100.7,0.0014,16.0,0.01,78.21,4.18,5G_NR
UE_000,0.586,10.253,3.203,-65.174,0.01,122.092,1.129,6.0,26.1,0.002,0.0,0.0,46.21,1.63,5G_NR
UE_001,0.323,21.94,17.09,-59.73,1e-07,427.891,1.242,1.6,-66.9,0.0011,0.0,0.0,94.82,5.71,5G_NR
UE_002,0.458,22.821,19.671,-58.99,1e-07,491.25,1.061,0.3,99.0,0.0015,0.0,0.0,100.0,6.55,5G_NR
UE_003,0.527,20.941,18.141,-60.129,1e-07,453.628,1.328,1.4,-103.7,0.0018,0.0,0.0,98.49,6.05,5G_NR
UE_004,0.725,15.698,11.348,-61.251,1e-05,290.395,1.523,0.9,21.9,0.0024,0.0,0.0,74.72,3.87,5G_NR
UE_005,0.638,8.668,2.968,-65.666,0.01,118.174,1.069,6.0,1.2,0.0021,0.0,0.0,45.39,1.58,5G_NR
UE_006,0.24,31.198,28.248,-55.301,0.0,703.954,1.514,0.6,-46.0,0.0008,0.0,0.0,100.0,9.39,5G_NR
UE_007,0.455,20.932,16.482,-59.534,1e-07,413.038,1.471,2.5,6.4,0.0015,0.0,0.0,92.69,5.51,5G_NR
UE_008,0.725,13.579,9.929,-64.011,0.001,257.843,1.122,1.9,21.6,0.0024,0.0,0.0,69.75,3.44,5G_NR
UE_009,0.284,23.576,19.876,-57.912,1e-07,496.298,1.483,2.4,-103.4,0.0009,0.0,0.0,100.0,6.62,5G_NR
UE_010,0.302,30.597,26.347,-55.102,0.0,656.67,1.13,2.2,-9.6,0.001,0.0,0.0,100.0,8.76,5G_NR
UE_011,0.398,24.767,21.067,-56.717,1e-07,525.715,1.095,0.5,104.9,0.0013,0.0,0.0,100.0,7.01,5G_NR
UE_012,0.394,17.541,13.391,-61.03,1e-05,338.464,1.059,1.1,-21.6,0.0013,0.0,0.0,81.87,4.51,5G_NR
UE_013,0.272,30.268,27.268,-54.966,0.0,679.563,1.472,0.2,125.8,0.0009,0.0,0.0,100.0,9.06,5G_NR
UE_014,0.708,16.499,11.849,-60.95,1e-05,302.069,1.396,1.8,1.6,0.0024,0.0,0.0,76.47,4.03,5G_NR
UE_015,0.495,16.609,9.209,-61.496,0.001,241.692,1.354,1.3,-149.4,0.0016,0.0,0.0,67.23,3.22,5G_NR
UE_016,0.455,21.312,14.962,-58.944,1e-05,376.17,1.28,0.8,60.6,0.0015,0.0,0.0,87.37,5.02,5G_NR
UE_017,0.564,19.637,12.887,-60.882,1e-05,326.491,1.481,1.4,56.3,0.0019,0.0,0.0,80.1,4.35,5G_NR
UE_018,0.395,26.754,21.054,-56.723,1e-07,525.397,1.18,2.0,-89.0,0.0013,0.0,0.0,100.0,7.01,5G_NR
UE_019,0.29,22.265,15.415,-58.068,1e-05,387.116,1.049,1.1,-100.7,0.001,16.0,0.0,88.95,5.16,5G_NR
UE_000,0.625,14.269,8.219,-63.365,0.001,219.962,1.358,0.7,26.1,0.0021,0.0,0.0,63.77,2.93,5G_NR
UE_001,0.33,20.052,12.302,-60.574,1e-05,312.684,1.333,0.0,66.9,0.0011,0.0,0.0,78.06,4.17,5G_NR
UE_002,0.338,22.159,14.809,-59.221,1e-05,372.474,1.334,1.5,99.0,0.0011,0.0,0.0,86.83,4.97,5G_NR
UE_003,0.447,14.255,7.455,-62.772,0.001,203.617,1.27,0.6,18.2,0.0015,0.0,0.0,61.09,2.71,5G_NR
UE_004,0.724,11.512,7.212,-65.244,0.001,198.508,1.202,0.7,21.9,0.0024,0.0,0.0,60.24,2.65,5G_NR
UE_005,0.608,16.395,11.445,-61.802,1e-05,292.639,1.391,0.9,1.2,0.002,0.0,0.0,75.06,3.9,5G_NR
UE_006,0.249,25.312,19.462,-57.144,1e-07,486.109,1.41,0.2,-46.0,0.0008,0.0,0.0,100.0,6.48,5G_NR
UE_007,0.446,22.543,16.593,-57.828,1e-07,415.761,1.22,2.6,6.4,0.0015,0.0,0.0,93.08,5.54,5G_NR
UE_008,1.009,7.072,-0.578,-65.964,0.1,68.038,1.546,29.0,21.6,0.0034,0.0,0.0,32.98,0.91,5G_NR
UE_009,0.345,26.417,21.067,-56.092,1e-07,525.712,1.475,0.1,-103.4,0.0012,0.0,0.0,100.0,7.01,5G_NR
UE_010,0.331,19.439,12.239,-60.581,1e-05,311.204,1.523,0.4,-9.6,0.0011,0.0,0.0,77.84,4.15,5G_NR
UE_011,0.332,26.763,21.813,-56.518,1e-07,544.175,1.083,1.6,104.9,0.0011,0.0,0.0,100.0,7.26,5G_NR
UE_012,0.396,20.274,12.574,-59.063,1e-05,319.1,1.315,0.5,-21.6,0.0013,0.0,0.0,79.01,4.25,5G_NR
UE_013,0.307,29.276,21.276,-54.862,1e-07,530.882,1.126,1.7,125.8,0.001,0.0,0.0,100.0,7.08,5G_NR
UE_014,0.821,11.247,6.347,-64.277,0.001,180.694,1.407,0.2,1.6,0.0027,0.0,0.0,57.21,2.41,5G_NR
UE_015,0.426,16.682,8.782,-61.059,0.001,232.26,1.178,1.8,-149.4,0.0014,0.0,0.0,65.74,3.1,5G_NR
UE_016,0.453,13.754,6.904,-63.423,0.001,192.103,1.045,2.5,60.6,0.0015,0.0,0.0,59.17,2.56,5G_NR
UE_017,0.568,15.79,9.59,-61.605,0.001,250.219,1.317,2.3,56.3,0.0019,0.0,0.0,68.57,3.34,5G_NR
UE_018,0.398,19.798,15.298,-60.301,1e-05,384.29,1.475,2.0,-89.0,0.0013,0.0,0.0,88.54,5.12,5G_NR
UE_019,0.177,35.63,30.83,-51.485,0.0,768.213,1.513,2.0,-100.7,0.0006,16.0,0.0,100.0,10.24,5G_NR
UE_000,0.722,8.464,3.064,-64.868,0.01,119.764,1.322,6.0,26.1,0.0024,0.0,0.0,45.72,1.6,5G_NR
UE_001,0.26,27.723,23.273,-56.239,0.0,580.34,1.446,0.4,66.9,0.0009,0.0,0.0,100.0,7.74,5G_NR
UE_002,0.218,32.839,27.339,-54.28,0.0,681.34,1.357,1.2,99.0,0.0007,0.0,0.0,100.0,9.08,5G_NR
UE_003,0.372,16.841,14.391,-62.28,1e-05,362.406,1.297,1.3,18.2,0.0012,0.0,0.0,85.37,4.83,5G_NR
UE_004,0.723,6.298,2.548,-67.451,0.01,111.326,1.262,3.0,21.9,0.0024,0.0,0.0,43.92,1.48,5G_NR
UE_005,0.578,19.932,11.282,-60.634,1e-05,288.859,1.503,2.2,1.2,0.0019,0.0,0.0,74.49,3.85,5G_NR
UE_006,0.264,31.7,26.4,-54.45,0.0,657.981,1.426,1.7,-46.0,0.0009,0.0,0.0,100.0,8.77,5G_NR
UE_007,0.437,22.692,16.392,-58.954,1e-07,410.857,1.124,0.4,6.4,0.0015,0.0,0.0,92.37,5.48,5G_NR
UE_008,0.732,5.096,0.296,-68.452,0.01,78.755,1.478,3.0,21.6,0.0024,0.0,0.0,36.04,1.05,5G_NR
UE_009,0.417,19.63,12.83,-60.185,1e-05,325.155,1.457,1.8,-103.4,0.0014,0.0,0.0,79.91,4.34,5G_NR
UE_010,0.361,20.6,16.5,-59.6,1e-07,413.48,1.346,1.1,-9.6,0.0012,0.0,0.0,92.75,5.51,5G_NR
UE_011,0.252,33.369,26.669,-53.216,0.0,664.668,1.045,1.5,104.9,0.0008,0.0,0.0,100.0,8.86,5G_NR
UE_012,0.407,24.682,19.082,-57.359,1e-07,476.751,1.276,1.4,-21.6,0.0014,0.0,0.0,100.0,6.36,5G_NR
UE_013,0.379,18.124,10.474,-61.738,1e-05,270.256,1.343,1.5,125.8,0.0013,0.0,0.0,71.66,3.6,5G_NR
UE_014,0.676,9.214,3.814,-65.593,0.01,132.627,1.218,8.0,1.6,0.0023,0.0,0.0,48.35,1.77,5G_NR
UE_015,0.389,16.911,12.211,-61.845,1e-05,310.539,1.489,0.0,-149.4,0.0013,0.0,0.0,77.74,4.14,5G_NR
UE_016,0.459,23.338,16.838,-59.331,1e-07,421.735,1.456,2.6,60.6,0.0015,0.0,0.0,93.93,5.62,5G_NR
UE_017,0.458,18.813,13.263,-61.094,1e-05,335.418,1.451,0.3,56.3,0.0015,0.0,0.0,81.42,4.47,5G_NR
UE_018,0.281,22.808,14.058,-58.696,1e-05,354.423,1.083,0.4,-89.0,0.0009,0.0,0.0,84.2,4.73,5G_NR
UE_019,0.087,49.272,45.122,-45.864,0.0,1124.184,1.189,2.9,-100.7,0.0003,16.0,0.0,100.0,14.99,5G_NR
UE_000,0.701,13.834,7.384,-63.183,0.001,202.127,1.53,2.4,26.1,0.0023,0.0,0.0,60.85,2.7,5G_NR
UE_001,0.215,29.882,25.232,-54.259,0.0,628.961,1.092,1.4,66.9,0.0007,0.0,0.0,100.0,8.39,5G_NR
UE_002,0.098,49.475,45.775,-44.963,0.0,1140.458,1.425,2.6,99.0,0.0003,0.0,0.0,100.0,15.21,5G_NR
UE_003,0.305,30.039,23.289,-54.68,0.0,580.75,1.321,2.3,18.2,0.001,0.0,0.0,100.0,7.74,5G_NR
UE_004,0.723,12.188,9.288,-63.906,0.001,243.461,1.072,0.3,21.9,0.0024,0.0,0.0,67.51,3.25,5G_NR
UE_005,0.548,12.391,5.191,-64.304,0.001,157.94,1.44,1.0,1.2,0.0018,0.0,0.0,53.17,2.11,5G_NR
UE_006,0.283,24.043,19.943,-57.578,1e-07,497.97,1.338,1.5,-46.0,0.0009,0.0,0.0,100.0,6.64,5G_NR
UE_007,0.428,23.227,16.527,-57.586,1e-07,414.149,1.508,2.5,6.4,0.0014,0.0,0.0,92.85,5.52,5G_NR
UE_008,0.737,14.342,7.042,-61.929,0.001,194.967,1.364,0.1,21.6,0.0025,0.0,0.0,59.65,2.6,5G_NR
UE_009,0.437,24.216,19.166,-57.392,1e-07,478.808,1.229,2.5,103.4,0.0015,0.0,0.0,100.0,6.38,5G_NR
UE_010,0.391,26.169,23.069,-56.616,0.0,575.275,1.484,1.4,-9.6,0.0013,0.0,0.0,100.0,7.67,5G_NR
UE_011,0.182,38.219,29.419,-50.89,0.0,733.088,1.083,1.0,104.9,0.0006,0.0,0.0,100.0,9.77,5G_NR
UE_012,0.426,17.308,13.208,-60.646,1e-05,334.112,1.228,2.1,-21.6,0.0014,0.0,0.0,81.23,4.45,5G_NR
UE_013,0.471,17.05,12.85,-60.775,1e-05,325.62,1.277,0.6,125.8,0.0016,0.0,0.0,79.97,4.34,5G_NR
UE_014,0.661,6.676,2.626,-66.962,0.01,112.588,1.076,6.0,1.6,0.0022,0.0,0.0,44.19,1.5,5G_NR
UE_015,0.394,25.434,20.334,-57.583,1e-07,507.603,1.404,2.9,-149.4,0.0013,0.0,0.0,100.0,6.77,5G_NR
UE_016,0.472,19.207,15.607,-61.397,1e-05,391.765,1.107,1.9,60.6,0.0016,0.0,0.0,89.62,5.22,5G_NR
UE_017,0.348,25.211,20.611,-58.394,1e-07,514.449,1.32,2.4,56.3,0.0012,0.0,0.0,100.0,6.86,5G_NR
UE_018,0.186,38.666,31.816,-51.067,0.0,792.751,1.499,2.3,-89.0,0.0006,0.0,0.0,100.0,10.57,5G_NR
UE_019,0.112,45.932,40.782,-46.134,0.0,1016.074,1.071,2.5,-100.7,0.0004,16.0,0.0,100.0,13.55,5G_NR
UE_000,0.585,12.434,5.934,-63.283,0.001,172.428,1.398,2.8,26.1,0.0019,0.0,0.0,55.77,2.3,5G_NR
UE_001,0.212,37.275,32.425,-51.762,0.0,807.915,1.246,2.4,66.9,0.0007,0.0,0.0,100.0,10.77,5G_NR
UE_002,0.024,72.877,66.877,-33.661,0.0,1666.215,1.077,0.1,99.0,0.0001,0.0,0.0,100.0,22.22,5G_NR
UE_003,0.253,30.231,22.431,-53.985,0.0,559.461,1.22,0.5,18.2,0.0008,0.0,0.0,100.0,7.46,5G_NR
UE_004,0.724,14.558,10.558,-62.921,1e-05,272.171,1.342,1.9,21.9,0.0024,0.0,0.0,71.95,3.63,5G_NR
UE_005,0.519,19.046,15.796,-59.977,1e-05,396.356,1.262,2.2,1.2,0.0017,0.0,0.0,90.29,5.28,5G_NR
UE_006,0.307,29.851,23.501,-54.975,0.0,585.99,1.056,1.5,-46.0,0.001,0.0,0.0,100.0,7.81,5G_NR
UE_007,0.419,24.47,19.67,-58.365,1e-07,491.232,1.097,2.4,6.4,0.0014,0.0,0.0,100.0,6.55,5G_NR
UE_008,0.742,8.132,1.882,-66.434,0.01,100.96,1.089,7.0,21.6,0.0025,0.0,0.0,41.59,1.35,5G_NR
UE_009,0.391,24.749,17.599,-56.826,1e-07,440.327,1.264,2.4,103.4,0.0013,0.0,0.0,96.6,5.87,5G_NR
UE_010,0.42,18.074,12.074,-61.663,1e-05,307.32,1.207,0.3,-9.6,0.0014,0.0,0.0,77.26,4.1,5G_NR
UE_011,0.136,40.303,37.603,-50.248,0.0,936.89,1.404,2.8,104.9,0.0005,0.0,0.0,100.0,12.49,5G_NR
UE_012,0.452,14.623,8.923,-63.488,0.001,235.36,1.32,1.7,-21.6,0.0015,0.0,0.0,66.23,3.14,5G_NR
UE_013,0.563,19.408,15.158,-61.196,1e-05,380.909,1.546,2.6,-125.8,0.0019,0.0,0.0,88.05,5.08,5G_NR
UE_014,0.762,7.567,3.367,-67.116,0.01,124.886,1.186,5.0,1.6,0.0025,0.0,0.0,46.79,1.67,5G_NR
UE_015,0.44,24.059,16.409,-58.87,1e-07,411.275,1.264,0.7,-149.4,0.0015,0.0,0.0,92.43,5.48,5G_NR
UE_016,0.493,15.671,8.921,-63.064,0.001,235.322,1.289,2.2,60.6,0.0016,0.0,0.0,66.22,3.14,5G_NR
UE_017,0.238,27.582,21.982,-55.909,1e-07,548.35,1.144,2.0,56.3,0.0008,0.0,0.0,100.0,7.31,5G_NR
UE_018,0.171,34.077,28.127,-53.262,0.0,700.924,1.277,0.0,-89.0,0.0006,0.0,0.0,100.0,9.35,5G_NR
UE_019,0.215,31.756,24.806,-53.522,0.0,618.386,1.197,0.2,-100.7,0.0007,16.0,0.0,100.0,8.25,5G_NR
UE_000,0.586,12.235,4.535,-63.282,0.001,145.622,1.314,7.0,37.8,0.002,0.0,0.0,50.87,1.94,5G_NR
UE_001,0.253,34.754,27.854,-52.923,0.0,694.133,1.41,1.6,66.9,0.0008,0.0,0.0,100.0,9.26,5G_NR
UE_002,0.143,42.005,37.705,-48.897,0.0,939.429,1.214,1.2,99.0,0.0005,0.0,0.0,100.0,12.53,5G_NR
UE_003,0.227,35.993,29.143,-51.803,0.0,726.222,1.498,0.2,18.2,0.0008,0.0,0.0,100.0,9.68,5G_NR
UE_004,0.725,6.5,2.05,-66.85,0.01,103.526,1.162,9.0,21.9,0.0024,0.0,0.0,42.18,1.38,5G_NR
UE_005,0.489,23.004,14.604,-59.098,1e-05,367.544,1.354,0.9,1.2,0.0016,0.0,0.0,86.12,4.9,5G_NR
UE_006,0.334,21.631,16.381,-59.584,1e-07,410.587,1.123,1.4,-46.0,0.0011,0.0,0.0,92.33,5.47,5G_NR
UE_007,0.41,18.475,13.525,-60.363,1e-05,341.661,1.356,1.1,6.4,0.0014,0.0,0.0,82.34,4.56,5G_NR
UE_008,0.748,11.231,6.081,-64.785,0.001,175.347,1.245,1.0,21.6,0.0025,0.0,0.0,56.28,2.34,5G_NR
UE_009,0.361,27.719,20.969,-56.241,1e-07,523.284,1.196,1.8,103.4,0.0012,0.0,0.0,100.0,6.98,5G_NR
UE_010,0.45,14.45,7.25,-63.075,0.001,199.295,1.355,2.9,-9.6,0.0015,0.0,0.0,60.37,2.66,5G_NR
UE_011,0.143,42.864,37.164,-48.968,0.0,925.945,1.389,0.0,104.9,0.0005,0.0,0.0,100.0,12.35,5G_NR
UE_012,0.485,16.524,11.974,-62.538,1e-05,304.982,1.458,0.8,-21.6,0.0016,0.0,0.0,76.91,4.07,5G_NR
UE_013,0.542,20.764,14.464,-60.418,1e-05,364.171,1.529,1.0,-125.8,0.0018,0.0,0.0,85.62,4.86,5G_NR
UE_014,0.631,16.993,10.993,-62.303,1e-05,282.177,1.508,1.9,1.6,0.0021,0.0,0.0,73.48,3.76,5G_NR
UE_015,0.572,14.869,7.769,-62.966,0.001,210.283,1.497,1.7,-149.4,0.0019,0.0,0.0,62.19,2.8,5G_NR
UE_016,0.514,18.855,14.455,-60.472,1e-05,363.952,1.071,0.6,60.6,0.0017,0.0,0.0,85.59,4.85,5G_NR
UE_017,0.346,21.335,18.285,-60.333,1e-07,457.154,1.41,1.2,-90.7,0.0012,0.0,0.0,99.0,6.1,5G_NR
UE_018,0.252,27.23,21.98,-55.585,1e-07,548.293,1.465,0.6,-89.0,0.0008,0.0,0.0,100.0,7.31,5G_NR
UE_019,0.33,30.226,27.126,-55.887,0.0,676.041,1.513,0.4,-100.7,0.0011,16.0,0.01,100.0,9.01,5G_NR
UE_000,0.764,13.53,7.08,-62.735,0.001,195.755,1.271,0.4,37.8,0.0025,0.0,0.0,59.78,2.61,5G_NR
UE_001,0.321,30.734,27.584,-54.633,0.0,687.438,1.127,2.6,66.9,0.0011,0.0,0.0,100.0,9.17,5G_NR
UE_002,0.251,25.732,20.482,-58.034,1e-07,511.268,1.205,2.3,99.0,0.0008,0.0,0.0,100.0,6.82,5G_NR
UE_003,0.234,27.821,19.521,-55.39,1e-07,487.556,1.283,2.4,18.2,0.0008,0.0,0.0,100.0,6.5,5G_NR
UE_004,0.726,12.028,7.278,-63.386,0.001,199.884,1.413,0.6,21.9,0.0024,0.0,0.0,60.47,2.67,5G_NR
UE_005,0.459,21.831,14.431,-59.985,1e-05,363.369,1.531,0.6,1.2,0.0015,0.0,0.0,85.51,4.84,5G_NR
UE_006,0.363,26.933,21.183,-57.134,1e-07,528.575,1.146,0.7,-46.0,0.0012,0.0,0.0,100.0,7.05,5G_NR
UE_007,0.401,16.344,12.094,-61.128,1e-05,307.806,1.355,1.1,6.4,0.0013,0.0,0.0,77.33,4.1,5G_NR
UE_008,0.752,15.487,9.237,-61.657,0.001,242.315,1.465,2.2,5.6,0.0025,0.0,0.0,67.33,3.23,5G_NR
UE_009,0.352,18.279,10.079,-60.761,1e-05,261.238,1.47,2.2,103.4,0.0012,0.0,0.0,70.27,3.48,5G_NR
UE_010,0.48,14.568,9.818,-63.016,0.001,255.342,1.303,0.2,-9.6,0.0016,0.0,0.0,69.36,3.4,5G_NR
UE_011,0.196,34.458,27.408,-53.671,0.0,683.053,1.305,2.2,104.9,0.0007,0.0,0.0,100.0,9.11,5G_NR
UE_012,0.522,21.137,14.887,-59.232,1e-05,374.357,1.282,1.8,-21.6,0.0017,0.0,0.0,87.1,4.99,5G_NR
UE_013,0.459,20.538,14.888,-60.231,1e-05,374.392,1.376,1.5,-125.8,0.0015,0.0,0.0,87.11,4.99,5G_NR
UE_014,0.617,14.855,8.955,-61.973,0.001,236.058,1.082,2.0,1.6,0.0021,0.0,0.0,66.34,3.15,5G_NR
UE_015,0.609,9.059,1.659,-64.671,0.01,97.625,1.541,4.0,-149.4,0.002,0.0,0.0,40.81,1.3,5G_NR
UE_016,0.489,19.08,14.43,-60.66,1e-05,363.348,1.454,1.2,60.6,0.0016,0.0,0.0,85.5,4.84,5G_NR
UE_017,0.455,20.966,12.866,-59.217,1e-05,325.999,1.356,0.9,-90.7,0.0015,0.0,0.0,80.03,4.35,5G_NR
UE_018,0.454,16.402,12.202,-62.399,1e-05,310.328,1.155,0.8,-89.0,0.0015,0.0,0.0,77.71,4.14,5G_NR
UE_019,0.404,20.128,17.228,-59.736,1e-07,431.25,1.205,2.5,100.7,0.0013,16.0,0.01,95.3,5.75,5G_NR
UE_000,0.541,19.092,14.042,-60.454,1e-05,354.023,1.279,1.6,37.8,0.0018,0.0,0.0,84.15,4.72,5G_NR
UE_001,0.402,22.232,18.682,-58.984,1e-07,466.91,1.525,0.0,66.9,0.0013,0.0,0.0,100.0,6.23,5G_NR
UE_002,0.157,44.879,37.729,-47.96,0.0,940.024,1.341,2.8,99.0,0.0005,0.0,0.0,100.0,12.53,5G_NR
UE_003,0.273,29.196,23.596,-55.502,0.0,588.357,1.412,2.6,18.2,0.0009,0.0,0.0,100.0,7.84,5G_NR
