policy,geometry,reward_mean,switch_rate_mean,outage_rate_mean
hysteresis,nominal,40.001030011829435,0.08233333333333334,0.0
ppo_seed0,nominal,44.144922082892556,0.04591666666666667,0.0
ppo_seed1,nominal,44.058620455759886,0.04825,0.0
ppo_seed2,nominal,44.52013400928438,0.06466666666666666,0.0
hysteresis,shifted,40.558043418130175,0.09841666666666668,0.0
ppo_seed0,shifted,44.48346663486317,0.05608333333333333,0.0
ppo_seed1,shifted,44.20591993297756,0.06016666666666667,0.0
ppo_seed2,shifted,44.790818803962814,0.06441666666666666,0.0
