reward_profile,reward_mean,switch_rate_mean,outage_rate_mean
balanced,43.78105591076968,0.04166666666666665,0.0
throughput-leaning,43.9247869157684,0.059833333333333336,0.0
latency-leaning,44.787643642139926,0.04799999999999999,0.0
reliability-leaning,43.33938470655339,0.05366666666666666,0.0
