handover_penalty,reward_mean,switch_rate_mean,outage_rate_mean
0.0,44.483911576770716,0.053499999999999985,0.0
0.05,44.013099278918,0.04866666666666666,0.0
0.15,43.78105591076968,0.04166666666666665,0.0
0.3,43.45457668409174,0.039999999999999994,0.0
0.5,43.160701541281625,0.03733333333333333,0.0
