#{"t_start": 1788458814.237146, "env_id": "None"}
r,l,t
-2.000819,60,2.517101
-12.093654,60,3.838527
-1.360245,60,5.375674
-5.868375,60,6.985874
17.645926,60,9.045721
-3.691175,60,10.826501
10.159677,60,13.012892
12.940111,60,15.159673
-1.622561,60,17.245451
8.154853,60,19.284408
10.572806,60,21.339555
3.296511,60,23.645095
6.240258,60,25.94541
3.580104,60,28.06637
19.223776,60,30.339504
7.964792,60,32.478522
8.446501,60,34.715589
7.381818,60,36.867288
6.2797,60,38.941538
17.423578,60,41.128841
6.199338,60,43.233894
19.370304,60,45.386409
27.520706,60,47.467205
-13.735246,60,49.593743
15.811361,60,51.777249
20.953569,60,53.951469
20.522991,60,56.288376
27.191129,60,58.90598
24.655071,60,61.125908
14.120777,60,63.396179
26.244338,60,65.919457
33.220582,60,68.469361
2.703251,60,70.89666
34.828886,60,73.478592
25.274615,60,75.862074
-7.539935,60,78.116789
31.504176,60,80.700073
31.445248,60,83.159674
43.501249,60,85.770493
41.085616,60,88.488665
43.257151,60,91.201378
34.045209,60,93.774197
38.827174,60,96.385664
37.644395,60,99.086414
40.209481,60,101.749585
42.942178,60,104.448119
39.781466,60,107.078828
42.50782,60,109.769718
45.746464,60,112.438359
43.840591,60,115.179406
42.11066,60,117.927081
39.966057,60,120.501643
42.017824,60,123.199887
41.932315,60,125.891859
42.846394,60,128.515087
33.761504,60,131.147126
38.533233,60,133.72848
40.802905,60,136.407111
43.192145,60,138.988859
37.666277,60,141.564964
39.30094,60,144.156222
41.854546,60,146.894636
40.962807,60,149.690089
41.496576,60,152.308718
43.674505,60,155.068547
40.735385,60,157.669994
44.50545,60,160.3416
40.727584,60,163.012081
41.529611,60,165.565037
42.105722,60,168.052021
42.277203,60,171.00818
41.299113,60,173.699363
38.693748,60,176.442869
35.208841,60,179.073571
40.71067,60,181.771039
42.486743,60,184.425728
43.121496,60,187.029211
39.711112,60,189.622475
37.238428,60,192.231674
42.624244,60,194.959202
39.168888,60,197.586407
45.172765,60,200.269057
39.949087,60,202.969627
37.214288,60,205.725216
40.351888,60,208.33708
39.555828,60,211.056407
40.256394,60,213.92961
46.163654,60,216.854226
38.800166,60,219.573135
48.456915,60,222.277205
39.402039,60,224.909312
44.499601,60,227.706761
45.638368,60,230.371643
40.531768,60,233.045923
39.608793,60,235.704463
41.397937,60,238.359604
41.688374,60,240.995704
38.988999,60,243.674414
42.06695,60,246.336895
41.771779,60,248.92507
38.795957,60,251.548089
41.527405,60,254.209859
36.357472,60,256.854545
39.532425,60,259.526781
43.285345,60,262.216455
38.866831,60,264.861928
40.709042,60,267.559855
40.777002,60,270.116535
42.856734,60,272.714843
40.87408,60,275.330689
44.882517,60,278.06818
38.265356,60,280.714773
44.495953,60,283.358338
42.690335,60,286.033102
45.896354,60,288.807066
46.829199,60,291.417201
35.84385,60,294.044524
37.790329,60,296.659909
43.593738,60,299.386791
37.980463,60,302.012897
38.287277,60,304.638626
36.513348,60,307.356134
41.091789,60,310.011981
35.402169,60,312.613903
38.427618,60,315.273828
44.602302,60,318.005892
42.412074,60,320.70248
44.842056,60,323.376691
39.852668,60,326.008971
47.406628,60,328.633759
43.49469,60,331.2839
35.793315,60,333.798095
44.810871,60,336.434186
43.96176,60,339.112661
45.523845,60,341.86889
37.032127,60,344.432081
40.470301,60,347.129929
40.190886,60,349.653287
40.987056,60,352.288029
40.689946,60,354.931972
36.753068,60,357.493351
33.158431,60,360.144289
41.558656,60,362.738769
38.580123,60,365.436548
43.362599,60,368.120352
39.064318,60,370.70099
39.41856,60,373.272117
37.727335,60,375.97394
40.181825,60,378.596601
39.421184,60,381.155007
47.885719,60,383.820619
42.33231,60,386.514968
38.196278,60,389.260301
41.549491,60,391.780883
43.755074,60,394.427492
44.185006,60,397.036287
37.705036,60,399.60938
40.084035,60,402.254099
38.358848,60,404.924873
41.9069,60,407.546197
39.963517,60,410.308495
48.903051,60,412.962435
42.78194,60,415.560344
39.01438,60,418.189204
38.624938,60,420.846954
37.944497,60,423.429778
41.585413,60,426.107432
45.390955,60,428.755147
39.481027,60,431.50249
42.373105,60,434.279132
35.054039,60,436.752531
37.104666,60,439.363281
39.154366,60,442.057528
41.113938,60,444.688518
34.368623,60,447.161724
42.511752,60,449.73512
40.910254,60,452.408309
41.786953,60,455.246442
42.44397,60,457.909363
39.48121,60,460.5095
36.057808,60,463.048942
38.050094,60,465.870355
41.743157,60,468.581312
39.454352,60,471.504622
43.392613,60,474.229224
41.28464,60,477.002482
38.318034,60,479.57772
40.860673,60,482.142592
40.430634,60,484.721724
42.660276,60,487.244891
42.285547,60,489.860204
42.200826,60,492.496822
36.302081,60,495.0883
41.581015,60,497.672044
47.231367,60,500.441717
46.946774,60,503.066027
45.023282,60,505.690656
39.507859,60,508.251341
38.236034,60,510.838432
42.767562,60,513.460369
43.758705,60,516.206986
33.734724,60,518.866877
39.289886,60,520.938708
40.661988,60,523.191683
42.290677,60,525.42523
43.097967,60,527.601387
40.126126,60,529.730178
41.674514,60,531.988365
39.856782,60,534.120278
39.148238,60,536.248271
36.789922,60,538.375387
41.698933,60,540.576685
44.200808,60,542.738847
43.082473,60,544.876595
43.196339,60,546.985816
42.165332,60,549.114885
44.429942,60,551.25186
40.156803,60,553.438316
41.804459,60,555.568307
38.840627,60,557.778883
42.783465,60,559.967632
42.743123,60,562.051272
41.894711,60,564.133348
40.66758,60,566.281643
38.938405,60,568.464048
40.618471,60,570.599657
39.6862,60,572.802767
41.773058,60,574.905525
41.178764,60,577.169872
42.147708,60,579.275129
36.753443,60,581.394806
38.713801,60,583.55041
40.573897,60,585.730492
43.558354,60,588.046447
42.922753,60,590.285393
37.532086,60,592.441916
41.041558,60,594.658139
40.548199,60,596.766591
45.727161,60,599.043591
41.787061,60,601.282258
44.27792,60,603.480071
39.586977,60,605.652131
37.751877,60,607.796899
42.438639,60,610.469035
39.840851,60,613.081586
35.48243,60,615.669848
38.716517,60,618.286981
38.782349,60,620.958767
40.600274,60,623.646801
49.007493,60,626.295218
44.935734,60,628.978386
44.134299,60,631.617114
46.566531,60,634.243191
43.629756,60,636.932136
44.441356,60,639.573198
45.712665,60,642.209021
40.232247,60,644.884876
40.074896,60,647.787173
36.539978,60,650.760726
41.804993,60,653.903597
44.996868,60,656.976853
43.312843,60,660.086852
40.903766,60,662.902373
40.188372,60,665.6508
41.588873,60,668.344394
39.844552,60,671.042818
38.285096,60,673.657505
41.376671,60,676.336448
41.724531,60,679.136826
44.083436,60,681.778475
42.793869,60,684.414176
44.915146,60,687.095987
38.820021,60,689.798247
38.542272,60,692.392974
